code,freq_finngen,freq_total
53502,352,352
21499,351,351
63299,349,349
E9609,348,348
03599,347,347
63498,347,347
07999,341,341
37303,341,341
07997,339,339
97010,338,338
81300,335,335
E8869,335,335
41299,333,333
Y0899,333,333
73105,332,332
05699,326,326
64300,326,326
65004,326,326
78739,326,326
09992,325,325
62521,323,323
E8809,321,321
71300,319,319
72899,319,319
00919,318,318
92000,318,318
56510,315,315
92700,314,314
73599,313,313
78329,313,313
34099,310,310
71700,308,308
61208,307,307
51899,306,306
31099,305,305
35701,305,305
78719,304,304
66110,300,300
Y0999,300,300
71599,298,298
29830,297,297
11299,296,296
17402,296,296
57709,296,296
71310,295,295
62000,294,294
75618,293,293
51299,292,292
63495,292,292
41397,291,291
54000,290,290
61510,290,290
01102,288,288
58199,288,288
36400,287,287
65007,287,287
38210,286,286
E9249,286,286
64595,281,281
71312,279,279
20199,277,277
80200,277,277
80242,277,277
56300,273,273
13300,272,272
67699,272,272
28009,271,271
82100,270,270
24409,269,269
34510,269,269
61209,269,269
37510,268,268
49308,268,268
72221,267,267
81342,267,267
70891,265,265
30799,264,264
57708,264,264
E9189,264,264
29550,263,263
53299,263,263
29520,259,259
73101,257,257
29610,256,256
E9201,255,255
69282,253,253
73410,251,251
54003,250,250
72898,250,250
E9208,250,250
34532,249,249
63704,249,249
65580,249,249
83600,248,248
61201,247,247
87300,247,247
73805,245,245
84200,245,245
57500,244,244
62531,244,244
55110,243,243
07201,241,241
56419,241,241
61099,239,239
78330,239,239
61200,238,238
78300,238,238
30099,234,234
62310,234,234
81242,234,234
05209,233,233
38199,233,233
51925,232,232
59504,232,232
70890,231,231
E8599,230,230
80700,229,229
25008,228,228
41300,228,228
34530,227,227
53298,227,227
38700,224,224
98000,223,223
84000,222,222
45400,221,221
66170,221,221
38400,220,220
79020,220,220
78200,218,218
62600,217,217
66030,217,217
59012,215,215
48601,214,214
58099,214,214
67790,214,214
78159,214,214
56400,213,213
05697,212,212
29800,211,211
29899,211,211
88310,211,211
50808,210,210
63998,210,210
67009,210,210
32099,209,209
63491,208,208
99898,208,208
30010,207,207
42790,207,207
55121,206,206
E8819,206,206
E9169,205,205
61598,203,203
59099,202,202
69299,202,202
80800,202,202
E8829,202,202
50503,201,201
80521,201,201
93500,201,201
64593,200,200
E8699,200,200
58209,198,198
30020,197,197
54001,197,197
62213,197,197
74639,197,197
55130,196,196
24210,195,195
30399,194,194
43399,194,194
60300,193,193
85190,193,193
73102,191,191
E9439,191,191
22700,190,190
62998,190,190
30680,189,189
57600,189,189
62398,189,189
71490,189,189
88390,189,189
56096,188,188
85100,188,188
73808,187,187
63501,186,186
72398,186,186
78410,186,186
64591,185,185
71710,184,184
29820,183,183
40399,183,183
E9469,182,182
57309,181,181
74642,181,181
60009,180,180
72820,180,180
29630,179,179
58200,179,179
62538,179,179
73390,179,179
80000,179,179
75560,178,178
51610,177,177
66130,177,177
19399,175,175
35708,175,175
45610,175,175
62522,175,175
78259,175,175
72800,174,174
74540,173,173
28600,172,172
78900,172,172
49309,171,171
54002,171,171
63460,171,171
E9409,170,170
53508,169,169
63310,169,169
78570,169,169
62212,168,168
37597,167,167
58399,165,165
59358,165,165
49109,164,164
57403,164,164
62198,164,164
82331,164,164
30050,163,163
64094,162,162
59500,161,161
78310,161,161
78950,160,160
96798,160,160
30199,159,159
80221,159,159
84700,159,159
43599,158,158
62110,158,158
57300,157,157
01107,156,156
48099,156,156
61590,156,156
63110,156,156
07501,155,155
30170,155,155
30660,155,155
62551,155,155
69600,155,155
24110,153,153
30899,153,153
50304,153,153
53503,153,153
65320,153,153
57609,152,152
65140,151,151
65220,151,151
68300,151,151
72830,151,151
74528,151,151
81000,151,151
82200,151,151
99450,151,151
18301,149,149
56103,149,149
Y1202,149,149
Y6199,149,149
72901,148,148
01220,147,147
72904,147,147
E9599,147,147
23399,146,146
81321,146,146
56909,145,145
67798,145,145
69520,143,143
65590,142,142
70099,142,142
74900,142,142
81200,142,142
E9202,142,142
30120,141,141
46300,141,141
61001,141,141
67299,141,141
30110,140,140
44020,140,140
97940,140,140
29700,139,139
53509,138,138
66120,138,138
78679,137,137
36802,136,136
45309,136,136
56499,136,136
69240,136,136
E9200,136,136
E9809,136,136
31199,135,135
0,134,134
24209,134,134
37720,134,134
56600,134,134
59199,134,134
63298,134,134
70899,134,134
75561,134,134
E9100,134,134
71308,133,133
81500,133,133
62202,132,132
75400,132,132
83101,132,132
72909,131,131
49101,130,130
72519,130,130
74719,130,130
25005,128,128
75348,128,128
22005,127,127
30530,127,127
38599,127,127
46104,127,127
38798,126,126
53094,126,126
88210,126,126
46101,124,124
52250,123,123
79301,123,123
E9999,123,123
37520,122,122
45001,122,122
64510,122,122
78250,121,121
30030,120,120
41000,120,120
63400,120,120
07988,119,119
24200,119,119
34598,119,119
37402,119,119
37600,119,119
43300,119,119
74484,119,119
53290,118,118
61620,118,118
71498,118,118
01210,117,117
20400,117,117
37898,117,117
52100,117,117
52800,117,117
74920,117,117
82490,117,117
27510,116,116
44300,116,116
43090,115,115
63710,115,115
65730,115,115
73804,115,115
83100,115,115
21020,114,114
28719,114,114
28930,114,114
30430,114,114
48298,114,114
61008,114,114
87376,114,114
34400,113,113
78620,113,113
E9299,113,113
26910,112,112
37872,112,112
65780,112,112
05710,111,111
43099,111,111
56399,111,111
28700,110,110
35700,110,110
72498,110,110
79900,110,110
82310,110,110
88110,110,110
E9209,110,110
26998,109,109
46201,109,109
62539,109,109
34301,108,108
38990,108,108
41201,108,108
60798,108,108
62130,108,108
55120,107,107
36402,106,106
54200,106,106
65380,106,106
68104,106,106
78419,106,106
89110,106,106
96000,106,106
97090,106,106
Y3498,106,106
21140,105,105
31009,105,105
42728,105,105
48199,105,105
56899,105,105
63599,105,105
70610,105,105
74629,105,105
04599,104,104
51709,104,104
71720,104,104
82000,104,104
92900,104,104
01710,103,103
05599,103,103
29620,103,103
56411,103,103
81600,103,103
32088,102,102
53699,102,102
61499,102,102
05402,101,101
29100,101,101
41199,101,101
49104,101,101
59098,101,101
62300,101,101
88300,101,101
59201,100,100
82501,100,100
E9159,100,100
29699,99,99
68409,99,99
82390,99,99
79309,98,98
13199,97,97
21306,97,97
30650,97,97
37002,97,97
42799,97,97
62611,97,97
25004,96,96
59320,96,96
72499,96,96
30920,95,95
53199,95,95
61111,95,95
72500,95,95
72810,95,95
78400,95,95
78890,95,95
80500,95,95
42299,94,94
60301,94,94
63111,94,94
63799,94,94
71309,94,94
73300,94,94
79300,94,94
83190,94,94
Y7999,94,94
28008,93,93
46109,93,93
74709,93,93
30398,92,92
37302,92,92
46409,92,92
62399,92,92
66020,92,92
E9069,92,92
Y3299,92,92
Y4309,92,92
34791,91,91
42297,91,91
50501,91,91
62090,91,91
78060,91,91
82190,91,91
00300,90,90
21503,90,90
56908,90,90
59509,90,90
65690,90,90
69200,90,90
81610,90,90
E9499,90,90
29120,89,89
59209,89,89
60109,89,89
E9149,89,89
52720,88,88
56210,88,88
57308,88,88
57402,88,88
62598,88,88
Y5099,88,88
18099,87,87
21606,87,87
24400,87,87
62640,87,87
68408,87,87
82500,87,87
85090,87,87
89100,87,87
E8839,87,87
Y3409,87,87
23599,86,86
24220,86,86
52280,86,86
52750,86,86
56211,86,86
61199,86,86
63800,86,86
73491,86,86
75240,86,86
75340,86,86
82391,86,86
82410,86,86
84800,86,86
92300,86,86
41209,85,85
78810,85,85
00921,84,84
17071,84,84
42509,84,84
53198,84,84
55100,84,84
78610,84,84
21210,83,83
24599,83,83
50609,83,83
60401,83,83
65480,83,83
70620,83,83
80290,83,83
30550,82,82
36009,82,82
45698,82,82
60760,82,82
70908,82,82
Y0199,82,82
56902,81,81
65001,81,81
67791,81,81
78450,81,81
00898,80,80
11006,80,80
65406,80,80
83690,80,80
18699,79,79
36000,79,79
50702,79,79
51998,79,79
62810,79,79
71105,79,79
72850,79,79
74663,79,79
Y0299,79,79
26900,78,78
35008,78,78
40599,78,78
56099,78,78
68600,78,78
69700,78,78
75710,78,78
91000,78,78
05405,77,77
34519,77,77
43500,77,77
50000,77,77
60101,77,77
60508,77,77
71303,77,77
74924,77,77
75220,77,77
78320,77,77
82121,77,77
18899,76,76
22120,76,76
24099,76,76
64499,76,76
81221,76,76
86600,76,76
09808,75,75
36703,75,75
48499,75,75
73100,75,75
81490,75,75
99860,75,75
18200,74,74
30499,74,74
60100,74,74
70800,74,74
85200,74,74
24509,73,73
34300,73,73
59328,73,73
73103,73,73
73104,73,73
97920,73,73
E9289,73,73
09801,72,72
30670,72,72
49102,72,72
52430,72,72
60770,72,72
69399,72,72
73699,72,72
78161,72,72
00998,71,71
03992,71,71
25200,71,71
30488,71,71
33098,71,71
34408,71,71
55299,71,71
56108,71,71
62610,71,71
68200,71,71
74588,71,71
88290,71,71
22620,70,70
32309,70,70
51120,70,70
56100,70,70
57608,70,70
67801,70,70
73809,70,70
87002,70,70
94520,70,70
30150,69,69
59011,69,69
61009,69,69
74699,69,69
87011,69,69
88100,69,69
65714,68,68
87000,68,68
97888,68,68
00880,67,67
07509,67,67
12340,67,67
38790,67,67
46301,67,67
48399,67,67
60309,67,67
66186,67,67
81390,67,67
87001,67,67
Y7109,67,67
22899,66,66
30610,66,66
37512,66,66
62520,66,66
89210,66,66
23400,65,65
30070,65,65
50701,65,65
60699,65,65
70130,65,65
93900,65,65
07209,64,64
20298,64,64
22550,64,64
30130,64,64
35508,64,64
41097,64,64
57501,64,64
07009,63,63
28910,63,63
34308,63,63
38008,63,63
65790,63,63
72209,63,63
74619,63,63
21504,62,62
25510,62,62
37403,62,62
38200,62,62
53192,62,62
61301,62,62
62330,62,62
63598,62,62
72299,62,62
82002,62,62
Y1908,62,62
00306,61,61
07900,61,61
30599,61,61
34539,61,61
35409,61,61
56095,61,61
63420,61,61
75630,61,61
94220,61,61
Y3999,61,61
05200,60,60
09809,60,60
21604,60,60
50809,60,60
52698,60,60
63490,60,60
75100,60,60
88200,60,60
01101,59,59
21600,59,59
23999,59,59
32000,59,59
63198,59,59
65740,59,59
75251,59,59
80621,59,59
88190,59,59
96100,59,59
03600,58,58
30100,58,58
39501,58,58
59322,58,58
63199,58,58
63590,58,58
69598,58,58
E9889,58,58
07004,57,57
22010,57,57
61101,57,57
62201,57,57
81090,57,57
88600,57,57
05597,56,56
06599,56,56
35401,56,56
51101,56,56
59321,56,56
62211,56,56
63440,56,56
75578,56,56
81690,56,56
92800,56,56
05401,55,55
07202,55,55
29440,55,55
35199,55,55
65694,55,55
72399,55,55
74340,55,55
86000,55,55
97799,55,55
Y1199,55,55
21501,54,54
21608,54,54
25300,54,54
27901,54,54
34799,54,54
37001,54,54
50210,54,54
62192,54,54
81400,54,54
93002,54,54
96510,54,54
Y1099,54,54
23810,53,53
51109,53,53
65800,53,53
69109,53,53
78260,53,53
13603,52,52
17409,52,52
22110,52,52
22400,52,52
25007,52,52
25101,52,52
50509,52,52
72900,52,52
94720,52,52
E9229,52,52
22500,51,51
37601,51,51
37800,51,51
56498,51,51
63399,51,51
64093,51,51
65009,51,51
66106,51,51
68210,51,51
71109,51,51
75310,51,51
93400,51,51
94320,51,51
E9669,51,51
07910,50,50
21607,50,50
22101,50,50
34309,50,50
37401,50,50
41307,50,50
72211,50,50
72903,50,50
78609,50,50
E8949,50,50
22520,49,49
24500,49,49
37304,49,49
37929,49,49
40099,49,49
40499,49,49
59330,49,49
63202,49,49
65008,49,49
72400,49,49
72599,49,49
74439,49,49
75619,49,49
75988,49,49
78220,49,49
78730,49,49
80710,49,49
94000,49,49
96700,49,49
99998,49,49
13609,48,48
21307,48,48
25610,48,48
28899,48,48
29600,48,48
35509,48,48
54208,48,48
59501,48,48
59502,48,48
84590,48,48
25800,47,47
34509,47,47
38299,47,47
42791,47,47
45800,47,47
61308,47,47
63492,47,47
65003,47,47
69899,47,47
71005,47,47
78520,47,47
80622,47,47
03998,46,46
07507,46,46
22510,46,46
36409,46,46
36804,46,46
37405,46,46
47209,46,46
50704,46,46
53091,46,46
63220,46,46
64599,46,46
65100,46,46
70907,46,46
72000,46,46
75650,46,46
82110,46,46
84781,46,46
87900,46,46
88690,46,46
97098,46,46
20013,45,45
21610,45,45
21920,45,45
31599,45,45
34500,45,45
38009,45,45
62099,45,45
64191,45,45
69009,45,45
70401,45,45
71302,45,45
74509,45,45
75719,45,45
81100,45,45
84300,45,45
98298,45,45
34533,44,44
42100,44,44
50700,44,44
64570,44,44
65150,44,44
67100,44,44
71104,44,44
72699,44,44
75020,44,44
75301,44,44
78891,44,44
81363,44,44
92600,44,44
03419,43,43
04300,43,43
24100,43,43
34409,43,43
38408,43,43
42999,43,43
51900,43,43
52620,43,43
53200,43,43
53690,43,43
69230,43,43
71899,43,43
94120,43,43
98940,43,43
Y0291,43,43
29810,42,42
34109,42,42
34798,42,42
37700,42,42
60730,42,42
61110,42,42
64590,42,42
66080,42,42
68000,42,42
69519,42,42
74482,42,42
74673,42,42
82290,42,42
82600,42,42
92400,42,42
37000,41,41
50303,41,41
51620,41,41
52820,41,41
57405,41,41
57503,41,41
62392,41,41
72210,41,41
78170,41,41
80100,41,41
80600,41,41
94420,41,41
E9059,41,41
T9999,41,41
09802,40,40
21303,40,40
21699,40,40
37299,40,40
53501,40,40
56398,40,40
62804,40,40
65698,40,40
67799,40,40
70302,40,40
72222,40,40
96799,40,40
98099,40,40
04499,39,39
21602,39,39
28599,39,39
53009,39,39
53100,39,39
57301,39,39
59310,39,39
59801,39,39
61191,39,39
61600,39,39
65002,39,39
65060,39,39
75665,39,39
75930,39,39
78210,39,39
78270,39,39
81352,39,39
96098,39,39
96598,39,39
Y0799,39,39
03199,38,38
09811,38,38
11007,38,38
17281,38,38
22002,38,38
25109,38,38
30520,38,38
35009,38,38
35702,38,38
61198,38,38
72010,38,38
79010,38,38
07508,37,37
31000,37,37
34999,37,37
36399,37,37
37404,37,37
37602,37,37
39400,37,37
40609,37,37
41100,37,37
57710,37,37
63200,37,37
65990,37,37
66040,37,37
68698,37,37
70909,37,37
72288,37,37
74200,37,37
74646,37,37
75253,37,37
75288,37,37
83500,37,37
87377,37,37
87500,37,37
88400,37,37
88610,37,37
98998,37,37
99940,37,37
E8193,37,37
01600,36,36
03810,36,36
21049,36,36
22001,36,36
29798,36,36
43899,36,36
47109,36,36
62210,36,36
63210,36,36
68050,36,36
75598,36,36
78110,36,36
79019,36,36
92500,36,36
E8779,36,36
07207,35,35
13410,35,35
21688,35,35
25390,35,35
25810,35,35
25898,35,35
28630,35,35
31109,35,35
35209,35,35
45199,35,35
46199,35,35
56098,35,35
65110,35,35
65747,35,35
71319,35,35
74689,35,35
78151,35,35
80692,35,35
81292,35,35
82090,35,35
84792,35,35
99120,35,35
Y4399,35,35
0110K,34,34
03897,34,34
21901,34,34
27188,34,34
28710,34,34
34402,34,34
37309,34,34
40209,34,34
52070,34,34
57719,34,34
60403,34,34
63709,34,34
65701,34,34
66184,34,34
69283,34,34
69830,34,34
72219,34,34
75401,34,34
80010,34,34
80090,34,34
80252,34,34
84490,34,34
84600,34,34
17331,33,33
30598,33,33
37100,33,33
37103,33,33
37798,33,33
50309,33,33
57101,33,33
59208,33,33
61500,33,33
61670,33,33
62391,33,33
65404,33,33
65490,33,33
66160,33,33
70591,33,33
72220,33,33
75329,33,33
78670,33,33
82210,33,33
82591,33,33
94620,33,33
0110A,32,32
21603,32,32
29688,32,32
34200,32,32
37511,32,32
43699,32,32
53291,32,32
57198,32,32
57404,32,32
59400,32,32
60000,32,32
61602,32,32
65120,32,32
68060,32,32
74679,32,32
78152,32,32
78440,32,32
81310,32,32
94530,32,32
95490,32,32
E8198,32,32
03899,31,31
18900,31,31
21230,31,31
38920,31,31
44709,31,31
53001,31,31
53190,31,31
54301,31,31
68240,31,31
70409,31,31
74539,31,31
74789,31,31
75262,31,31
75728,31,31
78032,31,31
78111,31,31
83201,31,31
83610,31,31
87091,31,31
94490,31,31
97788,31,31
25690,30,30
26999,30,30
30510,30,30
38002,30,30
42009,30,30
46509,30,30
50306,30,30
52060,30,30
57505,30,30
59908,30,30
61309,30,30
62814,30,30
64592,30,30
68302,30,30
71600,30,30
72029,30,30
73299,30,30
74729,30,30
79699,30,30
Y0290,30,30
Y3429,30,30
Y6009,30,30
15302,29,29
21110,29,29
25398,29,29
30698,29,29
31100,29,29
34302,29,29
36309,29,29
36390,29,29
42410,29,29
46399,29,29
50308,29,29
52066,29,29
59709,29,29
61100,29,29
63609,29,29
65130,29,29
65586,29,29
69288,29,29
70403,29,29
70898,29,29
73199,29,29
73490,29,29
73498,29,29
74929,29,29
93000,29,29
Y3399,29,29
Y6999,29,29
05306,28,28
30630,28,28
36398,28,28
39403,28,28
43190,28,28
45198,28,28
51993,28,28
57009,28,28
57700,28,28
59609,28,28
62120,28,28
65005,28,28
65810,28,28
66150,28,28
69599,28,28
72509,28,28
74810,28,28
75510,28,28
81252,28,28
82191,28,28
89010,28,28
92901,28,28
99830,28,28
00309,27,27
01104,27,27
05300,27,27
09100,27,27
21502,27,27
21605,27,27
27400,27,27
27900,27,27
33000,27,27
34793,27,27
36702,27,27
39500,27,27
41901,27,27
48501,27,27
49310,27,27
52400,27,27
56000,27,27
56907,27,27
59608,27,27
63000,27,27
68100,27,27
68309,27,27
71220,27,27
73803,27,27
78112,27,27
80231,27,27
81392,27,27
82001,27,27
82610,27,27
89190,27,27
89200,27,27
91800,27,27
97886,27,27
E9019,27,27
E9919,27,27
00820,26,26
07200,26,26
09800,26,26
11004,26,26
17261,26,26
22122,26,26
22330,26,26
28590,26,26
29199,26,26
35000,26,26
36008,26,26
42508,26,26
43609,26,26
44440,26,26
44708,26,26
47201,26,26
52340,26,26
53098,26,26
55090,26,26
55199,26,26
56104,26,26
59702,26,26
61698,26,26
74659,26,26
75360,26,26
78911,26,26
80110,26,26
80590,26,26
81391,26,26
83200,26,26
85290,26,26
87200,26,26
89290,26,26
91700,26,26
99410,26,26
E9419,26,26
E9569,26,26
03888,25,25
21010,25,25
21308,25,25
22121,25,25
27200,25,25
36504,25,25
37703,25,25
37710,25,25
38998,25,25
42500,25,25
44390,25,25
57100,25,25
59001,25,25
59200,25,25
59700,25,25
60780,25,25
61593,25,25
62690,25,25
63300,25,25
63430,25,25
64192,25,25
67003,25,25
68299,25,25
69540,25,25
72223,25,25
78070,25,25
78500,25,25
78550,25,25
78560,25,25
79000,25,25
79299,25,25
80300,25,25
81590,25,25
87010,25,25
89000,25,25
89310,25,25
E8199,25,25
E9009,25,25
E9279,25,25
E9579,25,25
Y2908,25,25
Y4009,25,25
00710,24,24
05309,24,24
05799,24,24
21304,24,24
21509,24,24
22701,24,24
23040,24,24
23207,24,24
23914,24,24
24501,24,24
24503,24,24
25310,24,24
25320,24,24
39097,24,24
40699,24,24
49000,24,24
50200,24,24
56010,24,24
59909,24,24
61190,24,24
61202,24,24
61699,24,24
63201,24,24
65720,24,24
66136,24,24
70699,24,24
75139,24,24
78039,24,24
78800,24,24
87396,24,24
88410,24,24
89790,24,24
97390,24,24
00390,23,23
25899,23,23
28999,23,23
34520,23,23
38799,23,23
44310,23,23
50601,23,23
52065,23,23
52760,23,23
53099,23,23
54308,23,23
59901,23,23
60509,23,23
63100,23,23
65704,23,23
74199,23,23
74488,23,23
74734,23,23
75250,23,23
75343,23,23
78000,23,23
80210,23,23
80292,23,23
87800,23,23
95290,23,23
96698,23,23
98399,23,23
E9109,23,23
E9699,23,23
04597,22,22
05201,22,22
05400,22,22
07981,22,22
21309,22,22
23699,22,22
25219,22,22
28109,22,22
28110,22,22
34511,22,22
34700,22,22
34899,22,22
36300,22,22
37609,22,22
37790,22,22
38004,22,22
39401,22,22
42007,22,22
44698,22,22
46305,22,22
50801,22,22
50803,22,22
51920,22,22
52640,22,22
53505,22,22
54309,22,22
56704,22,22
57199,22,22
61307,22,22
62098,22,22
62700,22,22
63797,22,22
65010,22,22
65500,22,22
70198,22,22
70700,22,22
71106,22,22
71493,22,22
78910,22,22
82131,22,22
82511,22,22
82590,22,22
82690,22,22
88790,22,22
96198,22,22
97099,22,22
99480,22,22
01500,21,21
15411,21,21
16212,21,21
21136,21,21
25001,21,21
25500,21,21
28200,21,21
28799,21,21
28998,21,21
42411,21,21
42899,21,21
43199,21,21
46404,21,21
50806,21,21
56020,21,21
57701,21,21
57792,21,21
59329,21,21
61601,21,21
62150,21,21
62218,21,21
65691,21,21
65718,21,21
69280,21,21
69798,21,21
70400,21,21
70709,21,21
71400,21,21
72902,21,21
74830,21,21
75000,21,21
75252,21,21
75338,21,21
78040,21,21
78080,21,21
78510,21,21
86500,21,21
88000,21,21
88500,21,21
91600,21,21
93600,21,21
96400,21,21
96610,21,21
97830,21,21
98990,21,21
00399,20,20
01718,20,20
01797,20,20
01908,20,20
03820,20,20
03880,20,20
15311,20,20
21150,20,20
21200,20,20
21800,20,20
30620,20,20
32400,20,20
34401,20,20
36501,20,20
38999,20,20
42400,20,20
43098,20,20
43600,20,20
44301,20,20
45709,20,20
53193,20,20
55300,20,20
59808,20,20
61300,20,20
64310,20,20
64394,20,20
65510,20,20
65697,20,20
65706,20,20
68230,20,20
71004,20,20
71107,20,20
72588,20,20
73099,20,20
75269,20,20
75302,20,20
75599,20,20
77700,20,20
78370,20,20
78599,20,20
78640,20,20
80591,20,20
86800,20,20
87310,20,20
93300,20,20
96230,20,20
E9000,20,20
01510,19,19
01588,19,19
05403,19,19
21999,19,19
23212,19,19
26899,19,19
27388,19,19
27909,19,19
30140,19,19
31299,19,19
37598,19,19
38403,19,19
40000,19,19
49202,19,19
56709,19,19
56906,19,19
57798,19,19
59340,19,19
59350,19,19
59809,19,19
59900,19,19
61603,19,19
64520,19,19
65290,19,19
66107,19,19
68250,19,19
70405,19,19
71311,19,19
74420,19,19
75888,19,19
78079,19,19
78601,19,19
78998,19,19
80721,19,19
81290,19,19
83191,19,19
83400,19,19
83900,19,19
84100,19,19
86300,19,19
86400,19,19
87971,19,19
94010,19,19
94730,19,19
99820,19,19
E8260,19,19
00304,18,18
05600,18,18
21609,18,18
22530,18,18
23213,18,18
28199,18,18
30600,18,18
37003,18,18
38000,18,18
38900,18,18
39502,18,18
40030,18,18
43000,18,18
44308,18,18
49340,18,18
56410,18,18
62199,18,18
63493,18,18
63901,18,18
66187,18,18
69510,18,18
71610,18,18
74483,18,18
74779,18,18
75332,18,18
75680,18,18
75699,18,18
78131,18,18
82700,18,18
82900,18,18
86700,18,18
96599,18,18
98810,18,18
E9220,18,18
Y1109,18,18
0110J,17,17
11009,17,17
16101,17,17
21998,17,17
22680,17,17
23205,17,17
30450,17,17
34108,17,17
34998,17,17
37102,17,17
37719,17,17
37799,17,17
37909,17,17
40999,17,17
42729,17,17
48502,17,17
50800,17,17
51399,17,17
52200,17,17
53096,17,17
53504,17,17
53708,17,17
56708,17,17
62209,17,17
62950,17,17
63160,17,17
65717,17,17
67101,17,17
68101,17,17
68693,17,17
70100,17,17
70404,17,17
70708,17,17
71006,17,17
75120,17,17
75261,17,17
75322,17,17
75620,17,17
75720,17,17
78290,17,17
78892,17,17
80691,17,17
80810,17,17
83110,17,17
86001,17,17
E9119,17,17
Y3419,17,17
03417,16,16
05207,16,16
13000,16,16
20899,16,16
21202,16,16
22180,16,16
22199,16,16
23221,16,16
27350,16,16
30160,16,16
36401,16,16
36509,16,16
37500,16,16
37704,16,16
37791,16,16
40899,16,16
41202,16,16
42600,16,16
42720,16,16
43299,16,16
45899,16,16
46500,16,16
46609,16,16
51928,16,16
51994,16,16
53601,16,16
59401,16,16
59602,16,16
59802,16,16
59903,16,16
60750,16,16
63209,16,16
63711,16,16
64400,16,16
66140,16,16
69108,16,16
69290,16,16
69630,16,16
70612,16,16
70698,16,16
73791,16,16
74599,16,16
74690,16,16
75229,16,16
75299,16,16
75339,16,16
75528,16,16
75640,16,16
75799,16,16
78109,16,16
78280,16,16
78353,16,16
83800,16,16
88590,16,16
94300,16,16
95390,16,16
97350,16,16
99900,16,16
99930,16,16
E8269,16,16
01297,15,15
03800,15,15
13197,15,15
17271,15,15
18000,15,15
23130,15,15
23150,15,15
23225,15,15
23410,15,15
23902,15,15
25399,15,15
28900,15,15
32300,15,15
32308,15,15
34790,15,15
35408,15,15
41908,15,15
44038,15,15
44399,15,15
46200,15,15
49301,15,15
50802,15,15
52270,15,15
53603,15,15
55180,15,15
56030,15,15
57008,15,15
60400,15,15
65206,15,15
65890,15,15
73399,15,15
