concept_id_1,concept_id_2,relationship_id,valid_start_date,valid_end_date,invalid_reason,tmp_mapping_type
551,4317258,Maps to,2016-12-01,2099-12-31,NA,ICD10fi
552,4169287,Maps to,2014-07-01,2099-12-31,NA,ICD10fi
553,45766714,Maps to,2016-12-01,2099-12-31,NA,ICD10fi
563,140168,Maps to,2014-07-01,2099-12-31,NA,ICD10fi
564,320798,Maps to,2014-07-01,2099-12-31,NA,ICD10fi
565,141371,Maps to,1970-01-01,2099-12-31,NA,ICD10fi
566,132703,Maps to,2014-07-01,2099-12-31,NA,ICD10fi
567,4330878,Maps to,2014-07-01,2099-12-31,NA,ICD10fi
573,139900,Maps to,2014-07-01,2099-12-31,NA,ICD10fi
574,132702,Maps to,2014-07-01,2099-12-31,NA,ICD10fi
575,140176,Maps to,1970-01-01,2099-12-31,NA,ICD10fi
576,40481101,Maps to,2019-10-31,2099-12-31,NA,ICD10fi
578,4300442,Maps to,2015-11-09,2099-12-31,NA,ICD10fi
579,4290728,Maps to,2016-12-01,2099-12-31,NA,ICD10fi
580,4061844,Maps to,2014-07-01,2099-12-31,NA,ICD10fi
581,137350,Maps to,2014-07-01,2099-12-31,NA,ICD10fi
582,137350,Maps to,2014-07-01,2099-12-31,NA,ICD10fi
583,132706,Maps to,2014-07-01,2099-12-31,NA,ICD10fi
586,141933,Maps to,2014-07-01,2099-12-31,NA,ICD10fi
587,4339092,Maps to,2014-07-01,2099-12-31,NA,ICD10fi
588,4031164,Maps to,2014-10-10,2099-12-31,NA,ICD10fi
