"","CODE1","n_codes","n_patients"
"1230","5771C",39,18
"1231","6180B",39,39
"1232","6549A",39,34
"1233","7292A",39,32
"1234","7548A",39,19
"1235","8736A",39,39
"1236","1101A",38,29
"1237","2384A",38,11
"1238","2554A",38,14
"1239","2761A",38,31
"1240","2951D",38,26
"1241","3075A",38,22
"1242","3652A",38,32
"1243","3754A",38,32
"1244","4920A",38,8
"1245","5163A",38,10
"1246","5303A",38,22
"1247","5714B",38,16
"1248","5744A",38,34
"1249","5850A",38,21
"1250","6038A",38,36
"1251","6205A",38,37
"1252","6562A",38,15
"1253","6951A",38,28
"1254","7014A",38,32
"1255","7088X",38,28
"1256","7101A",38,12
"1257","7119F",38,35
"1258","7267C",38,37
"1259","7463A",38,18
"1260","7522A",38,32
"1261","7746X",38,36
"1262","7906X",38,31
"1263","7942A",38,26
"1264","8421D",38,35
"1265","8510B",38,28
"1266","8921A",38,29
"1267","9670A",38,24
"1268","2258X",37,27
"1269","2998A",37,6
"1270","3002X",37,32
"1271","3154A",37,22
"1272","3551A",37,30
"1273","4412A",37,18
"1274","5538X",37,34
"1275","5741B",37,33
"1276","5820A",37,14
"1277","5820B",37,8
"1278","5965B",37,22
"1279","6478X",37,36
"1280","7151K",37,34
"1281","7328A",37,33
"1282","7686A",37,36
"1283","7824A",37,32
"1284","8150A",37,32
"1285","8231A",37,24
"1286","8243A",37,31
"1287","8442B",37,30
"1288","8510X",37,22
"1289","8810A",37,35
"1290","9556A",37,31
"1291","0084C",36,34
"1292","2123A",36,28
"1293","2153C",36,34
"1294","2330A",36,29
"1295","2452A",36,22
"1296","3018E",36,14
"1297","3773B",36,31
"1298","4787A",36,24
"1299","5710A",36,32
"1300","5743A",36,34
"1301","6050B",36,32
"1302","6262B",36,34
"1303","6595B",36,35
"1304","6645B",36,35
"1305","6924B",36,21
"1306","7227B",36,30
"1307","7538X",36,11
"1308","7597A",36,7
"1309","8260A",36,32
"1310","2114X",35,30
"1311","2507X",35,21
"1312","2888B",35,32
"1313","3059X",35,24
"1314","3076A",35,21
"1315","3534A",35,34
"1316","3625A",35,19
"1317","4378A",35,17
"1318","5320A",35,32
"1319","5511A",35,35
"1320","6185A",35,33
"1321","6469X",35,29
"1322","7118F",35,32
"1323","7276X",35,29
"1324","7309X",35,14
"1325","7320A",35,27
"1326","7361A",35,34
"1327","7380A",35,32
"1328","7444C",35,28
"1329","7453B",35,6
"1330","7461A",35,6
"1331","7510A",35,32
"1332","8000A",35,33
"1333","8233A",35,26
"1334","8252A",35,22
"1335","9180A",35,32
"1336","9412A",35,33
"1337","9934A",35,34
"1338","3092A",34,23
"1339","3951A",34,20
"1340","4408X",34,20
"1341","4642A",34,30
"1342","5933A",34,19
"1343","6071X",34,34
"1344","6078X",34,30
"1345","6118X",34,29
"1346","6621B",34,34
"1347","6860A",34,30
"1348","7271A",34,33
"1349","7451A",34,14
"1350","7845A",34,12
"1351","7904A",34,31
"1352","8140A",34,25
"1353","8438A",34,33
"1354","8522B",34,18
"1355","8750A",34,33
"1356","8822B",34,26
"1357","V612A",34,23
"1358","0541A",33,33
"1359","1534A",33,19
"1360","2113C",33,18
"1361","2594A",33,21
"1362","2810X",33,28
"1363","3014A",33,20
"1364","3458X",33,20
"1365","3550A",33,29
"1366","3800A",33,25
"1367","3940A",33,15
"1368","4261C",33,19
"1369","4409X",33,23
"1370","5320B",33,29
"1371","5770B",33,23
"1372","6039X",33,33
"1373","6535A",33,32
"1374","6604B",33,33
"1375","7265A",33,29
"1376","7436B",33,19
"1377","7513A",33,11
"1378","7556X",33,24
"1379","8028X",33,28
"1380","8232B",33,29
"1381","8501A",33,31
"1382","0172A",32,17
"1383","1610A",32,12
"1384","1906B",32,12
"1385","2233A",32,14
"1386","2510A",32,28
"1387","2953F",32,15
"1388","2963C",32,24
"1389","3077A",32,19
"1390","3098X",32,21
"1391","3662A",32,31
"1392","4301A",32,10
"1393","5314B",32,31
"1394","5608X",32,27
"1395","5793A",32,8
"1396","6630A",32,32
"1397","6642B",32,32
"1398","7119L",32,30
"1399","7433A",32,18
"1400","7456A",32,22
"1401","7742A",32,30
"1402","7834B",32,25
"1403","8160E",32,28
"1404","9063A",32,29
"1405","9452A",32,30
"1406","0542A",31,31
"1407","0769X",31,31
"1408","1740A",31,19
"1409","2138A",31,28
"1410","2422A",31,25
"1411","2531A",31,19
"1412","3046A",31,9
"1413","3239X",31,21
"1414","3532A",31,23
"1415","4120A",31,29
"1416","4830X",31,30
"1417","5234A",31,30
"1418","5601A",31,28
"1419","5743B",31,25
"1420","5960A",31,26
"1421","6212A",31,27
"1422","6412A",31,29
"1423","6929A",31,28
"1424","6989X",31,27
"1425","7113L",31,18
"1426","7151X",31,30
"1427","7202A",31,24
"1428","7212A",31,26
"1429","7261B",31,27
"1430","7353A",31,31
"1431","7524A",31,20
"1432","7551A",31,11
"1433","7712X",31,31
"1434","7812A",31,25
"1435","7866A",31,26
"1436","8150C",31,29
"1437","8411A",31,29
"1438","8510C",31,23
"1439","9695X",31,28
"1440","0110X",30,19
"1441","0340X",30,30
"1442","0798X",30,26
"1443","2210A",30,29
"1444","2963E",30,21
"1445","3519X",30,22
"1446","3890A",30,28
"1447","4478X",30,20
"1448","4589X",30,22
"1449","5522A",30,27
"1450","5771D",30,19
"1451","5990A",30,28
"1452","6358C",30,29
"1453","6743A",30,29
"1454","6970A",30,25
"1455","7209X",30,21
"1456","7230A",30,23
"1457","7482A",30,9
"1458","7876A",30,22
"1459","7899X",30,28
"1460","7915A",30,26
"1461","8400A",30,25
"1462","8812B",30,25
"1463","9281A",30,26
"1464","9983A",30,29
"1465","V828A",30,21
"1466","0084E",29,28
"1467","2399X",29,25
"1468","2441A",29,20
"1469","2512B",29,20
"1470","2724A",29,23
"1471","2773A",29,7
"1472","3011D",29,19
"1473","3092C",29,27
"1474","4130C",29,24
"1475","4410A",29,14
"1476","5838X",29,12
"1477","5982A",29,17
"1478","6019X",29,23
"1479","6100A",29,27
"1480","6338X",29,26
"1481","6431A",29,25
"1482","7230B",29,19
"1483","7279X",29,28
"1484","7451B",29,6
"1485","7492C",29,14
"1486","8062A",29,27
"1487","8221A",29,18
"1488","8650A",29,24
"1489","8660A",29,26
"1490","9658X",29,27
"1491","2459X",28,21
"1492","2999A",28,9
"1493","3665A",28,26
"1494","5648X",28,26
"1495","5759X",28,24
"1496","6248X",28,28
"1497","6869X",28,23
"1498","7041A",28,18
"1499","7181B",28,26
"1500","7289X",28,24
"1501","7336A",28,25
"1502","7444D",28,23
"1503","7448X",28,16
"1504","7460C",28,14
"1505","7540A",28,23
"1506","7561X",28,9
"1507","7998X",28,27
"1508","8208X",28,15
"1509","8212X",28,18
"1510","8472A",28,26
"1511","8510E",28,10
"1512","8700A",28,27
"1513","9952A",28,28
"1514","9974A",28,23
"1515","0701A",27,24
"1516","1369X",27,22
"1517","1370A",27,18
"1518","1370X",27,13
"1519","1533A",27,19
"1520","2165X",27,27
"1521","2383A",27,27
"1522","2532A",27,16
"1523","4431A",27,10
"1524","5246A",27,24
"1525","5322F",27,25
"1526","5500B",27,26
"1527","5621D",27,18
"1528","5651B",27,20
"1529","5822B",27,8
"1530","6150B",27,26
"1531","6476A",27,25
"1532","6487A",27,25
"1533","6588A",27,26
"1534","6638X",27,26
"1535","6827A",27,23
"1536","7079X",27,18
"1537","7266D",27,24
"1538","7298X",27,22
"1539","7490C",27,17
"1540","7800A",27,23
"1541","7941A",27,21
"1542","8203B",27,17
"1543","8850A",27,15
"1544","0780A",26,26
"1545","2270A",26,9
"1546","3432B",26,8
"1547","3555A",26,24
"1548","3881A",26,24
"1549","4378X",26,16
"1550","4643A",26,23
"1551","5276A",26,20
"1552","5322X",26,25
"1553","5698C",26,22
"1554","5809A",26,17
"1555","5959X",26,22
"1556","5965X",26,21
"1557","5991A",26,23
"1558","6213A",26,26
"1559","6595A",26,26
"1560","7014B",26,25
"1561","7081A",26,25
"1562","7093X",26,24
"1563","7199E",26,23
"1564","7378X",26,17
"1565","7444A",26,22
"1566","7483C",26,6
"1567","8364A",26,23
"1568","8421C",26,22
"1569","8900A",26,23
"1570","0350B",25,25
"1571","0418X",25,10
"1572","0981A",25,24
"1573","1623C",25,7
"1574","2019X",25,13
"1575","2113X",25,23
"1576","2190A",25,25
"1577","2396A",25,18
"1578","2502B",25,21
"1579","2956F",25,13
"1580","3331A",25,18
"1581","3682A",25,19
"1582","3740A",25,22
"1583","3869X",25,24
"1584","3942A",25,9
"1585","4148B",25,19
"1586","4263A",25,21
"1587","4298A",25,19
"1588","4789X",25,22
"1589","4808X",25,25
"1590","5420A",25,22
"1591","5929X",25,23
"1592","5941A",25,16
"1593","5952A",25,23
"1594","5965A",25,14
"1595","6161A",25,24
"1596","6224A",25,21
"1597","6923B",25,17
"1598","6928X",25,15
"1599","7118X",25,22
"1600","7152D",25,17
"1601","7178D",25,21
"1602","7392A",25,15
"1603","7456C",25,11
"1604","7844L",25,13
"1605","8511E",25,8
"1606","9422A",25,22
"1607","9630A",25,23
"1608","9860A",25,24
"1609","9986A",25,22
"1610","V250A",25,25
"1611","0541B",24,23
"1612","2114C",24,15
"1613","2830A",24,10
"1614","3238B",24,16
"1615","3321A",24,10
"1616","3480A",24,15
"1617","3483X",24,13
"1618","3538X",24,15
"1619","3664A",24,16
"1620","3681A",24,22
"1621","3952A",24,15
"1622","4168X",24,11
"1623","4220A",24,21
"1624","4462A",24,14
"1625","4512A",24,24
"1626","4710A",24,23
"1627","4782A",24,22
"1628","5262A",24,22
"1629","5283A",24,22
"1630","5521A",24,24
"1631","5602C",24,22
"1632","5761X",24,10
"1633","5911A",24,12
"1634","6109X",24,24
"1635","6172A",24,24
"1636","6175A",24,23
"1637","6238X",24,24
"1638","6481A",24,20
"1639","6549B",24,22
"1640","6584A",24,24
"1641","6619X",24,24
"1642","6658B",24,24
"1643","6805A",24,21
"1644","7138X",24,18
"1645","7278X",24,22
"1646","7490B",24,15
"1647","7598X",24,14
"1648","7685A",24,23
"1649","7892A",24,13
"1650","8121A",24,16
"1651","8211A",24,15
"1652","8213A",24,8
"1653","8248X",24,21
"1654","8792A",24,23
"1655","8861A",24,19
"1656","9692A",24,24
"1657","0086C",23,22
"1658","0703A",23,22
"1659","2134A",23,17
"1660","2362A",23,21
"1661","2394A",23,18
"1662","2508A",23,16
"1663","2808X",23,19
"1664","2875A",23,20
"1665","2963A",23,15
"1666","3054A",23,21
"1667","3076B",23,15
"1668","3432A",23,10
"1669","3544A",23,16
"1670","3620A",23,22
"1671","3626A",23,19
"1672","3656F",23,10
"1673","3899X",23,16
"1674","4140A",23,17
"1675","5111B",23,16
"1676","5282A",23,23
"1677","5321B",23,23
"1678","5321C",23,22
"1679","5713X",23,18
"1680","5758X",23,19
"1681","5771B",23,19
"1682","5968X",23,14
"1683","6119X",23,20
"1684","6261B",23,23
"1685","6532A",23,22
"1686","6594B",23,21
"1687","7078X",23,11
"1688","7083A",23,19
"1689","7119X",23,20
"1690","7131A",23,6
"1691","7182A",23,21
"1692","7188A",23,22
"1693","7266X",23,19
"1694","7276B",23,21
"1695","7569X",23,8
"1696","7650A",23,14
"1697","7721A",23,9
"1698","8050X",23,12
"1699","8133X",23,17
"1700","8150X",23,18
"1701","8241A",23,17
"1702","8247A",23,15
"1703","8350A",23,21
"1704","9093A",23,21
"1705","9231A",23,20
"1706","9242A",23,21
"1707","9832A",23,20
"1708","9951A",23,19
"1709","0360A",22,17
"1710","0380A",22,20
"1711","1121A",22,20
"1712","2166A",22,19
"1713","2212A",22,22
"1714","2501A",22,19
"1715","2511A",22,14
"1716","2550X",22,7
"1717","2776A",22,7
"1718","2864A",22,18
"1719","2961F",22,10
"1720","3180A",22,9
"1721","3456B",22,12
"1722","4250A",22,6
"1723","5252A",22,20
"1724","5301B",22,17
"1725","5351X",22,15
"1726","5439X",22,21
"1727","5510A",22,21
"1728","5890A",22,7
"1729","6108X",22,21
"1730","6220B",22,22
"1731","6237A",22,22
"1732","6255A",22,21
"1733","6260A",22,20
"1734","6418B",22,22
"1735","6526B",22,22
"1736","6570B",22,22
"1737","6759X",22,22
"1738","6806A",22,21
"1739","6808X",22,14
"1740","6961D",22,16
"1741","7099X",22,20
"1742","7240A",22,20
"1743","7323B",22,17
"1744","7478X",22,13
"1745","7852A",22,21
"1746","7909X",22,21
"1747","8030A",22,21
"1748","8160D",22,19
"1749","8421X",22,22
"1750","8522A",22,16
"1751","8602A",22,15
"1752","9552A",22,17
"1753","9654A",22,22
"1754","9882A",22,21
"1755","0579X",21,20
"1756","2880B",21,18
"1757","2912A",21,8
"1758","2949X",21,14
"1759","2952A",21,15
"1760","2959X",21,12
"1761","3138A",21,10
"1762","3310A",21,9
"1763","3339X",21,16
"1764","3449X",21,13
"1765","4294A",21,18
"1766","4318X",21,13
"1767","5253A",21,20
"1768","5320X",21,10
"1769","5520A",21,20
"1770","5738X",21,16
"1771","5768X",21,15
"1772","5978X",21,17
"1773","5998X",21,20
"1774","6164A",21,21
"1775","6220A",21,20
"1776","6233A",21,21
"1777","6272A",21,20
"1778","6410A",21,19
"1779","6802A",21,19
"1780","6811B",21,20
"1781","6832A",21,20
"1782","7010B",21,15
"1783","7111L",21,14
"1784","7269X",21,20
"1785","7299X",21,19
"1786","7322A",21,11
"1787","7328X",21,18
"1788","7337A",21,9
"1789","7359X",21,20
"1790","7432A",21,7
"1791","7530A",21,15
"1792","7835A",21,15
"1793","7849A",21,19
"1794","8050C",21,19
"1795","8510D",21,13
"1796","9330A",21,21
"1797","9341A",21,17
"1798","9360A",21,19
"1799","9453A",21,16
"1800","V611A",21,19
"1801","0119X",20,11
"1802","0498X",20,19
"1803","1731A",20,15
"1804","1869A",20,10
"1805","2153A",20,19
"1806","2505X",20,11
"1807","2512A",20,19
"1808","2891A",20,18
"1809","2930A",20,18
"1810","2964A",20,9
"1811","3074F",20,16
"1812","3471A",20,14
"1813","3619X",20,10
"1814","3627A",20,13
"1815","3651D",20,13
"1816","3702A",20,19
"1817","4261A",20,16
"1818","4370A",20,12
"1819","4644A",20,17
"1820","5169X",20,11
"1821","5311A",20,20
"1822","5744B",20,17
"1823","5990X",20,20
"1824","6083A",20,19
"1825","6168X",20,19
"1826","6213X",20,19
"1827","6332A",20,20
"1828","6350X",20,20
"1829","7152G",20,17
"1830","7178B",20,19
"1831","7183K",20,19
"1832","7219X",20,16
"1833","7287X",20,15
"1834","7351A",20,18
"1835","7542A",20,14
"1836","7553B",20,7
"1837","7576A",20,20
"1838","7849X",20,19
"1839","7905X",20,18
"1840","8050A",20,16
"1841","8050D",20,14
"1842","8123A",20,15
"1843","8135A",20,17
"1844","8161B",20,18
"1845","8735A",20,12
"1846","9968A",20,14
"1847","0381B",19,14
"1848","0781B",19,18
"1849","0790A",19,19
"1850","2104A",19,18
"1851","2130A",19,19
"1852","2152A",19,19
"1853","2167X",19,19
"1854","2243A",19,19
"1855","2350A",19,12
"1856","2508X",19,13
"1857","2754A",19,15
"1858","3541A",19,17
"1859","3575A",19,11
"1860","3760A",19,15
"1861","4040A",19,10
"1862","4264A",19,16
"1863","4718X",19,18
"1864","5199X",19,19
"1865","5314A",19,18
"1866","5322E",19,16
"1867","5368X",19,11
"1868","5771A",19,13
"1869","5958X",19,17
"1870","5964A",19,15
"1871","5978A",19,17
"1872","6213D",19,17
"1873","6250A",19,19
"1874","7098X",19,17
"1875","7265X",19,13
"1876","7367A",19,18
"1877","7481A",19,10
"1878","7511A",19,7
"1879","7555X",19,11
"1880","7640A",19,18
"1881","7706A",19,19
"1882","7832A",19,14
"1883","8101A",19,14
"1884","8135X",19,15
"1885","8161E",19,16
"1886","8390A",19,11
"1887","8670A",19,12
"1888","8726A",19,19
"1889","8793A",19,19
"1890","9074A",19,16
"1891","9090A",19,6
"1892","9442A",19,18
"1893","9989X",19,15
"1894","V202A",19,15
"1895","0538X",18,17
"1896","1625A",18,7
"1897","1725A",18,15
"1898","2111X",18,9
"1899","2152X",18,17
"1900","2230A",18,16
"1901","2400A",18,17
"1902","2801A",18,18
"1903","2928B",18,16
"1904","3558X",18,12
"1905","3598X",18,6
"1906","3600A",18,12
"1907","3618X",18,13
"1908","3710A",18,14
"1909","3741A",18,15
"1910","3788X",18,9
"1911","4240X",18,11
"1912","4261B",18,13
"1913","4299X",18,11
"1914","4465A",18,8
"1915","4539X",18,16
"1916","5733A",18,17
"1917","5909X",18,17
"1918","6060A",18,15
"1919","6174A",18,13
"1920","6188X",18,17
"1921","6243A",18,18
"1922","6278X",18,16
"1923","6348X",18,18
"1924","6351C",18,17
"1925","6419B",18,18
"1926","7199A",18,15
"1927","7226X",18,17
"1928","7261C",18,13
"1929","7293X",18,12
"1930","7368X",18,16
"1931","7528X",18,7
"1932","7820A",18,14
"1933","8060D",18,9
"1934","8125A",18,11
"1935","8161A",18,17
"1936","8421A",18,16
"1937","8738X",18,16
"1938","9067A",18,12
"1939","9244X",18,14
"1940","9391A",18,17
"1941","9623A",18,11
"1942","9699X",18,17
"1943","9721A",18,18
"1944","0039X",17,16
"1945","0380X",17,15
"1946","0540A",17,17
"1947","0994A",17,14
"1948","1725B",17,16
"1949","2136A",17,7
"1950","2164A",17,17
"1951","2428X",17,11
"1952","2728X",17,6
"1953","2765A",17,16
"1954","3051A",17,9
"1955","3318X",17,9
"1956","3319X",17,9
"1957","3569X",17,9
"1958","3578A",17,14
"1959","3613A",17,15
"1960","3656C",17,11
"1961","3656E",17,13
"1962","3730A",17,10
"1963","3801X",17,15
"1964","3851A",17,15
"1965","4219X",17,8
"1966","4518X",17,16
"1967","4739X",17,13
"1968","5185A",17,11
"1969","5242A",17,13
"1970","5301D",17,12
"1971","5302A",17,11
"1972","5306A",17,12
"1973","5351C",17,8
"1974","5821B",17,9
"1975","6084A",17,16
"1976","6159X",17,16
"1977","6218X",17,17
"1978","6219X",17,17
"1979","6226A",17,14
"1980","6432A",17,17
"1981","6540B",17,17
"1982","6606B",17,17
"1983","6983B",17,14
"1984","7110E",17,10
"1985","7218X",17,14
"1986","7238X",17,14
"1987","7284A",17,12
"1988","7332X",17,15
"1989","7419D",17,6
"1990","7600B",17,17
"1991","7830A",17,16
"1992","7831A",17,14
"1993","8134C",17,13
"1994","8151X",17,8
"1995","8253E",17,13
"1996","8711A",17,14
"1997","9211A",17,16
"1998","9224A",17,16
"1999","9280A",17,16
"2000","9411A",17,17
"2001","9462A",17,14
"2002","9967A",17,11
"2003","1725D",16,15
"2004","2153X",16,14
"2005","2254A",16,9
"2006","2387B",16,7
"2007","2513A",16,6
"2008","2680A",16,11
"2009","2721X",16,11
"2010","3057A",16,14
"2011","3342A",16,11
"2012","3489X",16,11
"2013","3518X",16,12
"2014","3623A",16,14
"2015","3703A",16,13
"2016","3773A",16,11
"2017","3782A",16,14
"2018","4131A",16,16
"2019","4269X",16,12
"2020","4410B",16,7
"2021","4423A",16,7
"2022","4598X",16,13
"2023","4612A",16,12
"2024","4721A",16,13
"2025","4733A",16,14
"2026","5300A",16,9
"2027","5321E",16,15
"2028","5678X",16,15
"2029","5679X",16,12
"2030","5765A",16,11
"2031","5821A",16,6
"2032","5870A",16,6
"2033","5934A",16,11
"2034","5938A",16,13
"2035","5939X",16,10
"2036","5981A",16,12
"2037","5992A",16,11
"2038","6230A",16,16
"2039","6299X",16,16
"2040","6410B",16,16
"2041","6569A",16,15
"2042","6698X",16,16
"2043","6742A",16,16
"2044","6924D",16,8
"2045","6928B",16,14
"2046","6940A",16,12
"2047","6984A",16,11
"2048","7104A",16,9
"2049","7183G",16,14
"2050","7294A",16,16
"2051","7442B",16,6
"2052","7560A",16,11
"2053","7786A",16,16
"2054","7951A",16,15
"2055","7969X",16,16
"2056","8131A",16,12
"2057","8251A",16,13
"2058","8732A",16,14
"2059","9232A",16,15
"2060","9233A",16,16
"2061","9250A",16,14
"2062","9881A",16,13
"2063","9915A",16,16
"2064","9975A",16,14
"2065","1570A",15,10
"2066","1869X",15,7
"2067","2160A",15,15
"2068","2163X",15,15
"2069","2167G",15,13
"2070","2211A",15,15
"2071","2352A",15,11
"2072","2892A",15,14
"2073","2951F",15,7
"2074","2963B",15,8
"2075","3007A",15,13
"2076","3670A",15,12
"2077","3684A",15,11
"2078","3772A",15,8
"2079","3784A",15,13
"2080","3793B",15,8
"2081","3941A",15,11
"2082","4267B",15,13
"2083","4590A",15,12
"2084","4599X",15,15
"2085","5206A",15,15
"2086","5268X",15,15
"2087","5312B",15,12
"2088","5322C",15,10
"2089","5500A",15,15
"2090","5769X",15,12
"2091","5953A",15,14
"2092","5999X",15,8
"2093","6040A",15,13
"2094","6104A",15,14
"2095","6179X",15,14
"2096","6206A",15,13
"2097","6214A",15,13
"2098","6252A",15,15
"2099","6258X",15,14
"2100","6429A",15,13
"2101","6468C",15,13
"2102","6511A",15,13
"2103","6599B",15,15
"2104","6613B",15,14
"2105","6751A",15,14
"2106","6800A",15,14
"2107","6823A",15,13
"2108","6983A",15,8
"2109","7082A",15,9
"2110","7119E",15,14
"2111","7119G",15,10
"2112","7152H",15,11
"2113","7181F",15,15
"2114","7188K",15,14
"2115","7267X",15,14
"2116","7276G",15,12
"2117","7324X",15,12
"2118","7424A",15,8
"2119","7545D",15,12
"2120","7611A",15,13
"2121","7683A",15,13
"2122","7690B",15,13
"2123","7701A",15,15
"2124","7843C",15,6
"2125","7891A",15,11
"2126","8083A",15,6
"2127","8150B",15,14
"2128","8161C",15,14
"2129","8340B",15,14
"2130","8409X",15,15
"2131","8633A",15,9
"2132","8635A",15,6
"2133","8920A",15,14
"2134","8922A",15,13
"2135","9079X",15,15
"2136","9348X",15,10
"2137","9380A",15,12
"2138","9422B",15,14
"2139","9433A",15,10
"2140","9462B",15,11
"2141","9898X",15,15
"2142","9966A",15,11
"2143","0785B",14,9
"2144","2100A",14,14
"2145","2421A",14,11
"2146","2724X",14,13
"2147","2938D",14,11
"2148","3579X",14,14
"2149","3611A",14,12
"2150","3623C",14,11
"2151","3650B",14,13
"2152","3659X",14,12
"2153","3795A",14,10
"2154","3831A",14,6
"2155","4100C",14,13
"2156","4209A",14,12
"2157","4242A",14,10
"2158","4255A",14,7
"2159","4339X",14,9
"2160","4561A",14,6
"2161","4720B",14,11
"2162","4801A",14,14
"2163","5118X",14,12
"2164","5284A",14,12
"2165","5324A",14,10
"2166","5351A",14,12
"2167","5501A",14,14
"2168","5621C",14,13
"2169","5698X",14,13
"2170","6265A",14,13
"2171","6420A",14,9
"2172","6511B",14,13
"2173","6529B",14,14
"2174","6541A",14,13
"2175","6558B",14,14
"2176","6657B",14,14
"2177","6712B",14,14
"2178","6868X",14,14
"2179","6925B",14,11
"2180","6930A",14,14
"2181","7118G",14,13
"2182","7152A",14,14
"2183","7189A",14,10
"2184","7275X",14,13
"2185","7325X",14,12
"2186","7464A",14,11
"2187","7598B",14,6
"2188","7750A",14,14
"2189","7802B",14,13
"2190","7808A",14,11
"2191","7814A",14,13
"2192","7839X",14,9
"2193","8011A",14,10
"2194","8064B",14,10
"2195","8160C",14,13
"2196","8430A",14,13
"2197","8501X",14,13
"2198","8604A",14,13
"2199","8612A",14,12
"2200","8720A",14,14
"2201","8733A",14,10
"2202","8737A",14,13
"2203","8751A",14,11
"2204","9352A",14,11
"2205","9911A",14,9
"2206","V602A",14,10
"2207","0031A",13,13
"2208","0479X",13,13
"2209","0528X",13,12
"2210","0559X",13,11
"2211","0769A",13,13
"2212","0785A",13,13
"2213","0840A",13,9
"2214","1322A",13,10
"2215","1401A",13,8
"2216","1536A",13,9
"2217","1911X",13,10
"2218","1930B",13,6
"2219","1930X",13,10
"2220","2114A",13,13
"2221","2114B",13,10
"2222","2115X",13,10
"2223","2139X",13,9
"2224","2168A",13,12
"2225","2550B",13,8
"2226","2754B",13,7
"2227","2776B",13,6
"2228","2811A",13,9
"2229","2819X",13,11
"2230","2839X",13,9
"2231","2849X",13,12
"2232","2883X",13,7
"2233","2928X",13,12
"2234","2962F",13,7
"2235","3072A",13,11
"2236","3592A",13,7
"2237","3762A",13,8
"2238","3763A",13,8
"2239","4379X",13,6
"2240","4591A",13,8
"2241","4783A",13,11
"2242","4958X",13,8
"2243","5311B",13,12
"2244","5600A",13,12
"2245","5761A",13,8
"2246","6148X",13,12
"2247","6232A",13,9
"2248","6567A",13,13
"2249","6580B",13,13
"2250","6651B",13,13
"2251","6810A",13,11
"2252","6925X",13,7
"2253","7090H",13,11
"2254","7118E",13,10
"2255","7152K",13,11
"2256","7188D",13,9
"2257","7224B",13,10
"2258","7266A",13,13
"2259","7276A",13,12
"2260","7545A",13,12
"2261","7630A",13,13
"2262","7672A",13,12
"2263","7718A",13,11
"2264","7718X",13,13
"2265","7829X",13,13
"2266","8050E",13,9
"2267","8062B",13,6
"2268","8085A",13,10
"2269","8151C",13,11
"2270","8171A",13,10
"2271","8253X",13,7
"2272","8311A",13,10
"2273","8511C",13,11
"2274","8640A",13,13
"2275","8731A",13,12
"2276","9064A",13,10
"2277","9238X",13,10
"2278","9300A",13,13
"2279","9963A",13,12
"2280","0059X",12,12
"2281","0544B",12,11
"2282","0980A",12,12
"2283","1522B",12,7
"2284","1625X",12,10
"2285","1727D",12,10
"2286","2113A",12,10
"2287","2152D",12,12
"2288","2161X",12,12
"2289","2165G",12,8
"2290","2259X",12,12
"2291","2281A",12,10
"2292","2423X",12,11
"2293","2443X",12,10
"2294","2550A",12,10
"2295","2590A",12,10
"2296","2914A",12,10
"2297","2921C",12,11
"2298","3561A",12,7
"2299","3656B",12,11
"2300","3723A",12,10
"2301","3732A",12,12
"2302","3781X",12,12
"2303","3960A",12,8
"2304","4519X",12,12
"2305","4786A",12,12
"2306","5128X",12,12
"2307","5264A",12,9
"2308","5369X",12,12
"2309","5699X",12,9
"2310","5779X",12,12
"2311","5809B",12,8
"2312","5938X",12,10
"2313","5993A",12,11
"2314","6190A",12,8
"2315","6229X",12,11
"2316","6245A",12,12
"2317","6463A",12,11
"2318","6599A",12,11
"2319","6924N",12,8
"2320","6927F",12,10
"2321","6988X",12,9
"2322","7188G",12,11
"2323","7283X",12,10
"2324","7296A",12,12
"2325","7300G",12,8
"2326","7332A",12,10
"2327","7443X",12,9
"2328","7463D",12,9
"2329","7512X",12,7
"2330","7821A",12,12
"2331","7841A",12,12
"2332","7844C",12,11
"2333","7910A",12,11
"2334","7929X",12,8
"2335","7999X",12,12
"2336","8150D",12,12
"2337","8261A",12,8
"2338","8340A",12,12
"2339","8715A",12,9
"2340","8717X",12,10
"2341","8840A",12,11
"2342","8851A",12,6
"2343","9100A",12,10
"2344","9229X",12,11
"2345","9421A",12,11
"2346","9664A",12,10
"2347","9724A",12,9
"2348","9757A",12,12
"2349","V702A",12,12
"2350","0085X",11,11
"2351","0112A",11,9
"2352","0340G",11,11
"2353","0410A",11,10
"2354","0411A",11,10
"2355","0913A",11,11
"2356","1252A",11,11
"2357","1726B",11,10
"2358","1727B",11,9
"2359","1732A",11,10
"2360","1880A",11,6
"2361","2113B",11,7
"2362","2220A",11,7
"2363","2271A",11,8
"2364","3200A",11,8
"2365","3438X",11,7
"2366","3628X",11,9
"2367","3630A",11,8
"2368","3632A",11,10
"2369","3642X",11,9
"2370","3651C",11,10
"2371","3660A",11,9
"2372","3672A",11,9
"2373","3673A",11,10
"2374","3714A",11,6
"2375","3715A",11,7
"2376","4372A",11,7
"2377","4419X",11,8
"2378","4748X",11,11
"2379","4749X",11,10
"2380","4785B",11,7
"2381","4928X",11,6
"2382","5010A",11,9
"2383","5088A",11,7
"2384","5224A",11,11
"2385","5251A",11,10
"2386","5320C",11,9
"2387","5321X",11,10
"2388","5351B",11,10
"2389","5378C",11,9
"2390","5512C",11,7
"2391","5602A",11,7
"2392","5760A",11,9
"2393","6103A",11,11
"2394","6236A",11,9
