"","CODE1","n_codes","n_patients"
"2649","83303",7,6
"2650","86301",7,7
"2651","87210",7,7
"2652","87331",7,7
"2653","87374",7,7
"2654","95800",7,6
"2655","96050",7,7
"2656","96420",7,6
"2657","97298",7,7
"2658","97399",7,7
"2659","98608",7,7
"2660","98939",7,7
"2661","98941",7,7
"2662","99200",7,7
"2663","99400",7,7
"2664","E6099",7,7
"2665","E8251",7,6
"2666","E8259",7,6
"2667","E8979",7,6
"2668","E9210",7,7
"2669","E9879",7,6
"2670","Y4303",7,7
"2671","Y7100",7,7
"2672","00199",6,6
"2673","00410",6,6
"2674","04500",6,6
"2675","05409",6,6
"2676","07940",6,6
"2677","09806",6,6
"2678","09909",6,6
"2679","20293",6,6
"2680","21160",6,6
"2681","21400",6,6
"2682","22210",6,6
"2683","23199",6,6
"2684","23760",6,6
"2685","25600",6,6
"2686","27358",6,6
"2687","28099",6,6
"2688","29350",6,6
"2689","36202",6,6
"2690","36900",6,6
"2691","38109",6,6
"2692","40010",6,6
"2693","40191",6,6
"2694","42409",6,6
"2695","43700",6,6
"2696","44599",6,6
"2697","44809",6,6
"2698","45491",6,6
"2699","48009",6,6
"2700","49330",6,6
"2701","50899",6,6
"2702","50999",6,6
"2703","52300",6,6
"2704","52398",6,6
"2705","55310",6,6
"2706","56218",6,6
"2707","56701",6,6
"2708","57410",6,6
"2709","58499",6,6
"2710","59204",6,6
"2711","59708",6,6
"2712","61599",6,6
"2713","62599",6,6
"2714","62900",6,6
"2715","62920",6,6
"2716","62940",6,6
"2717","62960",6,6
"2718","62999",6,6
"2719","63101",6,6
"2720","63140",6,6
"2721","63902",6,6
"2722","64398",6,6
"2723","65202",6,6
"2724","65204",6,6
"2725","65307",6,6
"2726","65402",6,6
"2727","65410",6,6
"2728","65594",6,6
"2729","65699",6,6
"2730","65715",6,6
"2731","65820",6,6
"2732","66137",6,6
"2733","66174",6,6
"2734","66177",6,6
"2735","66182",6,6
"2736","66190",6,6
"2737","68108",6,6
"2738","68220",6,6
"2739","68692",6,6
"2740","69000",6,6
"2741","69300",6,6
"2742","70305",6,6
"2743","70402",6,6
"2744","71399",6,6
"2745","71492",6,6
"2746","72030",6,6
"2747","73110",6,6
"2748","73700",6,6
"2749","75259",6,6
"2750","76200",6,6
"2751","78030",6,6
"2752","78169",6,6
"2753","78555",6,6
"2754","78660",6,6
"2755","78860",6,6
"2756","79381",6,6
"2757","80693",6,6
"2758","85400",6,6
"2759","86011",6,6
"2760","87700",6,6
"2761","87972",6,6
"2762","90100",6,6
"2763","91010",6,6
"2764","91490",6,6
"2765","91790",6,6
"2766","94600",6,6
"2767","95400",6,6
"2768","96030",6,6
"2769","98198",6,6
"2770","98950",6,6
"2771","99600",6,6
"2772","E8070",6,6
"2773","E8278",6,6
"2774","E9099",6,6
"2775","E9239",6,6
"2776","Y0409",6,6
"2777","Y0600",6,6
"2778","Y8879",6,6
