code,freq_finngen,freq_tays,freq_total
ZXX03,595,16,611
KFC00,318,292,610
IBA01,605,4,609
R1410,415,194,609
NFQ20,343,266,609
LBE00,286,321,607
MBC10,562,44,606
SJC50,517,89,606
NA3DG,383,223,606
Z2230,602,2,604
KA2AT,520,84,604
TLE20,363,238,601
AA4CM,175,426,601
FMD00,542,57,599
KAC11,218,380,598
CJE15,558,38,596
JFG00,273,323,596
TND33,583,11,594
KA3EB,334,258,592
CKD60,333,259,592
ZXC95,512,79,591
SJD40,466,124,590
ZZH31,388,202,590
SHA04,494,95,589
NHG82,479,109,588
EBB15,386,202,588
PA2BC,581,6,587
HA1BA,121,465,586
ZXM00,541,43,584
AA7AA,65,519,584
1287,22,561,583
DKW30,499,83,582
XX1AD,493,89,582
SBB20,460,122,582
NK5AT,565,16,581
TPH05,558,23,581
DCD00,514,66,580
AAE10,291,288,579
WX144,577,1,578
GDC00,302,275,577
PF1BT,253,324,577
TJK00,279,296,575
LGA20,509,65,574
QBA99,515,56,571
QDA10,454,117,571
CKD15,255,315,570
DMB00,532,37,569
NDA30,519,50,569
FNC40,461,108,569
GD5AD,220,349,569
WYA30,516,52,568
PJD53,79,488,567
TGA30,474,92,566
TEA00,453,113,566
LAF16,302,264,566
TFP44,354,211,565
DHD10,519,44,563
NBL05,511,52,563
AAF00,277,284,561
QAA99,235,324,559
FKB10,407,150,557
ND1BG,419,136,555
JFA70,114,441,555
WB402,386,168,554
WX308,427,125,552
NFJ52,405,147,552
CHD15,348,201,549
GD1LA,535,13,548
NH4AE,293,254,547
LAC21,485,61,546
FB1AD,250,295,545
NGB10,542,2,544
JF1CG,481,63,544
WB223,245,297,542
PA2VT,182,358,540
AEA50,438,100,538
MAC10,469,68,537
IER01,526,9,535
FPG32,363,172,535
GDB11,236,299,535
CL2S4,533,1,534
NDE62,501,33,534
SHA01,471,63,534
XQ858,432,102,534
JN4LR,33,500,533
WYA05,508,23,531
NBJ53,498,33,531
NK4AT,490,41,531
NFL30,505,25,530
NBH10,481,48,529
XXA00,354,174,528
PHL76,495,29,524
SJX11,438,85,523
TJK01,332,191,523
FC1AC,251,272,523
R2120,520,2,522
MAB20,473,49,522
DPA25,351,170,521
TFJ02,515,4,519
PE1BT,335,182,517
JN5AQ,230,286,516
LDB20,500,15,515
JCA22,281,233,514
JN2BD,177,337,514
XA400,489,24,513
NAG63,350,163,513
FM1CD,171,341,512
LGA10,481,30,511
WYA20,507,2,509
CS1H4,504,5,509
NHE15,501,7,508
NBL68,482,26,508
ELB30,310,198,508
HAE05,285,223,508
XQ846,93,415,508
PG9AC,505,2,507
PAW37,426,80,506
WNF00,495,10,505
PHM77,397,107,504
YN7BD,160,344,504
NHG22,403,99,502
R5430,131,371,502
EDC10,459,42,501
CEC10,465,35,500
SJX21,359,141,500
JFA45,271,229,500
CA1TM,497,1,498
XX6XT,453,45,498
NFJ62,317,180,497
AAE34,13,484,497
FME20,287,208,495
HAE00,214,281,495
PHT99,301,193,494
YJ1BD,78,416,494
DM1BD,311,182,493
JFB20,248,245,493
JDA05,236,255,491
WX890,486,3,489
NDL30,426,63,489
UJC12,389,100,489
JN2BG,335,154,489
ZQZ00,481,7,488
JFB60,254,234,488
TPH30,347,140,487
SPF00,317,170,487
QBE30,272,215,487
PG1QT,56,431,487
SDE03,439,47,486
FN1BE,244,242,486
WD315,425,60,485
JAL31,59,423,482
HAA10,454,27,481
JG1CG,347,134,481
PJD55,110,371,481
TCC30,425,54,479
NDM99,373,106,479
UGC02,188,291,479
FN2AB,416,62,478
FPW96,390,88,478
PEH56,387,91,478
NHL30,433,44,477
NDL52,404,73,477
CHF05,311,166,477
ZPB22,142,335,477
JN3CA,35,441,476
NHL14,409,66,475
DAB10,149,326,475
TCG00,379,95,474
WB610,129,342,471
SDA01,390,80,470
LDA00,313,155,468
JDE00,92,376,468
TPH10,393,74,467
GDA98,464,2,466
EBA40,411,55,466
AAF20,191,275,466
NJ3CG,190,276,466
FPG30,360,105,465
KCE02,309,156,465
XX2XW,110,355,465
ZXC00,343,121,464
UJF34,408,54,462
NBB10,406,56,462
LEF40,337,125,462
TCC10,416,44,460
NB4AA,162,298,460
MBA05,424,35,459
EBB11,232,227,459
KCH00,119,340,459
PD3AT,230,227,457
QCA25,440,16,456
JH1CG,386,70,456
PA5AC,10,446,456
JN5ER,246,209,455
QBB99,235,220,455
QAE20,258,196,454
KA9AE,126,328,454
XQ845,432,20,452
PEN23,200,252,452
JAK10,334,117,451
NB1AT,416,33,449
HAD40,218,231,449
NBB20,418,30,448
KFD30,398,50,448
HA4ST,128,319,447
NHM10,436,10,446
HWD00,291,153,444
PG5RT,415,28,443
BCA31,140,303,443
NG1CM,132,311,443
NF3BA,112,330,442
QBE00,377,64,441
QCE99,362,78,440
PG1DM,58,382,440
NGK30,431,8,439
SJC03,350,89,439
JN7AN,51,388,439
JN1BG,262,175,437
PEH57,328,107,435
FNG10,72,363,435
ECA20,330,104,434
DQD34,250,184,434
JFB43,287,146,433
NB1DG,222,209,431
PA7AD,185,246,431
JWA00,170,261,431
MAC40,426,4,430
NGT60,423,7,430
NHM99,363,67,430
NGQ20,258,171,429
PG5DE,412,16,428
TCG10,282,146,428
FM2CQ,12,416,428
ND1AI,274,153,427
EL4AT,187,239,426
NHG20,372,52,424
XF606,344,80,424
LBE20,215,209,424
AA3AA,182,242,424
LCA96,422,1,423
MAC01,419,3,422
TNH32,419,3,422
HA3ST,141,281,422
NK6CT,216,205,421
ZXX04,417,3,420
QDH05,384,35,419
DHB10,218,201,419
NB1CM,129,290,419
LFB20,373,45,418
NH3CG,234,183,417
JDA55,140,277,417
LEF53,334,82,416
NA2AD,232,184,416
XF405,359,56,415
CBJ50,290,125,415
XG499,146,269,415
WB131,121,294,415
QBA00,408,6,414
FN1XT,306,108,414
FM1BD,205,208,413
NG1DG,149,264,413
JN3KE,319,93,412
NHG24,368,43,411
DPA30,225,186,411
NHL99,380,29,409
SFA40,358,51,409
CKD20,320,88,408
BBA40,266,142,408
EP1BG,136,272,408
JGC01,352,55,407
NHQ30,303,104,407
NCL99,401,5,406
NFJ60,331,75,406
QBJ30,327,79,406
ZXY82,404,1,405
EMA00,403,2,405
NDF25,368,37,405
JJ6LT,52,353,405
NHJ50,369,35,404
SPF20,232,172,404
CA1CM,163,240,403
PHL99,385,16,401
GD1AT,143,257,400
PC4SC,29,371,400
CFC00,216,183,399
DQA10,341,55,396
TPX15,182,214,396
QDB00,380,15,395
NE1BA,248,147,395
NFR20,146,249,395
ABC50,92,303,395
NH3BG,211,183,394
ENA10,141,252,393
XX9TB,62,331,393
WYA10,315,77,392
ZX109,387,4,391
DFF59,375,15,390
FWD00,249,141,390
ZZH22,286,103,389
NDJ70,380,8,388
QBA50,249,139,388
YX9CD,46,342,388
GA4AT,343,44,387
DMB10,336,51,387
ABC60,285,102,387
CBN20,224,163,387
WX213,134,253,387
ABD32,298,88,386
PDQ20,67,319,386
ICC04,384,1,385
JHD10,373,11,384
LAE11,272,112,384
PDQ05,211,172,383
WB111,371,11,382
QBJ00,256,125,381
CBN30,140,240,380
PC1AC,43,337,380
NDG30,332,47,379
SJC02,271,108,379
WB303,225,154,379
QX3AT,348,30,378
QDE35,338,40,378
ABB00,146,232,378
KAE12,257,120,377
ACB29,286,90,376
KCB00,234,142,376
LEB30,314,61,375
NDQ20,294,81,375
SPF10,224,151,375
NCL22,368,5,373
JAL20,211,162,373
LCA98,359,11,370
PA2CC,354,16,370
ND1CM,131,239,370
KAD00,212,157,369
KBT00,366,2,368
AAL10,365,3,368
PD4BD,216,152,368
PA6AG,359,8,367
NF2AT,338,29,367
SPF30,271,96,367
XJC02,356,10,366
KCC10,147,219,366
GEA20,118,247,365
QXB10,277,87,364
NGC30,360,3,363
QWA00,256,107,363
NGR20,141,222,363
NE1BM,76,287,363
NAG41,300,62,362
JFA58,245,116,361
LCB10,225,136,361
TNB11,350,9,359
HA1CM,227,132,359
EJB10,194,165,359
JN1AD,149,210,359
NGJ50,319,39,358
TAD02,349,8,357
QDA25,344,12,356
AA5EN,102,254,356
FN2CA,263,92,355
NFJ50,318,36,354
JN1CM,152,202,354
ZSF00,134,220,354
LEB10,263,90,353
NBR20,114,239,353
XJC10,320,32,352
NBJ64,313,38,351
KAC00,212,139,351
NDG20,330,20,350
JHB96,323,26,349
JAL01,87,262,349
ZXC40,337,11,348
NC1AD,246,102,348
WW400,229,119,348
NGF20,328,19,347
JGB30,162,185,347
EP1DM,57,290,347
JAB00,302,44,346
PC1BD,266,79,345
PC2DT,68,277,345
NDU10,341,3,344
FNE20,259,85,344
JF1DG,210,134,344
XX2XT,252,91,343
CA1BG,190,152,342
FPJ00,304,37,341
NC1BA,292,49,341
PJW99,309,30,339
CBB50,196,143,339
LAE10,191,147,338
UGB02,85,253,338
GA1CG,50,287,337
TJA35,224,112,336
KAD01,121,215,336
EFB40,261,74,335
JLC10,120,215,335
ZXC84,304,30,334
YN7AD,90,244,334
JFF26,76,258,334
SBA10,290,43,333
JHW96,274,59,333
NHE20,321,11,332
ELB50,108,221,329
PD5CG,310,18,328
NA6CG,284,44,328
NA1CM,130,198,328
XQ902,108,220,328
CBJ40,292,35,327
NCF25,305,20,325
ABC10,159,166,325
CS424,321,3,324
NF1AT,244,80,324
JDA52,149,175,324
NH1CM,140,183,323
LCB98,318,4,322
ZSN00,318,4,322
AEA00,240,82,322
NH1EA,240,82,322
SPB10,222,100,322
PB1DE,186,136,322
LFF00,304,17,321
YJ1AD,55,266,321
CGC10,307,13,320
GBB13,261,59,320
FM1CG,227,93,320
NHA30,307,12,319
JFF00,37,280,317
NE1AG,261,55,316
DE2CM,131,185,316
NGM20,300,15,315
ZSH00,266,49,315
LCC10,243,72,315
RS310,23,292,315
SDE02,250,64,314
PG1CG,65,249,314
FN1LE,50,264,314
PHB78,298,15,313
PD1CD,166,147,313
EKB00,157,156,313
LEG13,310,2,312
NC1CG,191,121,312
GCA98,309,2,311
TCC40,280,31,311
MA3AE,69,242,311
QX4AT,246,64,310
NB1DA,30,280,310
PG1PT,178,131,309
PA2AC,175,134,309
KH1LA,271,37,308
ZZH20,218,90,308
IGP01,304,3,307
NA7DM,45,262,307
QWC00,279,27,306
AAK00,84,222,306
NGE15,303,1,304
GDA11,213,91,304
MAB10,258,45,303
CBB99,184,119,303
JK3NB,132,171,303
HAC25,268,34,302
PAN14,255,47,302
ZYC04,299,2,301
JJ1LE,165,136,301
LFC00,97,204,301
QA4S1,296,3,299
NGJ70,244,55,299
CCD60,216,82,298
JJA20,101,197,298
WYA00,24,274,298
SGA02,272,25,297
JAB12,247,50,297
JAF11,247,50,297
EHA10,232,64,296
QBE15,231,65,296
EG1AA,166,130,296
ZXH04,70,226,296
FPE96,231,64,295
AAD05,225,70,295
PA6BG,283,11,294
JL1AT,71,223,294
TLW14,270,23,293
XJW99,252,41,293
GD6BD,127,166,293
NA1BM,123,170,293
QDH01,286,6,292
GAC00,250,42,292
PHG76,290,1,291
ZXC86,274,16,290
XPX08,286,3,289
PHB76,221,68,289
JGB07,98,191,289
KED76,280,8,288
NBE25,264,24,288
KBV15,260,28,288
JHD33,230,58,288
SJC40,199,89,288
KH1YT,165,123,288
ND1AE,158,130,288
GDB10,88,200,288
NA7CM,35,253,288
YN1BD,81,206,287
NHL50,254,32,286
NH1DG,148,138,286
SFC01,261,24,285
UKA02,186,99,285
ZXX05,281,2,283
MAG00,256,27,283
TJJ00,211,72,283
FN2AA,186,97,283
QAJ10,121,161,282
CEC00,273,8,281
PB1AC,77,204,281
NCJ70,265,15,280
NGE60,258,22,280
EJB40,67,213,280
MBC33,262,17,279
GBB96,116,163,279
NK6BN,238,40,278
SJB10,214,64,278
FPH96,153,125,278
PA2YT,95,183,278
WD215,78,199,277
NDL54,263,13,276
NGJ40,260,16,276
JGA05,244,32,276
FPE40,188,88,276
EB1CI,139,137,276
JK4ZT,76,200,276
XX9KE,58,218,276
LGA00,243,31,274
PA2BG,261,12,273
PG1UT,155,118,273
LEF96,186,86,272
LCA20,217,54,271
KFA00,170,101,271
TCA20,150,121,271
NAG65,134,136,270
QXA99,81,189,270
FM1CN,25,245,270
CA1AE,267,1,268
PC5DE,169,99,268
JKE22,154,114,268
JFA80,66,202,268
CBJ30,193,74,267
NCM20,249,17,266
SDA05,232,34,266
FPG96,219,47,266
JFG40,187,79,266
JFG20,154,112,266
JK3NT,51,215,266
MA5AE,43,223,266
NAG66,259,6,265
TQX20,239,26,265
FPJ04,107,158,265
GA6AA,80,185,265
XX7AT,79,186,265
FN1BB,247,17,264
NHR20,137,127,264
TDA10,93,171,264
NFB60,257,6,263
XJG12,100,163,263
JGB04,90,173,263
ABD99,227,35,262
FM1NE,226,36,262
NA1DG,135,127,262
FPK00,165,96,261
WX900,159,102,261
JFK10,203,57,260
CHB10,177,83,260
JN3BG,71,189,260
QAE00,246,13,259
NDQ48,224,35,259
NDG74,196,63,259
XQ820,166,93,259
QWD00,156,103,259
KKB10,79,180,259
JFF11,64,195,259
ENA00,190,68,258
LAC00,146,111,257
HAD50,150,106,256
HWH99,149,107,256
HA1BG,176,79,255
HAD60,123,132,255
TJG20,74,181,255
QBB00,242,12,254
SGA03,223,31,254
UJK12,183,71,254
PJA01,90,164,254
CA1DG,67,187,254
JG1JG,250,3,253
XJ110,245,8,253
KFC10,178,75,253
FCA50,164,89,253
KE1BG,147,106,253
FEB10,120,133,253
PA6CG,245,7,252
EDA00,199,53,252
LCB11,136,116,252
ZXC07,57,195,252
CK9F4,250,1,251
NHJ08,246,5,251
LWE00,190,61,251
SPD00,167,84,251
EG1CG,157,92,249
EDB00,64,185,249
R2210,244,4,248
CA1AD,113,135,248
CA1BD,59,189,248
QDA50,211,36,247
NHU10,231,15,246
QCA50,202,44,246
NDL66,194,52,246
SPB20,162,84,246
TFP47,151,95,246
NA3BA,130,116,246
JN6AD,48,198,246
QDA99,211,34,245
QXB05,202,43,245
GEA00,201,44,245
GA1BG,47,198,245
DBD20,200,44,244
HAD10,195,49,244
JGB06,194,50,244
QCA10,181,63,244
LAE20,173,71,244
JGB03,99,145,244
SGA04,232,11,243
WB323,154,89,243
ZX020,223,19,242
ZX110,219,23,242
ZXE60,155,87,242
WX902,222,18,240
ECB40,162,78,240
JDA42,142,98,240
JX1XB,80,160,240
HA1HA,225,14,239
JDF01,221,18,239
XJC00,216,23,239
QDH00,214,25,239
CBB21,199,40,239
WX230,232,6,238
JDD00,149,89,238
KDV20,131,107,238
NFR30,72,166,238
CHD99,168,69,237
PG1ST,73,164,237
XPX00,45,192,237
BAA20,215,21,236
NJ3BG,150,86,236
EDA10,119,117,236
ZZQ20,18,218,236
PD4DG,225,10,235
CBN99,216,19,235
NC1BG,165,70,235
XQ801,165,69,234
PH3AC,110,124,234
JAK03,69,165,234
JBC00,216,17,233
JCA08,150,83,233
TFB00,116,117,233
JFF13,70,163,233
BCA30,67,166,233
QDD00,220,12,232
ZZS00,65,167,232
RS340,58,174,232
CHD35,224,7,231
JAB97,204,27,231
FN2CB,192,39,231
PD1AD,102,129,231
NGC00,229,1,230
DFX00,190,40,230
CFA20,116,114,230
QBE35,104,126,230
KE1DM,9,221,230
QCA99,211,18,229
FKD10,134,95,229
WX734,30,199,229
UKD02,173,55,228
PBL09,146,82,228
JGA73,127,101,228
JAG60,95,133,228
SGB10,208,19,227
WZA00,175,52,227
HWA00,165,62,227
PA2KT,97,130,227
NFC00,223,3,226
NGC20,222,4,226
QBA40,164,62,226
ENA32,145,81,226
WX214,136,90,226
NBL30,209,16,225
SDA12,165,60,225
NHK68,202,22,224
SPE90,140,84,224
YN1AD,46,178,224
IEY21,222,1,223
EB1CA,191,32,223
QDE20,157,66,223
TNC11,221,1,222
SAC02,204,18,222
NFH10,182,40,222
LEG96,211,10,221
LBF00,201,20,221
LAD01,174,47,221
TJA40,24,197,221
ENB40,174,46,220
ECA30,159,61,220
EMA10,138,82,220
LAE21,126,94,220
EP2AT,190,29,219
QA1S1,187,32,219
WB101,183,36,219
KDW96,169,50,219
CBG00,167,52,219
KD1GB,145,74,219
TQW10,142,77,219
QAB05,107,112,219
XW2AT,40,179,219
TKF60,174,44,218
JFB50,119,99,218
NAG53,103,115,218
NFB99,216,1,217
QD6S1,216,1,217
TQX05,209,8,217
ECB20,153,64,217
SCF02,137,80,217
PC5SC,53,163,216
NBE70,213,2,215
NDL40,199,15,214
HAC10,117,97,214
JL5CM,44,170,214
EEC05,199,14,213
NDF60,190,23,213
PG2YT,129,84,213
TKE10,207,5,212
KH1EE,204,8,212
NGA20,182,29,211
PWE00,151,60,211
ZXM20,89,122,211
LEF51,192,18,210
XX2ZW,7,203,210
LFF10,182,27,209
NH1AI,148,60,208
LWW96,134,74,208
JFB44,118,90,208
PG1NT,32,176,208
JHD30,193,14,207
NXL00,136,71,207
JFH10,124,83,207
GD1CG,82,125,207
JGB31,75,132,207
ZXE90,205,1,206
FCA60,189,17,206
JFA55,189,17,206
MBA04,183,23,206
PA2LT,126,80,206
PJ1AN,105,101,206
PD7ZT,77,129,206
XQ841,50,156,206
DQE10,166,39,205
EDC38,149,56,205
JWE00,140,65,205
KBH20,104,101,205
DFF40,102,103,205
GAC01,99,106,205
GDA20,82,123,205
JJB10,72,133,205
KGD10,196,8,204
GAC97,73,131,204
QXA05,197,6,203
AA1AM,130,73,203
NAU20,178,24,202
NA7BT,172,30,202
AAG00,78,124,202
WX2DD,78,123,201
BB1BN,48,153,201
GB1AA,47,154,201
LEF10,195,5,200
NGD15,193,7,200
NH3AE,125,75,200
KH1CB,112,88,200
ZPB32,73,127,200
PC2SC,16,184,200
NFF25,188,11,199
CKC20,182,17,199
KH1AT,148,51,199
NAG42,130,69,199
AA4BG,95,104,199
ABB10,74,125,199
TJX90,72,127,199
UEN12,44,155,199
CFW99,182,16,198
NFM20,182,16,198
QDA40,177,21,198
NAR20,96,102,198
PEE23,95,103,198
SGB30,185,12,197
CKC70,192,4,196
SDE04,189,7,196
PJD81,181,15,196
JDA35,84,112,196
GAC46,76,120,196
JA3FT,39,157,196
DKW99,82,113,195
PA2MT,56,139,195
QCD00,189,5,194
AB5CT,180,14,194
HA4MT,96,98,194
LAF20,86,108,194
JDB00,79,115,194
JJ1CE,179,14,193
JFA52,90,103,193
CBF99,102,90,192
DM1CG,101,91,192
SAC01,100,92,192
EN1CD,58,134,192
ZXY52,190,1,191
XX1XT,184,7,191
NBE15,181,10,191
NBL99,180,11,191
ZXF00,177,14,191
LFE10,146,45,191
PEP25,145,46,191
ND2CG,45,146,191
KEW98,14,177,191
NFB10,187,3,190
SJA01,187,3,190
TND10,179,11,190
ECB15,142,48,190
NG4AD,135,55,190
PB1BC,126,64,190
ZST00,188,1,189
XJH10,181,8,189
NGS10,177,12,189
PJD99,74,115,189
HAD20,69,120,189
ZZQ30,39,150,189
JDA60,121,67,188
FKC20,112,76,188
WX224,9,179,188
DCD10,186,1,187
QAE40,141,46,187
ZZG00,87,100,187
GEB40,7,180,187
NDG77,176,10,186
PDG51,170,16,186
FM1AD,71,114,185
JK3MB,46,139,185
NHL20,163,21,184
DAD30,160,24,184
JFK00,124,60,184
SGC00,170,13,183
SPA20,123,60,183
SPF40,114,69,183
JAW96,111,72,183
CBF10,98,85,183
WX142,60,123,183
PD4CM,181,1,182
NK1AT,142,40,182
TCF00,139,43,182
JFC00,67,115,182
JGB10,57,125,182
CCD50,174,7,181
QBG20,151,30,181
SXA20,123,58,181
LFA00,137,43,180
DM1DG,126,54,180
FN2CC,123,57,180
FPE37,99,81,180
FN1BD,85,95,180
JFB40,65,115,180
NCJ44,173,6,179
FN2EA,75,104,179
BC1BD,52,127,179
WX1DM,9,170,179
NK6PA,126,52,178
NG4BA,116,62,178
ZYC03,112,66,178
ZXF05,166,11,177
JAE10,165,12,177
JCA32,110,67,177
PJD43,41,136,177
DLD00,165,11,176
SCE00,112,64,176
JCC10,65,111,176
XX7BT,29,146,175
GCA05,22,153,175
FM1LE,167,7,174
TNF11,164,10,174
QX4YT,151,23,174
PEC23,134,40,174
JN4AE,93,81,174
WX004,172,1,173
DLD20,149,24,173
CHD50,141,32,173
AEA24,99,74,173
GDA10,83,90,173
ACB19,144,28,172
PGH47,88,84,172
GD1DG,56,116,172
NBR30,38,134,172
MBA20,170,1,171
NAJ32,151,20,171
DBB00,142,29,171
TGW99,135,36,171
JWF00,81,90,171
GAE06,57,114,171
BC5AN,7,164,171
QBD00,163,7,170
ND2AE,82,88,170
TAA40,77,93,170
PHB99,133,36,169
MAA10,129,40,169
XX1FW,59,110,169
EJB30,51,118,169
JF2CD,36,133,169
YA1CD,167,1,168
NDE20,151,17,168
AAF25,52,116,168
CJW99,39,129,168
IBZ02,166,1,167
WXQ20,166,1,167
JLB28,110,57,167
NH1DA,26,141,167
NGL30,160,6,166
PDG05,153,13,166
JF2BB,147,19,166
TPJ00,102,64,166
FM1QE,75,91,166
WB221,50,116,166
ZX199,163,2,165
SGA01,162,3,165
QCC00,153,12,165
JKE32,150,15,165
LEF06,123,42,165
PD3BT,90,75,165
NC1AE,67,98,165
FNA20,161,3,164
DMW00,158,6,164
CGG45,145,19,164
EJC20,132,32,164
NFJ64,132,32,164
EGA00,131,33,164
DE2DG,41,123,164
NDH10,161,2,163
TEG00,154,9,163
CAC10,115,48,163
SPA10,90,73,163
EHB00,87,76,163
JD1AB,39,124,163
JDW97,37,126,163
KE1DR,29,134,163
ACC29,151,11,162
TJA33,149,13,162
FKC50,135,27,162
TNE20,128,34,162
QAA10,116,46,162
WX240,100,62,162
GDA21,64,98,162
NDL99,145,16,161
QDG99,75,86,161
KDK10,46,115,161
ND1RA,27,134,161
DKW10,131,29,160
FGC10,84,76,160
AA1ED,157,2,159
MBC20,121,38,159
LCF01,120,39,159
JCA42,63,96,159
WX300,22,137,159
PBM10,82,76,158
AWB00,66,92,158
JFH30,154,3,157
SFA00,150,7,157
SJA04,144,13,157
TFN99,143,14,157
TJD10,77,80,157
CBK11,72,85,157
ZFX00,57,100,157
JKD20,39,118,157
AAD12,32,125,157
BB1AN,14,143,157
NDE40,153,3,156
XX9CD,153,3,156
LCA00,148,8,156
ZJX00,123,33,156
UEL02,120,36,156
TNX05,111,45,156
KH1DD,22,134,156
ICC01,153,2,155
FNA02,149,6,155
NDJ60,139,16,155
FN1CA,118,37,155
EBA30,110,45,155
JF1AD,99,56,155
LCD30,96,59,155
WX210,64,91,155
QAJ30,153,1,154
EEC35,128,26,154
NDR30,110,44,154
TGB20,101,53,154
FMD22,59,95,154
WVA20,6,148,154
FPE10,120,33,153
FPJ02,63,90,153
QAE30,96,56,152
NG1BM,94,58,152
SPD05,86,66,152
JAA10,67,85,152
FM1DM,59,93,152
ND3CM,16,136,152
NCK30,134,17,151
PC5CG,121,30,151
SGA05,138,12,150
KE1CG,119,31,150
JWW96,86,64,150
PH2AC,49,101,150
FM2CN,23,127,150
JJ9AE,147,2,149
TNH10,143,6,149
NDL34,138,11,149
PEF25,138,11,149
FNE21,129,20,149
KF8KT,126,23,149
FPG40,124,25,149
JJ3AT,109,40,149
ND1DG,108,41,149
SPC40,85,64,149
EFB50,147,1,148
NBE30,144,4,148
NHF15,142,6,148
PA2CG,136,12,148
NDG71,116,32,148
NA2DG,80,68,148
PD4ST,46,102,148
DPW99,141,6,147
NJ3DG,68,79,147
ZX022,66,81,147
PC2ET,31,116,147
ZPB96,17,130,147
LAD00,112,34,146
PC1BC,106,40,146
FCA70,105,41,146
JMA11,48,98,146
GAA97,17,129,146
BAA25,143,2,145
XW5WT,141,4,145
NDB78,132,13,145
JKB00,97,48,145
AAA10,42,103,145
JFH00,122,22,144
WB321,69,75,144
NA4AA,27,117,144
HAB20,125,18,143
GAE40,122,21,143
KWD00,97,46,143
JAK00,85,58,143
JAH33,30,113,143
ND2CM,17,126,143
NCM10,108,34,142
KCH42,105,37,142
JJA21,93,49,142
HA1ST,64,78,142
NHH10,140,1,141
TNX31,139,2,141
NDG70,136,5,141
ABC66,134,7,141
SPE00,121,20,141
QCA40,116,25,141
NBJ60,88,53,141
JKB20,82,59,141
LEE00,75,66,141
KBJ60,44,97,141
JHB40,127,13,140
QAJ99,123,17,140
NBK92,117,23,140
DHB40,114,26,140
NGU10,107,33,140
FM1CR,138,1,139
LDB10,138,1,139
TJW99,132,7,139
KFD16,112,27,139
NA6BM,38,101,139
JK3SB,137,1,138
JBB01,127,11,138
SFC92,121,17,138
DPA20,111,27,138
ELA30,104,34,138
FKD00,99,39,138
JN6CD,47,91,138
JN1DM,36,102,138
ECA50,132,5,137
AA4DG,60,77,137
FPD96,46,91,137
DQB30,37,100,137
NC1CM,32,105,137
NDG79,120,16,136
EMA30,103,33,136
DGW00,91,44,135
JAD97,87,48,135
CKA10,42,93,135
TNB10,131,3,134
SJA03,129,5,134
DLD10,127,7,134
DFE00,104,30,134
CGE55,84,50,134
ELB00,84,50,134
FCC45,78,56,134
HA5CB,78,56,134
AAF99,63,71,134
JG1CM,62,72,134
EAA30,57,77,134
KDV22,53,81,134
QBG30,52,82,134
GEB30,48,86,134
NEA20,47,87,134
ND2BG,34,100,134
ZX130,129,4,133
NCH10,128,5,133
FFC22,120,13,133
KAC20,71,62,133
KCV22,59,74,133
AAK10,23,110,133
QCE20,98,34,132
TQW75,93,39,132
DMA00,87,45,132
QBG00,83,49,132
LAC20,75,57,132
BA2AT,39,93,132
NE1DM,28,104,132
DDB00,125,6,131
SDA10,125,6,131
CJF30,109,22,131
PDP20,81,50,131
LCD31,44,87,131
WB501,43,88,131
EG1DG,35,96,131
QAA00,33,98,131
KAB00,25,106,131
GA3AT,120,10,130
XX7FT,115,15,130
PDH54,106,24,130
XX4AT,96,34,130
HAD00,83,47,130
QDG30,83,47,130
AAB30,69,61,130
NA2BM,28,102,130
GE1BE,128,1,129
EB1BD,114,15,129
PA1BD,114,15,129
QDG00,107,22,129
FXZ00,100,29,129
LDW96,96,33,129
KFA40,87,42,129
PA7CC,126,2,128
ECB00,103,25,128
TFC20,103,25,128
DEB25,98,30,128
ELA20,97,31,128
SPD10,93,35,128
FNW96,86,42,128
JDC20,70,58,128
JF2AD,63,65,128
NDF10,120,7,127
CBA00,100,27,127
JFA42,79,48,127
KFB00,62,65,127
KC1JB,32,95,127
GD2FN,11,116,127
NHB10,125,1,126
JN4DD,123,3,126
FNC50,119,7,126
SJD50,119,7,126
EEC30,115,11,126
JN2AD,56,70,126
WIX00,56,70,126
NAR00,22,104,126
LAG11,7,119,126
AA4WT,114,11,125
GD2AT,97,28,125
KFH50,48,77,125
QXB00,119,5,124
ZXC14,118,6,124
NGM99,114,10,124
PJD51,58,66,124
BC4WT,51,73,124
JFF30,29,95,124
NHS99,107,16,123
NHW10,100,23,123
PEF24,100,23,123
CBD99,91,32,123
JFB33,80,43,123
NAJ10,67,56,123
AAD15,68,54,122
NA2CM,27,95,122
ZXF20,73,48,121
PFE26,62,59,121
BC5AQ,7,114,121
ABC99,111,9,120
NGJ86,109,11,120
TQA05,103,17,120
KA3GB,74,46,120
JN5SR,32,88,120
LEF54,118,1,119
NDK99,112,7,119
QDD20,103,16,119
JCC12,91,28,119
JAG96,54,65,119
NGL66,113,5,118
NCB20,108,10,118
PG5AC,102,16,118
CBG10,49,69,118
ENB20,23,95,118
NDJ86,114,3,117
CBN00,111,6,117
LCH96,108,9,117
KGB00,93,24,117
DWD00,67,50,117
LCB20,56,61,117
XX2CT,115,1,116
QBE05,112,4,116
PA2AG,108,8,116
QCD20,98,18,116
FWW96,74,42,116
DC1BD,54,62,116
JGB01,50,66,116
NGR30,38,78,116
NDB60,108,7,115
PC1CC,92,23,115
NAJ22,84,31,115
PWC00,74,41,115
EDW99,73,42,115
HAD35,54,61,115
KA3LT,30,85,115
KDG43,29,86,115
