concept_id_1,concept_id_2,relationship_id,valid_start_date,valid_end_date,invalid_reason,tmp_mapping_type,tmp_domain_id_2
1795,4070610,Maps to,1970-01-01,2030-12-31,NA,USAGI,Procedure
1800,4099989,Maps to,1970-01-01,2030-12-31,NA,USAGI,Procedure
1818,4055629,Maps to,1999-01-01,2030-12-31,NA,USAGI,Procedure
1822,4273761,Maps to,1970-01-01,2030-12-31,NA,USAGI,Procedure
1823,4216307,Maps to,1970-01-01,2030-12-31,NA,USAGI,Procedure
1824,4273761,Maps to,1970-01-01,2030-12-31,NA,USAGI,Procedure
1825,4272634,Maps to,1970-01-01,2030-12-31,NA,USAGI,Procedure
1826,4208847,Maps to,1999-01-01,2030-12-31,NA,USAGI,Procedure
1829,4142328,Maps to,1970-01-01,2030-12-31,NA,USAGI,Procedure
1830,4238206,Maps to,1970-01-01,2030-12-31,NA,USAGI,Procedure
1836,4099015,Maps to,1970-01-01,2030-12-31,NA,USAGI,Procedure
1837,4075903,Maps to,1970-01-01,2030-12-31,NA,USAGI,Procedure
1859,4200836,Maps to,1999-01-01,2030-12-31,NA,USAGI,Procedure
1866,4084585,Maps to,1970-01-01,2030-12-31,NA,USAGI,Procedure
1868,4084585,Maps to,1970-01-01,2030-12-31,NA,USAGI,Procedure
1869,4343801,Maps to,1970-01-01,2030-12-31,NA,USAGI,Procedure
1872,4032566,Maps to,1970-01-01,2030-12-31,NA,USAGI,Procedure
1875,4343795,Maps to,1970-01-01,2030-12-31,NA,USAGI,Procedure
1876,4343345,Maps to,1970-01-01,2030-12-31,NA,USAGI,Procedure
1877,4075901,Maps to,1970-01-01,2030-12-31,NA,USAGI,Procedure
1897,4070607,Maps to,1970-01-01,2030-12-31,NA,USAGI,Procedure
1903,4099754,Maps to,1970-01-01,2030-12-31,NA,USAGI,Procedure
1930,40490002,Maps to,2011-07-31,2030-12-31,NA,USAGI,Procedure
1950,4079945,Maps to,1970-01-01,2030-12-31,NA,USAGI,Procedure
1959,4148781,Maps to,1970-01-01,2030-12-31,NA,USAGI,Procedure
1960,4110247,Maps to,1970-01-01,2030-12-31,NA,USAGI,Procedure
1962,4068911,Maps to,1970-01-01,2030-12-31,NA,USAGI,Procedure
1966,4277421,Maps to,1970-01-01,2030-12-31,NA,USAGI,Procedure
1991,4274351,Maps to,1970-01-01,2030-12-31,NA,USAGI,Procedure
1991,4075158,Maps to,1970-01-01,2030-12-31,NA,USAGI,Procedure
1997,4207360,Maps to,1970-01-01,2030-12-31,NA,USAGI,Procedure
1998,4309648,Maps to,1970-01-01,2030-12-31,NA,USAGI,Procedure
1999,4230370,Maps to,1970-01-01,2030-12-31,NA,USAGI,Procedure
2006,4001023,Maps to,1970-01-01,2030-12-31,NA,USAGI,Procedure
2007,4012311,Maps to,1970-01-01,2017-12-31,NA,USAGI,Procedure
2014,4080974,Maps to,1970-01-01,2030-12-31,NA,USAGI,Procedure
2015,4155658,Maps to,1970-01-01,2030-12-31,NA,USAGI,Procedure
2017,4122103,Maps to,1970-01-01,2030-12-31,NA,USAGI,Procedure
2021,4122596,Maps to,1970-01-01,2030-12-31,NA,USAGI,Procedure
2022,4122109,Maps to,1970-01-01,2030-12-31,NA,USAGI,Procedure
2034,4346750,Maps to,1999-01-01,2030-12-31,NA,USAGI,Procedure
2036,4082861,Maps to,1999-01-01,2030-12-31,NA,USAGI,Procedure
2040,4295736,Maps to,1970-01-01,2030-12-31,NA,USAGI,Procedure
2042,4142625,Maps to,1970-01-01,2030-12-31,NA,USAGI,Procedure
2044,4150846,Maps to,1970-01-01,2030-12-31,NA,USAGI,Procedure
2046,4216567,Maps to,1970-01-01,2030-12-31,NA,USAGI,Procedure
2049,4010263,Maps to,1970-01-01,2030-12-31,NA,USAGI,Procedure
2050,4187383,Maps to,1970-01-01,2030-12-31,NA,USAGI,Procedure
2051,4008569,Maps to,1970-01-01,2030-12-31,NA,USAGI,Procedure
2052,4028229,Maps to,1970-01-01,2030-12-31,NA,USAGI,Procedure
2057,4002205,Maps to,1970-01-01,2030-12-31,NA,USAGI,Procedure
2060,4117945,Maps to,1970-01-01,2030-12-31,NA,USAGI,Procedure
2067,4143783,Maps to,2004-01-01,2017-12-31,NA,USAGI,Procedure
2071,40487346,Maps to,2011-01-31,2030-12-31,NA,USAGI,Procedure
2079,4249180,Maps to,1970-01-01,2030-12-31,NA,USAGI,Procedure
2080,4236009,Maps to,1970-01-01,2030-12-31,NA,USAGI,Procedure
2085,4070719,Maps to,1970-01-01,2030-12-31,NA,USAGI,Procedure
2087,4104016,Maps to,1970-01-01,2030-12-31,NA,USAGI,Procedure
2088,4070719,Maps to,1970-01-01,2030-12-31,NA,USAGI,Procedure
2092,4068921,Maps to,1970-01-01,2030-12-31,NA,USAGI,Procedure
2100,4082964,Maps to,1999-01-01,2030-12-31,NA,USAGI,Procedure
2100,4302081,Maps to,1999-01-01,2030-12-31,NA,USAGI,Procedure
2101,4082964,Maps to,1999-01-01,2030-12-31,NA,USAGI,Procedure
2101,4302081,Maps to,1999-01-01,2030-12-31,NA,USAGI,Procedure
2101,36713203,Maps to,2017-01-31,2030-12-31,NA,USAGI,Procedure
2101,4201345,Maps to,2009-01-31,2030-12-31,NA,USAGI,Procedure
2101,36713201,Maps to,2017-01-31,2030-12-31,NA,USAGI,Procedure
2104,4083108,Maps to,1999-01-01,2030-12-31,NA,USAGI,Procedure
2109,4218948,Maps to,1999-01-01,2030-12-31,NA,USAGI,Procedure
2109,4161634,Maps to,2009-01-31,2030-12-31,NA,USAGI,Procedure
2110,4218948,Maps to,2009-01-01,2016-12-31,NA,USAGI,Procedure
2110,36713173,Maps to,2017-01-31,2016-12-31,NA,USAGI,Procedure
2110,4161634,Maps to,2009-01-31,2016-12-31,NA,USAGI,Procedure
2112,4218948,Maps to,1999-01-01,2030-12-31,NA,USAGI,Procedure
2112,4161634,Maps to,2009-01-31,2030-12-31,NA,USAGI,Procedure
2112,36713173,Maps to,2017-01-31,2030-12-31,NA,USAGI,Procedure
2123,4037876,Maps to,1970-01-01,2030-12-31,NA,USAGI,Procedure
2124,4300642,Maps to,1970-01-01,2017-12-31,NA,USAGI,Procedure
2125,4029644,Maps to,1970-01-01,2030-12-31,NA,USAGI,Procedure
2130,4197112,Maps to,1970-01-01,2030-12-31,NA,USAGI,Procedure
2131,4243808,Maps to,1970-01-01,2030-12-31,NA,USAGI,Procedure
2138,4070544,Maps to,1970-01-01,2030-12-31,NA,USAGI,Procedure
2140,44782856,Maps to,2014-01-31,2030-12-31,NA,USAGI,Procedure
2141,4307240,Maps to,1970-01-01,2017-12-31,NA,USAGI,Procedure
2169,4043178,Maps to,1970-01-01,2030-12-31,NA,USAGI,Procedure
2169,4043171,Maps to,1970-01-01,2030-12-31,NA,USAGI,Procedure
2227,4171562,Maps to,1999-01-01,2030-12-31,NA,USAGI,Procedure
2227,4145380,Maps to,1999-01-01,2030-12-31,NA,USAGI,Procedure
2248,4081718,Maps to,1970-01-01,2030-12-31,NA,USAGI,Procedure
2252,4049734,Maps to,1970-01-01,2030-12-31,NA,USAGI,Procedure
2256,4021725,Maps to,1970-01-01,2030-12-31,NA,USAGI,Procedure
2270,4078869,Maps to,1970-01-01,2030-12-31,NA,USAGI,Procedure
2278,4145066,Maps to,1970-01-01,2030-12-31,NA,USAGI,Procedure
2321,4301911,Maps to,1999-01-01,2030-12-31,NA,USAGI,Procedure
2321,4138783,Maps to,1999-01-01,2030-12-31,NA,USAGI,Procedure
2321,40481588,Maps to,2010-07-31,2030-12-31,NA,USAGI,Procedure
2323,4083212,Maps to,2003-01-01,2030-12-31,NA,USAGI,Procedure
2346,764009,Maps to,2018-01-31,2030-12-31,NA,USAGI,Procedure
2427,4050114,Maps to,1970-01-01,2030-12-31,NA,USAGI,Procedure
2428,4050114,Maps to,1970-01-01,2030-12-31,NA,USAGI,Procedure
2429,4019226,Maps to,1970-01-01,2030-12-31,NA,USAGI,Procedure
2430,4047352,Maps to,1970-01-01,2030-12-31,NA,USAGI,Procedure
2464,4177061,Maps to,2008-01-31,2030-12-31,NA,USAGI,Procedure
2472,4030257,Maps to,1970-01-01,2030-12-31,NA,USAGI,Procedure
2473,4020360,Maps to,1970-01-01,2030-12-31,NA,USAGI,Procedure
2483,4190174,Maps to,1970-01-01,2030-12-31,NA,USAGI,Procedure
2488,4020359,Maps to,1970-01-01,2030-12-31,NA,USAGI,Procedure
2489,46270776,Maps to,2015-07-31,2030-12-31,NA,USAGI,Procedure
2490,4217165,Maps to,1970-01-01,2030-12-31,NA,USAGI,Procedure
2494,40480556,Maps to,2010-01-31,2030-12-31,NA,USAGI,Procedure
2507,4149930,Maps to,1997-01-01,2030-12-31,NA,USAGI,Procedure
2512,4060043,Maps to,1970-01-01,2030-12-31,NA,USAGI,Procedure
2519,4289451,Maps to,1970-01-01,2030-12-31,NA,USAGI,Procedure
2528,4219986,Maps to,2011-01-01,2030-12-31,NA,USAGI,Procedure
2538,4195096,Maps to,1970-01-01,2008-12-31,NA,USAGI,Procedure
2559,4221982,Maps to,1970-01-01,2030-12-31,NA,USAGI,Procedure
2562,4221982,Maps to,1970-01-01,2030-12-31,NA,USAGI,Procedure
2642,4019929,Maps to,1970-01-01,2030-12-31,NA,USAGI,Procedure
2646,4308136,Maps to,1970-01-01,2030-12-31,NA,USAGI,Procedure
2650,4019929,Maps to,1970-01-01,2030-12-31,NA,USAGI,Procedure
2651,4217721,Maps to,1970-01-01,2030-12-31,NA,USAGI,Procedure
2677,4181954,Maps to,2008-01-31,2030-12-31,NA,USAGI,Procedure
2685,4336895,Maps to,1970-01-01,2030-12-31,NA,USAGI,Procedure
2694,4337195,Maps to,1970-01-01,2030-12-31,NA,USAGI,Procedure
2709,42873035,Maps to,2012-07-31,2030-12-31,NA,USAGI,Procedure
2748,4322874,Maps to,2008-01-31,2030-12-31,NA,USAGI,Procedure
2752,4336906,Maps to,1970-01-01,2030-12-31,NA,USAGI,Procedure
2755,4339978,Maps to,1970-01-01,2030-12-31,NA,USAGI,Procedure
2762,4176749,Maps to,2008-01-31,2030-12-31,NA,USAGI,Procedure
2789,4337188,Maps to,1970-01-01,2030-12-31,NA,USAGI,Procedure
2793,4095407,Maps to,1970-01-01,2030-12-31,NA,USAGI,Procedure
2795,4178740,Maps to,1970-01-01,2030-12-31,NA,USAGI,Procedure
2816,4148369,Maps to,1999-01-01,2030-12-31,NA,USAGI,Procedure
2816,4142645,Maps to,1999-01-01,2030-12-31,NA,USAGI,Procedure
2820,4142645,Maps to,1999-01-01,2015-12-31,NA,USAGI,Procedure
2820,4148369,Maps to,1999-01-01,2015-12-31,NA,USAGI,Procedure
2828,4148369,Maps to,1999-01-01,2015-12-31,NA,USAGI,Procedure
2828,4142645,Maps to,1999-01-01,2015-12-31,NA,USAGI,Procedure
2835,4233420,Maps to,1970-01-01,2030-12-31,NA,USAGI,Procedure
2849,42537529,Maps to,2018-01-31,2030-12-31,NA,USAGI,Procedure
2850,4234990,Maps to,1970-01-01,2030-12-31,NA,USAGI,Procedure
2851,4031996,Maps to,1970-01-01,2030-12-31,NA,USAGI,Procedure
2878,4337744,Maps to,1970-01-01,2030-12-31,NA,USAGI,Procedure
2882,4006788,Maps to,1999-01-01,2015-12-31,NA,USAGI,Procedure
2883,4006788,Maps to,1999-01-01,2015-12-31,NA,USAGI,Procedure
2884,4283892,Maps to,1999-01-01,2015-12-31,NA,USAGI,Procedure
2885,37017419,Maps to,2016-01-31,2030-12-31,NA,USAGI,Procedure
2891,4284264,Maps to,1970-01-01,2030-12-31,NA,USAGI,Procedure
2897,4296790,Maps to,1970-01-01,2030-12-31,NA,USAGI,Procedure
2910,4283892,Maps to,2016-01-01,2030-12-31,NA,USAGI,Procedure
2963,4148909,Maps to,1970-01-01,2030-12-31,NA,USAGI,Procedure
2983,4181800,Maps to,2008-01-31,2030-12-31,NA,USAGI,Procedure
2987,4204395,Maps to,1970-01-01,2030-12-31,NA,USAGI,Procedure
2990,4142917,Maps to,1970-01-01,2030-12-31,NA,USAGI,Procedure
2994,4149327,Maps to,1970-01-01,2030-12-31,NA,USAGI,Procedure
3040,4085558,Maps to,1970-01-01,2030-12-31,NA,USAGI,Procedure
3041,4138751,Maps to,1997-01-01,2030-12-31,NA,USAGI,Procedure
3042,4223020,Maps to,1997-01-01,2010-12-31,NA,USAGI,Procedure
3042,4107649,Maps to,1997-01-01,2010-12-31,NA,USAGI,Procedure
3042,4051932,Maps to,1997-01-01,2010-12-31,NA,USAGI,Procedure
3044,43021509,Maps to,2013-01-31,2010-12-31,NA,USAGI,Procedure
3047,4043880,Maps to,2011-01-01,2030-12-31,NA,USAGI,Observation
3056,4050568,Maps to,2011-01-01,2030-12-31,NA,USAGI,Procedure
3064,4137127,Maps to,1970-01-01,2030-12-31,NA,USAGI,Procedure
3091,4205879,Maps to,1999-01-01,2030-12-31,NA,USAGI,Procedure
3092,4083211,Maps to,2003-01-01,2030-12-31,NA,USAGI,Procedure
3093,4230911,Maps to,1999-01-01,2030-12-31,NA,USAGI,Procedure
3095,37205344,Maps to,2019-07-31,2016-12-31,NA,USAGI,Procedure
3100,4019824,Maps to,1999-01-01,2030-12-31,NA,USAGI,Procedure
3111,42535282,Maps to,2018-01-31,2030-12-31,NA,USAGI,Procedure
3114,4208906,Maps to,2009-01-31,2030-12-31,NA,USAGI,Procedure
3116,42537414,Maps to,2018-01-31,2030-12-31,NA,USAGI,Procedure
3116,4082987,Maps to,1999-01-01,2030-12-31,NA,USAGI,Procedure
3116,42537414,Maps to,2018-01-31,2030-12-31,NA,USAGI,Procedure
3120,4230911,Maps to,1999-01-01,2030-12-31,NA,USAGI,Procedure
3122,4153278,Maps to,2009-01-01,2030-12-31,NA,USAGI,Procedure
3130,37109092,Maps to,2017-07-31,2030-12-31,NA,USAGI,Procedure
3155,4230911,Maps to,1970-01-01,2030-12-31,NA,USAGI,Procedure
3159,4089001,Maps to,1970-01-01,2030-12-31,NA,USAGI,Observation
3159,4088527,Maps to,1970-01-01,2030-12-31,NA,USAGI,Observation
3159,4089003,Maps to,1970-01-01,2030-12-31,NA,USAGI,Observation
3159,4089002,Maps to,1970-01-01,2030-12-31,NA,USAGI,Observation
3159,4272324,Maps to,1970-01-01,2030-12-31,NA,USAGI,Procedure
3177,4187078,Maps to,1970-01-01,2030-12-31,NA,USAGI,Procedure
3179,40488431,Maps to,2011-07-31,2030-12-31,NA,USAGI,Procedure
3180,4065277,Maps to,1997-01-01,2019-12-31,NA,USAGI,Procedure
3181,4261794,Maps to,1997-01-01,2019-12-31,NA,USAGI,Procedure
3182,4065278,Maps to,1997-01-01,2019-12-31,NA,USAGI,Procedure
3186,4187078,Maps to,1997-01-01,2019-12-31,NA,USAGI,Procedure
3190,4046988,Maps to,1997-01-01,2030-12-31,NA,USAGI,Observation
3195,4182861,Maps to,1998-01-01,2030-12-31,NA,USAGI,Procedure
3208,4223626,Maps to,1970-01-01,2030-12-31,NA,USAGI,Procedure
3209,4195852,Maps to,1970-01-01,2030-12-31,NA,USAGI,Procedure
3211,4243461,Maps to,1998-01-01,2030-12-31,NA,USAGI,Procedure
3216,4244544,Maps to,1970-01-01,2030-12-31,NA,USAGI,Procedure
3227,4093436,Maps to,1999-01-01,2030-12-31,NA,USAGI,Procedure
3237,46273075,Maps to,2015-07-31,2030-12-31,NA,USAGI,Procedure
3237,4122946,Maps to,1999-01-01,2030-12-31,NA,USAGI,Procedure
3242,4141919,Maps to,1970-01-01,2030-12-31,NA,USAGI,Procedure
3244,4138710,Maps to,1970-01-01,2030-12-31,NA,USAGI,Procedure
3245,4032774,Maps to,1970-01-01,2030-12-31,NA,USAGI,Procedure
3248,4073393,Maps to,1970-01-01,2030-12-31,NA,USAGI,Procedure
3250,4126179,Maps to,1970-01-01,2030-12-31,NA,USAGI,Procedure
3250,4127478,Maps to,1970-01-01,2030-12-31,NA,USAGI,Procedure
3252,4231751,Maps to,1970-01-01,2030-12-31,NA,USAGI,Procedure
3255,4021362,Maps to,1970-01-01,2030-12-31,NA,USAGI,Procedure
3261,4104537,Maps to,1970-01-01,2030-12-31,NA,USAGI,Procedure
3264,4185366,Maps to,1970-01-01,2030-12-31,NA,USAGI,Procedure
3282,4047237,Maps to,1970-01-01,2030-12-31,NA,USAGI,Procedure
3283,4073385,Maps to,1970-01-01,2030-12-31,NA,USAGI,Procedure
3285,4142953,Maps to,1970-01-01,2030-12-31,NA,USAGI,Procedure
3292,4003384,Maps to,1970-01-01,2030-12-31,NA,USAGI,Procedure
3297,4299797,Maps to,1970-01-01,2030-12-31,NA,USAGI,Procedure
3342,4031456,Maps to,1999-01-01,2030-12-31,NA,USAGI,Procedure
3342,4189517,Maps to,1999-01-01,2030-12-31,NA,USAGI,Procedure
3346,4240305,Maps to,1970-01-01,2030-12-31,NA,USAGI,Procedure
3353,4168133,Maps to,1970-01-01,2030-12-31,NA,USAGI,Procedure
3361,4309294,Maps to,1970-01-01,2030-12-31,NA,USAGI,Procedure
3362,4002398,Maps to,1970-01-01,2030-12-31,NA,USAGI,Procedure
3363,4279535,Maps to,1970-01-01,2030-12-31,NA,USAGI,Procedure
3371,44783799,Maps to,2014-01-31,2030-12-31,NA,USAGI,Procedure
3372,4143728,Maps to,2002-01-01,2030-12-31,NA,USAGI,Procedure
3374,4195686,Maps to,1970-01-01,2030-12-31,NA,USAGI,Procedure
3378,4233625,Maps to,1970-01-01,2030-12-31,NA,USAGI,Procedure
3386,4080522,Maps to,1970-01-01,2030-12-31,NA,USAGI,Procedure
3387,4080522,Maps to,1970-01-01,2030-12-31,NA,USAGI,Procedure
3389,4338390,Maps to,1970-01-01,2030-12-31,NA,USAGI,Procedure
3396,37204340,Maps to,2019-07-31,2030-12-31,NA,USAGI,Procedure
3400,4336823,Maps to,1970-01-01,2030-12-31,NA,USAGI,Procedure
3409,4023308,Maps to,1970-01-01,2030-12-31,NA,USAGI,Procedure
3411,4023308,Maps to,1970-01-01,2030-12-31,NA,USAGI,Procedure
3419,4262301,Maps to,1970-01-01,2030-12-31,NA,USAGI,Procedure
3421,4311817,Maps to,1970-01-01,2030-12-31,NA,USAGI,Procedure
3422,4352647,Maps to,2005-01-01,2030-12-31,NA,USAGI,Procedure
3428,4163872,Maps to,1999-01-01,2030-12-31,NA,USAGI,Procedure
3428,4122945,Maps to,1999-01-01,2030-12-31,NA,USAGI,Procedure
3429,4058335,Maps to,2003-01-01,2030-12-31,NA,USAGI,Procedure
3431,4122945,Maps to,1999-01-01,2030-12-31,NA,USAGI,Procedure
3431,4163872,Maps to,1999-01-01,2030-12-31,NA,USAGI,Procedure
3431,4196956,Maps to,1999-01-01,2030-12-31,NA,USAGI,Procedure
3431,4244393,Maps to,1999-01-01,2030-12-31,NA,USAGI,Procedure
3431,36713260,Maps to,2017-01-31,2030-12-31,NA,USAGI,Procedure
3431,36713195,Maps to,2017-01-31,2030-12-31,NA,USAGI,Procedure
3431,2006694,Maps to,1999-01-01,2030-12-31,NA,USAGI,Procedure
3431,4153277,Maps to,1999-01-01,2030-12-31,NA,USAGI,Procedure
3431,2006695,Maps to,1999-01-01,2030-12-31,NA,USAGI,Procedure
3432,4058335,Maps to,2003-01-01,2030-12-31,NA,USAGI,Procedure
3432,4327032,Maps to,2003-01-01,2030-12-31,NA,USAGI,Procedure
3437,4058335,Maps to,2003-01-01,2030-12-31,NA,USAGI,Procedure
3437,4327032,Maps to,2003-01-01,2030-12-31,NA,USAGI,Procedure
3437,36713200,Maps to,2017-01-31,2030-12-31,NA,USAGI,Procedure
3443,4083126,Maps to,2003-01-01,2030-12-31,NA,USAGI,Procedure
3448,4083126,Maps to,1999-01-01,2030-12-31,NA,USAGI,Procedure
3448,36713048,Maps to,2017-01-31,2030-12-31,NA,USAGI,Procedure
3455,4163872,Maps to,1999-01-01,2030-12-31,NA,USAGI,Procedure
3457,2006695,Maps to,1999-01-01,2030-12-31,NA,USAGI,Procedure
3461,4163872,Maps to,1999-01-01,2030-12-31,NA,USAGI,Procedure
3465,4169122,Maps to,2003-01-01,2030-12-31,NA,USAGI,Procedure
3465,4327032,Maps to,2003-01-01,2030-12-31,NA,USAGI,Procedure
3465,36713200,Maps to,2017-01-31,2030-12-31,NA,USAGI,Procedure
3466,4169122,Maps to,2003-01-01,2030-12-31,NA,USAGI,Procedure
3466,4058335,Maps to,2003-01-01,2030-12-31,NA,USAGI,Procedure
3466,4327032,Maps to,2003-01-01,2030-12-31,NA,USAGI,Procedure
3466,37109313,Maps to,2017-07-31,2030-12-31,NA,USAGI,Procedure
3466,4139745,Maps to,2003-01-01,2030-12-31,NA,USAGI,Procedure
3466,36713242,Maps to,2017-01-31,2030-12-31,NA,USAGI,Procedure
3472,4327250,Maps to,2009-01-31,2030-12-31,NA,USAGI,Procedure
3473,4327250,Maps to,2009-01-31,2030-12-31,NA,USAGI,Procedure
3481,4303062,Maps to,1970-01-01,2030-12-31,NA,USAGI,Procedure
3482,4279443,Maps to,1970-01-01,2030-12-31,NA,USAGI,Procedure
3483,4300860,Maps to,1970-01-01,2030-12-31,NA,USAGI,Procedure
3496,40485447,Maps to,2010-01-31,2030-12-31,NA,USAGI,Procedure
3501,4070879,Maps to,1970-01-01,2030-12-31,NA,USAGI,Procedure
3502,4070879,Maps to,1970-01-01,2030-12-31,NA,USAGI,Procedure
3503,4328240,Maps to,1970-01-01,2030-12-31,NA,USAGI,Procedure
3504,4067713,Maps to,1970-01-01,2030-12-31,NA,USAGI,Procedure
3511,4328240,Maps to,1970-01-01,2030-12-31,NA,USAGI,Procedure
3512,4172438,Maps to,1970-01-01,2030-12-31,NA,USAGI,Procedure
3513,4172438,Maps to,1970-01-01,2030-12-31,NA,USAGI,Procedure
3514,4100718,Maps to,1970-01-01,2030-12-31,NA,USAGI,Procedure
3515,4339614,Maps to,1970-01-01,2030-12-31,NA,USAGI,Procedure
3521,4100718,Maps to,1970-01-01,2030-12-31,NA,USAGI,Procedure
3547,4324459,Maps to,2009-01-31,2030-12-31,NA,USAGI,Procedure
3559,4167262,Maps to,1970-01-01,2030-12-31,NA,USAGI,Procedure
3560,4167262,Maps to,1997-01-01,2030-12-31,NA,USAGI,Procedure
3574,4128302,Maps to,1970-01-01,2030-12-31,NA,USAGI,Procedure
3575,4128302,Maps to,1970-01-01,2030-12-31,NA,USAGI,Procedure
3579,4078220,Maps to,1970-01-01,2030-12-31,NA,USAGI,Procedure
3580,4078220,Maps to,1970-01-01,2030-12-31,NA,USAGI,Procedure
3586,4280066,Maps to,1970-01-01,2030-12-31,NA,USAGI,Procedure
3592,4067015,Maps to,1970-01-01,2030-12-31,NA,USAGI,Procedure
3593,4065438,Maps to,1970-01-01,2030-12-31,NA,USAGI,Procedure
3595,4130010,Maps to,1970-01-01,2030-12-31,NA,USAGI,Procedure
3616,4168323,Maps to,1970-01-01,2030-12-31,NA,USAGI,Procedure
3627,4233305,Maps to,2009-01-31,2030-12-31,NA,USAGI,Procedure
3662,4118045,Maps to,1997-01-01,2019-12-31,NA,USAGI,Procedure
3679,4182985,Maps to,1997-01-01,2019-12-31,NA,USAGI,Observation
3681,4064334,Maps to,1997-01-01,2019-12-31,NA,USAGI,Procedure
3693,4324693,Maps to,1999-01-01,2030-12-31,NA,USAGI,Procedure
3694,42535066,Maps to,2018-01-31,2030-12-31,NA,USAGI,Procedure
3694,4061016,Maps to,1999-01-01,2030-12-31,NA,USAGI,Procedure
3701,4077697,Maps to,1999-01-01,2030-12-31,NA,USAGI,Procedure
3703,4082984,Maps to,1999-01-01,2030-12-31,NA,USAGI,Procedure
3703,4201225,Maps to,2009-01-31,2030-12-31,NA,USAGI,Procedure
3707,4201225,Maps to,2009-01-31,2030-12-31,NA,USAGI,Procedure
3707,36713045,Maps to,2017-01-31,2030-12-31,NA,USAGI,Procedure
3715,4324693,Maps to,1999-01-01,2030-12-31,NA,USAGI,Procedure
3715,2006692,Maps to,1999-01-01,2030-12-31,NA,USAGI,Procedure
3719,4217001,Maps to,1999-01-01,2030-12-31,NA,USAGI,Procedure
3727,4194124,Maps to,1970-01-01,2030-12-31,NA,USAGI,Procedure
3729,44809333,Maps to,2014-04-01,2030-12-31,NA,USAGI,Procedure
3731,4164942,Maps to,1970-01-01,2030-12-31,NA,USAGI,Procedure
3732,4275911,Maps to,2010-01-01,2030-12-31,NA,USAGI,Procedure
3732,4140686,Maps to,2010-01-01,2030-12-31,NA,USAGI,Procedure
3733,4275911,Maps to,1970-01-01,2030-12-31,NA,USAGI,Procedure
3734,4066543,Maps to,1970-01-01,2030-12-31,NA,USAGI,Procedure
3737,4066543,Maps to,1970-01-01,2030-12-31,NA,USAGI,Procedure
3738,4298492,Maps to,1970-01-01,2030-12-31,NA,USAGI,Procedure
3742,4119274,Maps to,1970-01-01,2030-12-31,NA,USAGI,Procedure
3746,506795,Maps to,2016-10-05,2030-12-31,NA,USAGI,Procedure
3746,4241100,Maps to,1970-01-01,2030-12-31,NA,USAGI,Procedure
3748,4179928,Maps to,1970-01-01,2030-12-31,NA,USAGI,Procedure
3749,4129854,Maps to,2009-01-01,2030-12-31,NA,USAGI,Procedure
3755,4129201,Maps to,1970-01-01,2030-12-31,NA,USAGI,Procedure
3756,4140686,Maps to,1970-01-01,2030-12-31,NA,USAGI,Procedure
3759,4123634,Maps to,1970-01-01,2030-12-31,NA,USAGI,Procedure
3760,37204867,Maps to,2019-07-31,2030-12-31,NA,USAGI,Procedure
3761,4140686,Maps to,1970-01-01,2030-12-31,NA,USAGI,Procedure
3768,4058775,Maps to,1997-01-01,2030-12-31,NA,USAGI,Procedure
3768,4177684,Maps to,2008-01-31,2030-12-31,NA,USAGI,Procedure
3769,4058775,Maps to,1997-01-01,2030-12-31,NA,USAGI,Procedure
3769,4177684,Maps to,2008-01-31,2030-12-31,NA,USAGI,Procedure
3776,4170606,Maps to,1999-01-01,2030-12-31,NA,USAGI,Procedure
3782,42535639,Maps to,2018-01-31,2030-12-31,NA,USAGI,Procedure
3788,40479231,Maps to,2010-01-31,2030-12-31,NA,USAGI,Procedure
3792,44811830,Maps to,2014-04-01,2030-12-31,NA,USAGI,Procedure
3792,4194253,Maps to,1999-01-01,2030-12-31,NA,USAGI,Procedure
3809,4194253,Maps to,1970-01-01,2030-12-31,NA,USAGI,Procedure
3896,44808983,Maps to,2018-01-01,2030-12-31,NA,USAGI,Procedure
3917,44808983,Maps to,2018-01-01,2030-12-31,NA,USAGI,Procedure
3996,4240615,Maps to,2018-01-01,2030-12-31,NA,USAGI,Procedure
3996,4097523,Maps to,2018-01-01,2030-12-31,NA,USAGI,Procedure
4012,4150859,Maps to,2018-01-01,2030-12-31,NA,USAGI,Observation
4088,4030840,Maps to,2018-01-01,2030-12-31,NA,USAGI,Procedure
4106,4057401,Maps to,2018-01-01,2030-12-31,NA,USAGI,Observation
4107,4150859,Maps to,2018-01-01,2030-12-31,NA,USAGI,Observation
4146,4167029,Maps to,2003-01-01,2030-12-31,NA,USAGI,Procedure
4146,4335530,Maps to,2009-01-31,2030-12-31,NA,USAGI,Procedure
4151,4013505,Maps to,1970-01-01,2030-12-31,NA,USAGI,Procedure
4152,4253069,Maps to,1970-01-01,2030-12-31,NA,USAGI,Procedure
4159,4195307,Maps to,1970-01-01,2030-12-31,NA,USAGI,Procedure
4161,4195307,Maps to,1970-01-01,2030-12-31,NA,USAGI,Procedure
4162,4033396,Maps to,1970-01-01,2030-12-31,NA,USAGI,Procedure
4165,4070702,Maps to,1970-01-01,2030-12-31,NA,USAGI,Procedure
4173,4195307,Maps to,1970-01-01,2030-12-31,NA,USAGI,Procedure
4174,4033396,Maps to,1970-01-01,2030-12-31,NA,USAGI,Procedure
4175,4080015,Maps to,1970-01-01,2030-12-31,NA,USAGI,Procedure
