CodeId;Abbreviation;ShortName;LongName;ParentId;HierarchyLevel;BeginningDate;ExpiringDate;LastModifiedDate;LastModifiedBy;Status;Description;OID;CreatedDate;A:Alakomponentti (icpc);ALONG:Anm.;ALONG:Ensisijainen ICD-10;ALONG:Exkluderar;A:Harkitse (icpc);ALONG:Huom.;ALONG:ICD-10;ALONG:Inkluderar;A:Komponent (icpc);A:Komponentti (icpc);ALONG:Kriteerit (icpc);ALONG:Kriterier (icpc);A:Lehtisolmu;A:Långt_namn;ALONG:Mukaan lukien;ALONG:Pois lukien;A:Subkomponent (icpc);A:Sukupuoli;A:Överväg (icpc);ALONG:Consider_EN;ALONG:Criteria_EN;ALONG:Exclusion_EN;ALONG:Inclusion_EN;A:Long_name;A:Päivystysapu116117
R34;Hengityselimet, Veritutkimus;Hengityselimet, Veritutkimus;Hengityselimet, Veritutkimus;R;1;01.01.2000;31.12.2030;23.07.2014;Lehtonen, Santeri;1;;1.2.246.537.6.31.2007.2146;04.02.2008;;;;;;;;;2 Diagnostiska och preventiva åtgärder;2 Diagnostiset ja ennaltaehkäisevät toimenpiteet;;;T;Andningsorganen, Blodprov;;;;;;;;;;;
R35;Hengityselimet, Virtsatutkimus;Hengityselimet, Virtsatutkimus;Hengityselimet, Virtsatutkimus;R;1;01.01.2000;31.12.2030;23.07.2014;Lehtonen, Santeri;1;;1.2.246.537.6.31.2007.2147;04.02.2008;;;;;;;;;2 Diagnostiska och preventiva åtgärder;2 Diagnostiset ja ennaltaehkäisevät toimenpiteet;;;T;Andningsorganen, Urinprov;;;;;;;;;;;
R36;Hengityselimet, Ulostetutkimus;Hengityselimet, Ulostetutkimus;Hengityselimet, Ulostetutkimus;R;1;01.01.2000;31.12.2030;23.07.2014;Lehtonen, Santeri;1;;1.2.246.537.6.31.2007.2148;04.02.2008;;;;;;;;;2 Diagnostiska och preventiva åtgärder;2 Diagnostiset ja ennaltaehkäisevät toimenpiteet;;;T;Andningsorganen, Avföringsprov;;;;;;;;;;;
R37;Hengityselimet, Histol./sytol. tutk.;Hengityselimet, Histol./sytol. tutk.;Hengityselimet, Histologinen/sytologinen tutkimus;R;1;01.01.2000;31.12.2030;23.07.2014;Lehtonen, Santeri;1;;1.2.246.537.6.31.2007.2149;04.02.2008;;;;;;;;;2 Diagnostiska och preventiva åtgärder;2 Diagnostiset ja ennaltaehkäisevät toimenpiteet;;;T;Andningsorganen, Histologiskt/cytologiskt prov;;;;;;;;;;;
R38;Hengityselimet, Muu lab.tutkimus;Hengityselimet, Muu lab.tutkimus;Hengityselimet, Muu laboratoriotutkimus;R;1;01.01.2000;31.12.2030;23.07.2014;Lehtonen, Santeri;1;;1.2.246.537.6.31.2007.2150;04.02.2008;;;;;;;;;2 Diagnostiska och preventiva åtgärder;2 Diagnostiset ja ennaltaehkäisevät toimenpiteet;;;T;Andningsorganen, Annat laboratorieprov UNS;;;;;;;;;;;
R39;Hengityselimet, Kliin. toimintakoe;Hengityselimet, Kliin. toimintakoe;Hengityselimet, Kliininen toimintakoe;R;1;01.01.2000;31.12.2030;23.07.2014;Lehtonen, Santeri;1;;1.2.246.537.6.31.2007.2151;04.02.2008;;;;;;;;;2 Diagnostiska och preventiva åtgärder;2 Diagnostiset ja ennaltaehkäisevät toimenpiteet;;;T;Andningsorganen, Kliniskt funktionstest;;;;;;;;;;;
R40;Hengityselimet, Diagn. endoskopia;Hengityselimet, Diagn. endoskopia;Hengityselimet, Diagnostinen endoskopia;R;1;01.01.2000;31.12.2030;23.07.2014;Lehtonen, Santeri;1;;1.2.246.537.6.31.2007.2152;04.02.2008;;;;;;;;;2 Diagnostiska och preventiva åtgärder;2 Diagnostiset ja ennaltaehkäisevät toimenpiteet;;;T;Andningsorganen, Diagnostisk endoskopi;;;;;;;;;;;
R41;Hengityselimet, Diagn. Kuvantaminen;Hengityselimet, Diagn. Kuvantaminen;Hengityselimet, Diagnostinen kuvantaminen;R;1;01.01.2000;31.12.2030;23.07.2014;Lehtonen, Santeri;1;;1.2.246.537.6.31.2007.2153;04.02.2008;;;;;;;;;2 Diagnostiska och preventiva åtgärder;2 Diagnostiset ja ennaltaehkäisevät toimenpiteet;;;T;Andningsorganen, Radiologisk diagnostik eller annan bilddiagnostik;;;;;;;;;;;
R42;Hengityselimet, Elektrofys. tutk.;Hengityselimet, Elektrofys. tutk.;Hengityselimet, Elektrofysiologinen tutkimus;R;1;01.01.2000;31.12.2030;23.07.2014;Lehtonen, Santeri;1;;1.2.246.537.6.31.2007.2154;04.02.2008;;;;;;;;;2 Diagnostiska och preventiva åtgärder;2 Diagnostiset ja ennaltaehkäisevät toimenpiteet;;;T;Andningsorganen, Elektrofysiologisk undersökning;;;;;;;;;;;
R43;Hengityselimet, Muu tutkimus;Hengityselimet, Muu tutkimus;Hengityselimet, Muu tutkimustoimenpide;R;1;01.01.2000;31.12.2030;23.07.2014;Lehtonen, Santeri;1;;1.2.246.537.6.31.2007.2155;04.02.2008;;;;;;;;;2 Diagnostiska och preventiva åtgärder;2 Diagnostiset ja ennaltaehkäisevät toimenpiteet;;;T;Andningsorganen, Annan diagnostisk åtgärd;;;;;;;;;;;
R44;Hengityselimet, Rokotus / enn.ehk.lääk.;Hengityselimet, Rokotus / enn.ehk.lääk.;Hengityselimet, Rokotus / ennaltaehkäisevä lääkitys;R;1;01.01.2000;31.12.2030;23.07.2014;Lehtonen, Santeri;1;;1.2.246.537.6.31.2007.2156;04.02.2008;;;;;;;;;2 Diagnostiska och preventiva åtgärder;2 Diagnostiset ja ennaltaehkäisevät toimenpiteet;;;T;Andningsorganen, Preventiv immunisering/medicinering;;;;;;;;;;;
R45;Hengityselimet, Seuranta/neuvonta;Hengityselimet, Seuranta/neuvonta;Hengityselimet, Seuranta/terveysneuvonta/ruokavalioneuvonta;R;1;01.01.2000;31.12.2030;23.07.2014;Lehtonen, Santeri;1;;1.2.246.537.6.31.2007.2157;04.02.2008;;;;;;;;;2 Diagnostiska och preventiva åtgärder;2 Diagnostiset ja ennaltaehkäisevät toimenpiteet;;;T;Andningsorganen, Observation/hälsofostran/rådgivning/dietrådgivning;;;;;;;;;;;
R46;Hengityselimet, Pth konsultaatio;Hengityselimet, Pth konsultaatio;Hengityselimet, Perusterveydenhuollon asiantuntijan konsultaatio;R;1;01.01.2000;31.12.2030;23.07.2014;Lehtonen, Santeri;1;;1.2.246.537.6.31.2007.2158;04.02.2008;;;;;;;;;2 Diagnostiska och preventiva åtgärder;2 Diagnostiset ja ennaltaehkäisevät toimenpiteet;;;T;Andningsorganen, Konsultation med person yrkesverksam inom primärvården;;;;;;;;;;;
R47;Hengityselimet, Esh konsultaatio;Hengityselimet, Esh konsultaatio;Hengityselimet, Erikoislääkärin konsultaatio;R;1;01.01.2000;31.12.2030;23.07.2014;Lehtonen, Santeri;1;;1.2.246.537.6.31.2007.2159;04.02.2008;;;;;;;;;2 Diagnostiska och preventiva åtgärder;2 Diagnostiset ja ennaltaehkäisevät toimenpiteet;;;T;Andningsorganen, Specialistkonsultation;;;;;;;;;;;
R48;Hengityselimet, Pot. tarpeiden selvitt.;Hengityselimet, Pot. tarpeiden selvitt.;Hengityselimet, Potilaan tarpeiden/tulosyyn selvittäminen;R;1;01.01.2000;31.12.2030;23.07.2014;Lehtonen, Santeri;1;;1.2.246.537.6.31.2007.2160;04.02.2008;;;;;;;;;2 Diagnostiska och preventiva åtgärder;2 Diagnostiset ja ennaltaehkäisevät toimenpiteet;;;T;Andningsorganen, Utredning av patientens kontaktorsak/-behov;;;;;;;;;;;
R49;Hengityselimet, Muu ennaltaehk. tmp;Hengityselimet, Muu ennaltaehk. tmp;Hengityselimet, Muu ennaltaehkäisevä toimenpide;R;1;01.01.2000;31.12.2030;23.07.2014;Lehtonen, Santeri;1;;1.2.246.537.6.31.2007.2161;04.02.2008;;;;;;;;;2 Diagnostiska och preventiva åtgärder;2 Diagnostiset ja ennaltaehkäisevät toimenpiteet;;;T;Andningsorganen, Annan förebyggande åtgärd;;;;;;;;;;;
R50;Hengityselimet, Lääkitys;Hengityselimet, Lääkitys;Hengityselimet, Lääkitys/lääkemääräys/uusinta/injektio;R;1;01.01.2000;31.12.2030;23.07.2014;Lehtonen, Santeri;1;;1.2.246.537.6.31.2007.2162;04.02.2008;;;;;;;;;3 Medicinering och vårdåtgerder;3 Lääkitys ja hoitotoimenpiteet;;;T;Andningsorganen, Medicinering/ordination/förnyelse/injektion;;;;;;;;;;;
R51;Hengityselimet, Aukaisu/kanylointi/huuht.;Hengityselimet, Aukaisu/kanylointi/huuht.;Hengityselimet, Aukaisu/kanylointi/huuhtelu/imu/nesteenpoisto;R;1;01.01.2000;31.12.2030;23.07.2014;Lehtonen, Santeri;1;;1.2.246.537.6.31.2007.2163;04.02.2008;;;;;;;;;3 Medicinering och vårdåtgerder;3 Lääkitys ja hoitotoimenpiteet;;;T;Andningsorganen, Incision/dränage/sköljning/aspiration;;;;;;;;;;;
R52;Hengityselimet, Kudoksen poisto/poltto;Hengityselimet, Kudoksen poisto/poltto;Hengityselimet, Kudoksen poisto/poltto/tuhoaminen / koepalan otto / kudosjätteen poisto;R;1;01.01.2000;31.12.2030;23.07.2014;Lehtonen, Santeri;1;;1.2.246.537.6.31.2007.2164;04.02.2008;;;;;;;;;3 Medicinering och vårdåtgerder;3 Lääkitys ja hoitotoimenpiteet;;;T;Andningsorganen, Excision/avlägsnande av vävnad/biopsi/destruktion/revision/kauterisation;;;;;;;;;;;
R53;Hengityselimet, Katetrointi/intub.;Hengityselimet, Katetrointi/intub.;Hengityselimet, Katetrointi/intubointi/laajentaminen;R;1;01.01.2000;31.12.2030;23.07.2014;Lehtonen, Santeri;1;;1.2.246.537.6.31.2007.2165;04.02.2008;;;;;;;;;3 Medicinering och vårdåtgerder;3 Lääkitys ja hoitotoimenpiteet;;;T;Andningsorganen, Instrumentering/katetrisering /intubering/dilatering;;;;;;;;;;;
R54;Hengityselimet, Ompelu/korjaus/kipsaus;Hengityselimet, Ompelu/korjaus/kipsaus;Hengityselimet, Ompelu/korjaus/kipsaus / proteesin asennus (tai poisto);R;1;01.01.2000;31.12.2030;23.07.2014;Lehtonen, Santeri;1;;1.2.246.537.6.31.2007.2166;04.02.2008;;;;;;;;;3 Medicinering och vårdåtgerder;3 Lääkitys ja hoitotoimenpiteet;;;T;Andningsorganen, Reparation /fixation - suturering /gipsning /protetik (applikation/borttagning);;;;;;;;;;;
R55;Hengityselimet, Paikallinen lääkeaineinjekt.;Hengityselimet, Paikallinen lääkeaineinjekt.;Hengityselimet, Paikallinen lääkeaineinjektio;R;1;01.01.2000;31.12.2030;23.07.2014;Lehtonen, Santeri;1;;1.2.246.537.6.31.2007.2167;04.02.2008;;;;;;;;;3 Medicinering och vårdåtgerder;3 Lääkitys ja hoitotoimenpiteet;;;T;Andningsorganen, Lokal injektion/infiltration;;;;;;;;;;;
R56;Hengityselimet, Sidos/kompr./tampon.;Hengityselimet, Sidos/kompr./tampon.;Hengityselimet, Sidos/kompressi/tamponointi;R;1;01.01.2000;31.12.2030;23.07.2014;Lehtonen, Santeri;1;;1.2.246.537.6.31.2007.2168;04.02.2008;;;;;;;;;3 Medicinering och vårdåtgerder;3 Lääkitys ja hoitotoimenpiteet;;;T;Andningsorganen, Förbindning /tryckförband /tamponad;;;;;;;;;;;
R57;Hengityselimet, Fys.hoito/kuntoutus;Hengityselimet, Fys.hoito/kuntoutus;Hengityselimet, Fysikaalinen hoito /kuntoutus;R;1;01.01.2000;31.12.2030;23.07.2014;Lehtonen, Santeri;1;;1.2.246.537.6.31.2007.2169;04.02.2008;;;;;;;;;3 Medicinering och vårdåtgerder;3 Lääkitys ja hoitotoimenpiteet;;;T;Andningsorganen, Fysioterapi /rehabilitation;;;;;;;;;;;
R58;Hengityselimet, Terapeuttinen neuvonta;Hengityselimet, Terapeuttinen neuvonta;Hengityselimet, Terapeuttinen neuvonta/kuuntelu;R;1;01.01.2000;31.12.2030;23.07.2014;Lehtonen, Santeri;1;;1.2.246.537.6.31.2007.2170;04.02.2008;;;;;;;;;3 Medicinering och vårdåtgerder;3 Lääkitys ja hoitotoimenpiteet;;;T;Andningsorganen, Terapeutisk rådgivning/lyssnande;;;;;;;;;;;
R59;Hengityselimet, Muu hoitotoimenpide;Hengityselimet, Muu hoitotoimenpide;Hengityselimet, Muu hoitotoimenpide/muualla luokittelematon pikkukirurgia;R;1;01.01.2000;31.12.2030;23.07.2014;Lehtonen, Santeri;1;;1.2.246.537.6.31.2007.2171;04.02.2008;;;;;;;;;3 Medicinering och vårdåtgerder;3 Lääkitys ja hoitotoimenpiteet;;;T;Andningsorganen, Annan terapeutisk åtgärd/mindre kirurgiskt ingrepp UNS;;;;;;;;;;;
R60;Hengityselimet, Tulosten kuuleminen;Hengityselimet, Tulosten kuuleminen;Hengityselimet, Tutkimustulosten kuuleminen;R;1;01.01.2000;31.12.2030;23.07.2014;Lehtonen, Santeri;1;;1.2.246.537.6.31.2007.2172;04.02.2008;;;;;;;;;4 Resultat;4 Tulokset;;;T;Andningsorganen, Resultat av test /åtgärder;;;;;;;;;;;
R61;Hengityselimet, Tutk.tulos toiselta;Hengityselimet, Tutk.tulos toiselta;Hengityselimet, Tutkimustulos/testitulos/potilaskertomus/kirje toiselta hoidonantajalta;R;1;01.01.2000;31.12.2030;23.07.2014;Lehtonen, Santeri;1;;1.2.246.537.6.31.2007.2173;04.02.2008;;;;;;;;;4 Resultat;4 Tulokset;;;T;Andningsorganen, Resultat av test /åtgärd/sjukjournal föreskriven av annan vårdgivare;;;;;;;;;;;
R62;Hengityselimet, Hallinnollinen toimenpide;Hengityselimet, Hallinnollinen toimenpide;Hengityselimet, Hallinnollinen toimenpide;R;1;01.01.2000;31.12.2030;23.07.2014;Lehtonen, Santeri;1;;1.2.246.537.6.31.2007.2174;04.02.2008;;;;;;;;;5 Administrativa åtgärder;5 Hallinnolliset syyt;;;T;Andningsorganen, Administrativa åtgärder;;;;;;;;;;;
R63;Hengityselimet, Muu seuranta;Hengityselimet, Muu seuranta;Hengityselimet, Muu seurantakäynti;R;1;01.01.2000;31.12.2030;23.07.2014;Lehtonen, Santeri;1;;1.2.246.537.6.31.2007.2175;04.02.2008;;;;;;;;;6 Remisser och andra orsaker för kontakt;6 Lähetteet ja muut syyt;;;T;Andningsorganen, Uppföljningsbesök, ospecificerat;;;;;;;;;;;
R64;Hengityselimet, Hoidonantaja käynnistänyt;Hengityselimet, Hoidonantaja käynnistänyt;Hengityselimet, Hoidonantajan käynnistämä tapahtuma;R;1;01.01.2000;31.12.2030;23.07.2014;Lehtonen, Santeri;1;;1.2.246.537.6.31.2007.2176;04.02.2008;;;;;;;;;6 Remisser och andra orsaker för kontakt;6 Lähetteet ja muut syyt;;;T;Andningsorganen, Besök/problem initierat av vårdgivaren;;;;;;;;;;;
R65;Hengityselimet, Muu henkilö käynnistänyt;Hengityselimet, Muu henkilö käynnistänyt;Hengityselimet, Muun henkilön käynnistämä tapahtuma;R;1;01.01.2000;31.12.2030;23.07.2014;Lehtonen, Santeri;1;;1.2.246.537.6.31.2007.2177;04.02.2008;;;;;;;;;6 Remisser och andra orsaker för kontakt;6 Lähetteet ja muut syyt;;;T;Andningsorganen, Besök/problem initierat av annan än patienten eller vårdgivaren;;;;;;;;;;;
R66;Hengityselimet, Lähete pth;Hengityselimet, Lähete pth;Hengityselimet, Lähete muulle perusterveydenhuollon ammattihenkilölle;R;1;01.01.2000;31.12.2030;23.07.2014;Lehtonen, Santeri;1;;1.2.246.537.6.31.2007.2178;04.02.2008;;;;;;;;;6 Remisser och andra orsaker för kontakt;6 Lähetteet ja muut syyt;;;T;Andningsorganen, Remiss till annan vårdgivare/skötare/terapeut/socialarbetare;;;;;;;;;;;
R67;Hengityselimet, Lähete esh/sairaala;Hengityselimet, Lähete esh/sairaala;Hengityselimet, Lähete erikoislääkärille/sairaalaan;R;1;01.01.2000;31.12.2030;23.07.2014;Lehtonen, Santeri;1;;1.2.246.537.6.31.2007.2179;04.02.2008;;;;;;;;;6 Remisser och andra orsaker för kontakt;6 Lähetteet ja muut syyt;;;T;Andningsorganen, Remiss till läkare /specialist /poliklinik /sjukhus/specialsjukvård;;;;;;;;;;;
R68;Hengityselimet, Muu lähete;Hengityselimet, Muu lähete;Hengityselimet, Muu lähete;R;1;01.01.2000;31.12.2030;23.07.2014;Lehtonen, Santeri;1;;1.2.246.537.6.31.2007.2180;04.02.2008;;;;;;;;;6 Remisser och andra orsaker för kontakt;6 Lähetteet ja muut syyt;;;T;Andningsorganen, Annan remiss UNS;;;;;;;;;;;
R69;Hengityselimet, Muualla luokittelematon;Hengityselimet, Muualla luokittelematon;Hengityselimet, Muu käynnin syy;R;1;01.01.2000;31.12.2030;23.07.2014;Lehtonen, Santeri;1;;1.2.246.537.6.31.2007.2181;04.02.2008;;;;;;;;;6 Remisser och andra orsaker för kontakt;6 Lähetteet ja muut syyt;;;T;Andningsorganen, Annan orsak för kontakt UNS;;;;;;;;;;;
R71;Hinkuyskä;Hinkuyskä;Hinkuyskä;R;1;01.01.2000;31.12.2030;05.05.2020;Lehtonen, Santeri;1;;1.2.246.537.6.31.2007.2182;04.02.2008;Infektiot;;A37.9;laryngit R77;Yskä R05, Ylähengitystietulehdus R74;;A37.0,A37.1,A37.8,A37.9;parapertussis./pertussis;7 Sjukdomar/diagnoser;7 Taudit ja sairaudet;(1) hengitystietulehdus, jolle tyypillistä hakkaava kohtauksittain esiiintyvä yskä ja joka päättyy korkeaan sisäänhengitysvingahdukseen tai (2) hengitystietulehdus, joka kestänyt yli 3 viikkoa ja johon liittyy kontakti tunnettuun hinkuyskäpotilaaseen tai (3) osoitettu Bordetella pertussis/parapertussis;(1) respiratorisk infektion med en karakteristisk hackande hosta, som kommer stötvis och som slutar med en högfrekvent inspiratorisk kikning, eller (2) en respiratorisk infektion med hosta, som varat minst 3 veckor hos en person som varit i kontakt med ett könt fall av pertussis, eller (3) påvisande av Bordetella pertussis eller parapertussis;T;Kikhosta;parapertussis./pertussis;kurkunpään tulehdus R77;Infektioner;;Hosta R05, Övre luftvägsinfektion, akut R74;cough R05, upper respiratory infection R74;respiratory infection with a characteristic staccato paroxysmal cough ending with a high-pitched inspiratory whoop, or respiratory infection with cough of at least three weeks duration in contact with known pertussis, or demonstration of Bordetella pertussis or parapertussis;croup R77;parapertussis, pertussis;Whooping cough;
R72;Streptokokkitonsilliitti;Streptokokkitonsilliitti;Streptokokkitonsilliitti;R;1;01.01.2000;31.12.2030;05.05.2020;Lehtonen, Santeri;1;;1.2.246.537.6.31.2007.2183;04.02.2008;Infektiot;;J03.0;scharlakansfeber A78./erysipelas/ hudinfektion förorsakad av streptokocker S76;Nielurisatulehdus, akuutti R76;;J02.0,J03.0;påvisad streptokockfaryngit/ -tonsillit;7 Sjukdomar/diagnoser;7 Taudit ja sairaudet;akuutti nielutulehdus sekä näyttö beettahemolyyttisestä streptokokista;akut inflammation av svalget, plus påvisande av beta-hemolytiska streptokocker;T;Streptokockfaryngit;osoitettu streptokokkinielu-/nielurisatulehdus;tulirokko A78./ ruusu/streptokokin aiheuttama ihotulehdus S76;Infektioner;;Tonsillit akut R76;tonsillitis R76;acute inflammation of the throat, plus demonstration of beta-haemolytic streptococci;scarlet fever A78, erysipelas/strep skin infection S76;proven streptococcal pharyngitis/tonsillitis;Strep throat;
R73;Nenän äkämä/paise;Nenän äkämä/paise;Nenän äkämä/paise;R;1;01.01.2000;31.12.2030;05.05.2020;Lehtonen, Santeri;1;;1.2.246.537.6.31.2007.2184;04.02.2008;Infektiot;;J34.0;akut sinuit R75;;;J34.0;lokal näsinfektion;7 Sjukdomar/diagnoser;7 Taudit ja sairaudet;;;T;Furunkel/böld i näsan;paikallinen nenäontelon tulehdus;akuutti nenän sivuontelotulehdus R75;Infektioner;;;;;acute sinusitis R75;localized nose infection;Boil/abscess nose;
R74;Ylähengitystieinfektio, akuutti;Ylähengitystieinfektio, akuutti;Ylähengitystieinfektio, akuutti;R;1;01.01.2000;31.12.2030;05.05.2020;Lehtonen, Santeri;1;;1.2.246.537.6.31.2007.2185;04.02.2008;Infektiot;;J06.9;mässling A71./infektiös mononukleos A75./virusbetingad faryngokonjunktivit F70./sinuit R75./tonsillit/ halsböld R76./laryngit/ krupp R77./influensa R80./kronisk faryngit R83./allergisk rinit R97;;;B00.2,B08.5,J00,J02.8,J02.9,J06.0,J06.80,J06.89,J06.9;akut rinit./coryza./akut näskatarr./fllunssa./förkylning./nasofaryngit./faryngit;7 Sjukdomar/diagnoser;7 Taudit ja sairaudet;akuutti nenän tai nielun limakalvon tulehdus ilman tarkemmin määritellyn akuutin hengitystietulehdusten merkkejä;evidens för akut inflammation av slemhinna i näsa eller svalg i frånvaro av kriterier för en mera specificerad akut luftvägsinfektion, som klassificerats i detta avsnitt;T;Övre luftvägsinfektion, akut;akuutti nuha./flunssa./vilustuminen./nenä-kurkkutulehdus./nielutulehdus./ylähengitystietulehdus;tuhkarokko A71./ mononukleoosi A75./ tarttuva sidekalvontulehdus F70./ nenän sivuontelotulehdus R75./ nielurisatulehdus/nielupaise R76./ kurkunpääntulehdus R77./ influenssa R80./ krooninen nielutulehdus R83./ allerginen nuha R97;Infektioner;;;;evidence of acute inflammation of nasal or pharyngeal mucosa with absence of criteria for more specifically defined acute respiratory infection classified in this section;measles A71, infectious mononucleosis A75, viral pharyngoconjunctivitis F70, sinusitis R75, tonsillitis/quinsy R76, laryngitis/croup R77, influenza R80, chronic pharyngitis R83, allergic rhinitis R97;acute rhinitis, coryza, head cold, nasopharyngitis, pharyngitis, URTI/URI;Upper respiratory infection acute;T
R75;Nenän sivuontelotulehdus, akuutti/krooninen;Nenän sivuontelotulehdus, akuutti/krooninen;Nenän sivuontelotulehdus, akuutti/krooninen;R;1;01.01.2000;31.12.2030;05.05.2020;Lehtonen, Santeri;1;;1.2.246.537.6.31.2007.2186;04.02.2008;Infektiot;;J01.9;;Päänsärky N01, Kasvokipu N03, Ylähengitystietulehdus, akuutti R74;;J01.0,J01.1,J01.2,J01.3,J01.4,J01.8,J01.9,J06.80,J06.89,J06.9,J32.0,J32.1,J32.2,J32.3,J32.4,J32.8,J32.9;sinuit av vilken som helst av näsans bihålor;7 Sjukdomar/diagnoser;7 Taudit ja sairaudet;(1) märkäinen erite nenästä/nenänielusta tai (2) aikaisempia lääkkeellä hoidettuja sivuontelotulehduksia ja arkuus yhdessä tai useammassa sivuontelossa tai (3) voimakas pään asentoon liittyvä särky kasvoissa tai (4) läpikuultavuus valokokeessa tai (5) kuvantamisella todettu sivuontelotulehdus / märkää sivuontelosta;(1) purulent utsöndring från näsa/ nässvalg, eller (2) tidigare medicinskt behandlade episoder av sinuit, plus ömhet över en bihåla/ flera bihålor, eller (3) djupt sittande ansiktsvärk, som accentueras av att luta huvudet ned, eller (4) skuggning vid transilluminering, eller (5) radiografisk evidens för sinuit, eller var, som erhållits från bihåla;T;Sinuit akut/kronisk;minkä tahansa nenän sivuontelon tulehdus;;Infektioner;;Huvudvärk N01, Ansiktssmärta N03, Övre luftvägsinfektion akut R74;headache N01, face pain N03, upper respiratory tract infection R74;purulent nasal/post-nasal discharge, or previous medically treated episodes of sinusitis, plus tenderness over one/more sinuses, or deep-seated aching facial pain aggravated by dependency of head, or opacity on transillumination, or imaging evidence of sinusitis, or pus obtained from the sinus;;sinusitis affecting any paranasal sinus;Sinusitis acute/chronic;
R76;Nielurisatulehdus, akuutti;Nielurisatulehdus, akuutti;Nielurisatulehdus, akuutti;R;1;01.01.2000;31.12.2030;05.05.2020;Lehtonen, Santeri;1;;1.2.246.537.6.31.2007.2187;04.02.2008;Infektiot;;J03.9;mässling A71./infektiös mononukleos A75./difteri R83./hypertrofi/ kronisk infektion av tonsillerna R90;Ylähengitystietulehdus, akuutti R74;;J03.8,J03.9,J36;peritonsillär abscess;7 Sjukdomar/diagnoser;7 Taudit ja sairaudet;kurkkukipu tai kuume yhdistyneenä punoittaviin nielurisoihin ja joko katetta suurentuneiden nielurisojen päällä tai suurentuneet arat paikalliset imusolmukkeet;ont i halsen med rodnad av en (eller flera) tonsill(er), som är starkare än i den bakre svalgväggen, samt antingen var eller svullen/svullna tonsill(er) eller förstorade ömmande regionala lymfkörtlar;T;Tonsillit akut;akuutti tonsilliitti./nielupaise/peritonsillaariabskessi;mononukleoosi/rauhaskuume A75./ streptokokkinielutulehdus R72./ kurkkumätä R83./ nielurisojen liikakasvu / krooninen tulehdus R90;Infektioner;;Övre luftvägsinfektion, akut R74;acute upper respiratory tract infection R74;sore throat or fever with reddening of tonsil(s) more than the posterior pharyngeal wall, and either pus on swollen tonsil(s) or enlarged tender regional lymph nodes;infectious mononucleosis A75, strep throat R72, diphtheria R83, hypertrophy/chronic infection of tonsils R90;peritonsillar abscess, quinsy;Tonsillitis acute;
R77;Kurkunpään/henkitorven tulehdus, akuutti;Kurkunpään/henkitorven tulehdus, akuutti;Kurkunpään/henkitorven tulehdus, akuutti;R;1;01.01.2000;31.12.2030;05.05.2020;Lehtonen, Santeri;1;;1.2.246.537.6.31.2007.2188;04.02.2008;Infektiot;;J04.2;laryngotrakeobronkit R78./epiglottit R83;Ylähengitystietulehdus, akuutti R74;;J04.0,J04.1,J04.2,J05.0,J38.5;krupp;7 Sjukdomar/diagnoser;7 Taudit ja sairaudet;(1) äänen käheys / hengityksen vinkuminen joko ilman hengitysvaikeutta tai siihen liittyen tai (2) syvä, kuiva ja kivulias (lapsilla haukkuva) yskä ja normaalit keuhkolöydökset;(1) heshet/ stridor med/ utan andningssvårigheter, eller (2) djup torr smärtsam hosta (skällande hos barn), samt normala bröstfynd;T;Akut laryngit/trakeit;pseudokruppi./valekuristustauti;kurkunpää-henkitorvi-keuhkoputkitulehdus R78./ kurkunkannentulehdus R83;Infektioner;;Övre luftvägsinfektion, akut R74;upper respiratory tract infection R74;hoarseness/stridor with/without respiratory distress, or deep dry painful cough (barking in children), and normal chest signs;laryngotracheobronchitis R78, epiglottitis R83;false croup, pseudocroup;Laryngitis/tracheitis acute;
