CodeId;Abbreviation;ShortName;LongName;ParentId;HierarchyLevel;BeginningDate;ExpiringDate;LastModifiedDate;LastModifiedBy;Status;Description;OID;CreatedDate;A:Alakomponentti (icpc);ALONG:Anm.;ALONG:Ensisijainen ICD-10;ALONG:Exkluderar;A:Harkitse (icpc);ALONG:Huom.;ALONG:ICD-10;ALONG:Inkluderar;A:Komponent (icpc);A:Komponentti (icpc);ALONG:Kriteerit (icpc);ALONG:Kriterier (icpc);A:Lehtisolmu;A:Långt_namn;ALONG:Mukaan lukien;ALONG:Pois lukien;A:Subkomponent (icpc);A:Sukupuoli;A:Överväg (icpc);ALONG:Consider_EN;ALONG:Criteria_EN;ALONG:Exclusion_EN;ALONG:Inclusion_EN;A:Long_name;A:Päivystysapu116117
D23;Maksan suurentuma;Maksan suurentuma;Maksan suurentuma;D;1;01.01.2000;31.12.2030;05.05.2020;Lehtonen, Santeri;1;;1.2.246.537.6.31.2007.1564;04.02.2008;;;;;;;R16.0,R16.2;hepatomegali;1 Symptom/besvär;1 Oireet ja vaivat;;;T;Leverförstoring;hepatomegalia;;;;;;;;;Hepatomegaly;
D24;Kyhmy/patti/muhkura mahassa, määrittämätön;Kyhmy/patti/muhkura mahassa, määrittämätön;Kyhmy/patti/muhkura mahassa, määrittämätön;D;1;01.01.2000;31.12.2030;05.05.2020;Lehtonen, Santeri;1;;1.2.246.537.6.31.2007.1565;04.02.2008;;;;splenomegali B87./hepatomegali D23./njurtumör U14;;;R19.0;knöl i magen;1 Symptom/besvär;1 Oireet ja vaivat;;;T;Utfyllnad i buken UNS;patti mahassa;pernan suurentuma B87./ maksan suurentuma D23./ munuaistuumori U14;;;;;;splenomegaly B87, hepatomegaly D23, renal mass U14;lump abdomen;Abdominal mass NOS;
D25;Vatsan turvotus;Vatsan turvotus;Vatsan turvotus;D;1;01.01.2000;31.12.2030;05.05.2020;Lehtonen, Santeri;1;;1.2.246.537.6.31.2007.1566;04.02.2008;;;;flatulens / väderspänning D08./knöl i magen D24./ascites D29;;;R19.0;svullen buk utan knöl;1 Symptom/besvär;1 Oireet ja vaivat;;;T;Spänd mage;vatsan turvotus ilman kyhmyä;ilmavaiva/kaasunmuodostus/röyhtäily D08./ tuumori mahassa D24./ vesivatsa D29;;;;;;flatulence/gas/belching D08, abdominal mass D24, ascites D29;abdominal swelling without mass;Abdominal distension;
D26;Huoli/pelko ruuansulatuselimen syövästä;Huoli/pelko ruuansulatuselimen syövästä;Huoli/pelko ruuansulatuselimen syövästä;D;1;01.01.2000;31.12.2030;05.05.2020;Lehtonen, Santeri;1;;1.2.246.537.6.31.2007.1567;04.02.2008;;;;om patienten har sjukdomen./koda sjukdomen;;;Z71.1;;1 Symptom/besvär;1 Oireet ja vaivat;potilaan huoli/pelko ruoansulatuselimistön syövästä ilman/ennen varmistettua diagnoosia;bekymmer / rädsla för cancer i matsmältningsorganen hos en patient utan sjukdomen / till dess att diagnosen är verifierad;T;Rädsla för cancer i matsmältningskanalen;;jos potilaalla on sairaus, koodaa se;;;;;concern about/fear of cancer of digestive system in a patient without the disease/until the diagnosis is proven;if the patient has the disease, code the disease;;Fear of cancer of digestive system;
D27;Huoli/pelko ruuansulatuselimen muusta sairaudesta;Huoli/pelko ruuansulatuselimen muusta sairaudesta;Huoli/pelko ruuansulatuselimen muusta sairaudesta;D;1;01.01.2000;31.12.2030;05.05.2020;Lehtonen, Santeri;1;;1.2.246.537.6.31.2007.1568;04.02.2008;;;;rädsla för cancer i matsmältningsorganen D26./om patienten har sjukdomen./koda sjukdomen;;;Z71.1;;1 Symptom/besvär;1 Oireet ja vaivat;potilaan huoli/pelko muusta ruoansulatuselimistön sairaudesta ilman/ennen varmistettua diagnoosia;bekymmer / rädsla för annan sjukdom i matsmältningsorganen hos en patient utan sjukdomen / till dess att diagnosen är verifierad;T;Rädsla för annan sjukdom i matsmältningskanalen;;ruoansulatuselimistön syövän pelko D26./ jos potilaalla on syöpä./koodaa se;;;;;concern about/fear of other digestive disease in a patient without the disease/until the diagnosis is proven;fear of cancer of digestive system D26, if the patient has the disease, code the disease;;Fear of digestive disease other;
D28;Toiminnanvajaus, ruuansulatuselimen;Toiminnanvajaus, ruuansulatuselimen;Toiminnanvajaus, ruuansulatuselimen;D;1;01.01.2000;31.12.2030;05.05.2020;Lehtonen, Santeri;1;;1.2.246.537.6.31.2007.1569;04.02.2008;;COOP / WONCA-korten lämpar sig för att dokumentera patientens funktionsförmåga (se kapitel 8).;;colostomi / gastrostomi A89./störning efter gastroenterologisk kirurgi D99./dumping syndrom D99;;Ks. COOP/Wonca-taulukot toimintakyvyn kuvaamisessa (luku 8) kirjassa ICPC-2 Perusterveydenhuollon kansainvälinen luokitus (Kuntaliitto 2010);Z73.6;;1 Symptom/besvär;1 Oireet ja vaivat;ruuansulatuselimen ongelmaan liittyvä toiminnanvajaus tai toiminnan rajoittuneisuus;begränsning av funktion / handikapp beroende på ett problem i matsmältningsorganen;T;Funktionsbegränsning / handikapp beträffande matsmältningsorganen;;paksusuoli-/mahalaukkuavanne A89./ leikkauksenjälkeinen häiriö D99./ mahalaukunpoiston jälkioireisto D99;;;;;limitation of function/disability due to a digestive problem;colostomy/gastrostomy A89, post surgery disorder D99, dumping syndrome D99;;Limited function/disability (D);
D29;Muu ruuansulatuselimen oire/vaiva;Muu ruuansulatuselimen oire/vaiva;Muu ruuansulatuselimen oire/vaiva;D;1;01.01.2000;31.12.2030;05.05.2020;Lehtonen, Santeri;1;;1.2.246.537.6.31.2007.1570;04.02.2008;;;;;;;K03.80,K03.81,K03.88,R18,R19.1,R19.2,R19.3,R19.8;ascites./tandgnissel./bruxism;1 Symptom/besvär;1 Oireet ja vaivat;;;T;Annat matsmältningssymptom / besvär;askites./hampaiden narskuttelu./vesivatsa;;;;;;;;ascites, teeth grinding;Digestive symptom/complaint other;T
D30;Ruoansulatuselimet, Laaja tutkimus/arviointi;Ruoansulatuselimet, Laaja tutkimus/arviointi;Ruoansulatuselimet, Laaja terveydentilan arviointi/tarkastus;D;1;01.01.2000;31.12.2030;23.07.2014;Lehtonen, Santeri;1;;1.2.246.537.6.31.2007.1571;04.02.2008;;;;;;;;;2 Diagnostiska och preventiva åtgärder;2 Diagnostiset ja ennaltaehkäisevät toimenpiteet;;;T;Matsmältningsorganen, Medicinsk undersökning / grundlig;;;;;;;;;;;
D31;Ruuansulatuselimet, Suppea tutkimus/arviointi;Ruuansulatuselimet, Suppea tutkimus/arviointi;Ruoansulatuselimet, Suppea terveydentilan arviointi/tarkastus;D;1;01.01.2000;31.12.2030;23.07.2014;Lehtonen, Santeri;1;;1.2.246.537.6.31.2007.1572;04.02.2008;;;;;;;;;2 Diagnostiska och preventiva åtgärder;2 Diagnostiset ja ennaltaehkäisevät toimenpiteet;;;T;Matsmältningsorganen, Medicinsk undersökning / partiell;;;;;;;;;;;
D32;Ruoansulatuselimet, Allergiatutkimus;Ruoansulatuselimet, Allergiatutkimus;Ruoansulatuselimet, Allergiatutkimus;D;1;01.01.2000;31.12.2030;23.07.2014;Lehtonen, Santeri;1;;1.2.246.537.6.31.2007.1573;04.02.2008;;;;;;;;;2 Diagnostiska och preventiva åtgärder;2 Diagnostiset ja ennaltaehkäisevät toimenpiteet;;;T;Matsmältningsorganen, Allergitest;;;;;;;;;;;
D33;Ruoansulatuselimet, Mikrobiol./immun. koe;Ruoansulatuselimet, Mikrobiol./immun. koe;Ruoansulatuselimet, Mikrobiologinen/immunologinen koe;D;1;01.01.2000;31.12.2030;23.07.2014;Lehtonen, Santeri;1;;1.2.246.537.6.31.2007.1574;04.02.2008;;;;;;;;;2 Diagnostiska och preventiva åtgärder;2 Diagnostiset ja ennaltaehkäisevät toimenpiteet;;;T;Matsmältningsorganen, Mikrobiologiskt / annat immunologiskt prov;;;;;;;;;;;
D34;Ruoansulatuselimet, Veritutkimus;Ruoansulatuselimet, Veritutkimus;Ruoansulatuselimet, Veritutkimus;D;1;01.01.2000;31.12.2030;23.07.2014;Lehtonen, Santeri;1;;1.2.246.537.6.31.2007.1575;04.02.2008;;;;;;;;;2 Diagnostiska och preventiva åtgärder;2 Diagnostiset ja ennaltaehkäisevät toimenpiteet;;;T;Matsmältningsorganen, Blodprov;;;;;;;;;;;
D35;Ruoansulatuselimet, Virtsatutkimus;Ruoansulatuselimet, Virtsatutkimus;Ruoansulatuselimet, Virtsatutkimus;D;1;01.01.2000;31.12.2030;23.07.2014;Lehtonen, Santeri;1;;1.2.246.537.6.31.2007.1576;04.02.2008;;;;;;;;;2 Diagnostiska och preventiva åtgärder;2 Diagnostiset ja ennaltaehkäisevät toimenpiteet;;;T;Matsmältningsorganen, Urinprov;;;;;;;;;;;
D36;Ruoansulatuselimet, Ulostetutkimus;Ruoansulatuselimet, Ulostetutkimus;Ruoansulatuselimet, Ulostetutkimus;D;1;01.01.2000;31.12.2030;23.07.2014;Lehtonen, Santeri;1;;1.2.246.537.6.31.2007.1577;04.02.2008;;;;;;;;;2 Diagnostiska och preventiva åtgärder;2 Diagnostiset ja ennaltaehkäisevät toimenpiteet;;;T;Matsmältningsorganen, Avföringsprov;;;;;;;;;;;
D37;Ruoansulatuselimet, Histol./sytol. tutk.;Ruoansulatuselimet, Histol./sytol. tutk.;Ruoansulatuselimet, Histologinen/sytologinen tutkimus;D;1;01.01.2000;31.12.2030;23.07.2014;Lehtonen, Santeri;1;;1.2.246.537.6.31.2007.1578;04.02.2008;;;;;;;;;2 Diagnostiska och preventiva åtgärder;2 Diagnostiset ja ennaltaehkäisevät toimenpiteet;;;T;Matsmältningsorganen, Histologiskt / cytologiskt prov;;;;;;;;;;;
D38;Ruuansulatuselimet, Muu lab.tutkimus;Ruuansulatuselimet, Muu lab.tutkimus;Ruoansulatuselimet, Muu laboratoriotutkimus;D;1;01.01.2000;31.12.2030;23.07.2014;Lehtonen, Santeri;1;;1.2.246.537.6.31.2007.1579;04.02.2008;;;;;;;;;2 Diagnostiska och preventiva åtgärder;2 Diagnostiset ja ennaltaehkäisevät toimenpiteet;;;T;Matsmältningsorganen, Annat laboratorieprov UNS;;;;;;;;;;;
D39;Ruoansulatuselimet, Kliin. toimintakoe;Ruoansulatuselimet, Kliin. toimintakoe;Ruoansulatuselimet, Kliininen toimintakoe;D;1;01.01.2000;31.12.2030;23.07.2014;Lehtonen, Santeri;1;;1.2.246.537.6.31.2007.1580;04.02.2008;;;;;;;;;2 Diagnostiska och preventiva åtgärder;2 Diagnostiset ja ennaltaehkäisevät toimenpiteet;;;T;Matsmältningsorganen, Kliniskt funktionstest;;;;;;;;;;;
D40;Ruoansulatuselimet, Diagn. endoskopia;Ruoansulatuselimet, Diagn. endoskopia;Ruoansulatuselimet, Diagnostinen endoskopia;D;1;01.01.2000;31.12.2030;23.07.2014;Lehtonen, Santeri;1;;1.2.246.537.6.31.2007.1581;04.02.2008;;;;;;;;;2 Diagnostiska och preventiva åtgärder;2 Diagnostiset ja ennaltaehkäisevät toimenpiteet;;;T;Matsmältningsorganen, Diagnostisk endoskopi;;;;;;;;;;;
D41;Ruuansulatuselimet, Diagn. Kuvantaminen;Ruuansulatuselimet, Diagn. Kuvantaminen;Ruoansulatuselimet, Diagnostinen kuvantaminen;D;1;01.01.2000;31.12.2030;23.07.2014;Lehtonen, Santeri;1;;1.2.246.537.6.31.2007.1582;04.02.2008;;;;;;;;;2 Diagnostiska och preventiva åtgärder;2 Diagnostiset ja ennaltaehkäisevät toimenpiteet;;;T;Matsmältningsorganen, Radiologisk diagnostik eller annan bilddiagnostik;;;;;;;;;;;
D42;Ruoansulatuselimet, Elektrofys. tutk.;Ruoansulatuselimet, Elektrofys. tutk.;Ruoansulatuselimet, Elektrofysiologinen tutkimus;D;1;01.01.2000;31.12.2030;23.07.2014;Lehtonen, Santeri;1;;1.2.246.537.6.31.2007.1583;04.02.2008;;;;;;;;;2 Diagnostiska och preventiva åtgärder;2 Diagnostiset ja ennaltaehkäisevät toimenpiteet;;;T;Matsmältningsorganen, Elektrofysiologisk undersökning;;;;;;;;;;;
D43;Ruoansulatuselimet, Muu tutkimus;Ruoansulatuselimet, Muu tutkimus;Ruoansulatuselimet, Muu tutkimustoimenpide;D;1;01.01.2000;31.12.2030;23.07.2014;Lehtonen, Santeri;1;;1.2.246.537.6.31.2007.1584;04.02.2008;;;;;;;;;2 Diagnostiska och preventiva åtgärder;2 Diagnostiset ja ennaltaehkäisevät toimenpiteet;;;T;Matsmältningsorganen, Annan diagnostisk åtgärd;;;;;;;;;;;
D44;Ruuansulatuselimet, Rokotus / enn.ehk. lääk.;Ruuansulatuselimet, Rokotus / enn.ehk. lääk.;Ruoansulatuselimet, Rokotus / ennaltaehkäisevä lääkitys;D;1;01.01.2000;31.12.2030;23.07.2014;Lehtonen, Santeri;1;;1.2.246.537.6.31.2007.1585;04.02.2008;;;;;;;;;2 Diagnostiska och preventiva åtgärder;2 Diagnostiset ja ennaltaehkäisevät toimenpiteet;;;T;Matsmältningsorganen, Preventiv immunisering / medicinering;;;;;;;;;;;
D45;Ruuansulatuselimet, Seuranta/neuvonta;Ruuansulatuselimet, Seuranta/neuvonta;Ruoansulatuselimet, Seuranta/terveysneuvonta/ruokavalioneuvonta;D;1;01.01.2000;31.12.2030;23.07.2014;Lehtonen, Santeri;1;;1.2.246.537.6.31.2007.1586;04.02.2008;;;;;;;;;2 Diagnostiska och preventiva åtgärder;2 Diagnostiset ja ennaltaehkäisevät toimenpiteet;;;T;Matsmältningsorganen, Observation / hälsofostran / rådgivning / dietrådgivning;;;;;;;;;;;
D46;Ruuansulatuselimet, Pth konsultaatio;Ruuansulatuselimet, Pth konsultaatio;Ruoansulatuselimet, Perusterveydenhuollon asiantuntijan konsultaatio;D;1;01.01.2000;31.12.2030;23.07.2014;Lehtonen, Santeri;1;;1.2.246.537.6.31.2007.1587;04.02.2008;;;;;;;;;2 Diagnostiska och preventiva åtgärder;2 Diagnostiset ja ennaltaehkäisevät toimenpiteet;;;T;Matsmältningsorganen, Konsultation med person yrkesverksam inom primärvården;;;;;;;;;;;
D47;Ruuansulatuselimet, Esh konsultaatio;Ruuansulatuselimet, Esh konsultaatio;Ruoansulatuselimet, Erikoislääkärin konsultaatio;D;1;01.01.2000;31.12.2030;23.07.2014;Lehtonen, Santeri;1;;1.2.246.537.6.31.2007.1588;04.02.2008;;;;;;;;;2 Diagnostiska och preventiva åtgärder;2 Diagnostiset ja ennaltaehkäisevät toimenpiteet;;;T;Matsmältningsorganen, Specialistkonsultation;;;;;;;;;;;
D48;Ruuansulatuselimet, Pot. tarpeiden selvitt.;Ruuansulatuselimet, Pot. tarpeiden selvitt.;Ruoansulatuselimet, Potilaan tarpeiden/tulosyyn selvittäminen;D;1;01.01.2000;31.12.2030;23.07.2014;Lehtonen, Santeri;1;;1.2.246.537.6.31.2007.1589;04.02.2008;;;;;;;;;2 Diagnostiska och preventiva åtgärder;2 Diagnostiset ja ennaltaehkäisevät toimenpiteet;;;T;Matsmältningsorganen, Utredning av patientens kontaktorsak / -behov;;;;;;;;;;;
D49;Ruuansulatuselimet, Muu ennaltaehk. tmp;Ruuansulatuselimet, Muu ennaltaehk. tmp;Ruoansulatuselimet, Muu ennaltaehkäisevä toimenpide;D;1;01.01.2000;31.12.2030;23.07.2014;Lehtonen, Santeri;1;;1.2.246.537.6.31.2007.1590;04.02.2008;;;;;;;;;2 Diagnostiska och preventiva åtgärder;2 Diagnostiset ja ennaltaehkäisevät toimenpiteet;;;T;Matsmältningsorganen, Annan förebyggande åtgärd;;;;;;;;;;;
D50;Ruuansulatuselimet, Lääkitys;Ruuansulatuselimet, Lääkitys;Ruoansulatuselimet, Lääkitys/lääkemääräys/uusinta/injektio;D;1;01.01.2000;31.12.2030;23.07.2014;Lehtonen, Santeri;1;;1.2.246.537.6.31.2007.1591;04.02.2008;;;;;;;;;3 Medicinering och vårdåtgerder;3 Lääkitys ja hoitotoimenpiteet;;;T;Matsmältningsorganen, Medicinering / ordination / förnyelse / injektion;;;;;;;;;;;
D51;Ruuansulatuselimet, Aukaisu/kanylointi/huuht.;Ruuansulatuselimet, Aukaisu/kanylointi/huuht.;Ruoansulatuselimet, Aukaisu/kanylointi/huuhtelu/imu/nesteenpoisto;D;1;01.01.2000;31.12.2030;23.07.2014;Lehtonen, Santeri;1;;1.2.246.537.6.31.2007.1592;04.02.2008;;;;;;;;;3 Medicinering och vårdåtgerder;3 Lääkitys ja hoitotoimenpiteet;;;T;Matsmältningsorganen, Incision / dränage / sköljning / aspiration;;;;;;;;;;;
D52;Ruuansulatuselimet, Kudoksen poisto/poltto;Ruuansulatuselimet, Kudoksen poisto/poltto;Ruoansulatuselimet, Kudoksen poisto/poltto/tuhoaminen / koepalan otto / kudosjätteen poisto;D;1;01.01.2000;31.12.2030;23.07.2014;Lehtonen, Santeri;1;;1.2.246.537.6.31.2007.1593;04.02.2008;;;;;;;;;3 Medicinering och vårdåtgerder;3 Lääkitys ja hoitotoimenpiteet;;;T;Matsmältningsorganen, Excision / avlägsnande av vävnad / biopsi / destruktion / revision / kauterisation;;;;;;;;;;;
D53;Ruuansulatuselimet, Katetrointi/intub.;Ruuansulatuselimet, Katetrointi/intub.;Ruoansulatuselimet, Katetrointi/intubointi/laajentaminen;D;1;01.01.2000;31.12.2030;23.07.2014;Lehtonen, Santeri;1;;1.2.246.537.6.31.2007.1594;04.02.2008;;;;;;;;;3 Medicinering och vårdåtgerder;3 Lääkitys ja hoitotoimenpiteet;;;T;Matsmältningsorganen, Instrumentering / katetrisering / intubering / dilatering;;;;;;;;;;;
D54;Ruuansulatuselimet, Ompelu/korjaus/kipsaus;Ruuansulatuselimet, Ompelu/korjaus/kipsaus;Ruoansulatuselimet, Ompelu/korjaus/kipsaus / proteesin asennus (tai poisto);D;1;01.01.2000;31.12.2030;23.07.2014;Lehtonen, Santeri;1;;1.2.246.537.6.31.2007.1595;04.02.2008;;;;;;;;;3 Medicinering och vårdåtgerder;3 Lääkitys ja hoitotoimenpiteet;;;T;Matsmältningsorganen, Reparation / fixation - suturering / gipsning / protetik (applikation / borttagning);;;;;;;;;;;
D55;Ruoansulatuselimet, Paikall. lääkeaineinjekt.;Ruoansulatuselimet, Paikall. lääkeaineinjekt.;Ruoansulatuselimet, Paikallinen lääkeaineinjektio;D;1;01.01.2000;31.12.2030;23.07.2014;Lehtonen, Santeri;1;;1.2.246.537.6.31.2007.1596;04.02.2008;;;;;;;;;3 Medicinering och vårdåtgerder;3 Lääkitys ja hoitotoimenpiteet;;;T;Matsmältningsorganen, Lokal injektion / infiltration;;;;;;;;;;;
D56;Ruoansulatuselimet, Sidos/kompr./tampon.;Ruoansulatuselimet, Sidos/kompr./tampon.;Ruoansulatuselimet, Sidos/kompressi/tamponointi;D;1;01.01.2000;31.12.2030;23.07.2014;Lehtonen, Santeri;1;;1.2.246.537.6.31.2007.1597;04.02.2008;;;;;;;;;3 Medicinering och vårdåtgerder;3 Lääkitys ja hoitotoimenpiteet;;;T;Matsmältningsorganen, Förbindning / tryckförband / tamponad;;;;;;;;;;;
D57;Ruoansulatuselimet, Fys.hoito/kuntoutus;Ruoansulatuselimet, Fys.hoito/kuntoutus;Ruoansulatuselimet, Fysikaalinen hoito / kuntoutus;D;1;01.01.2000;31.12.2030;23.07.2014;Lehtonen, Santeri;1;;1.2.246.537.6.31.2007.1598;04.02.2008;;;;;;;;;3 Medicinering och vårdåtgerder;3 Lääkitys ja hoitotoimenpiteet;;;T;Matsmältningsorganen, Fysioterapi / rehabilitation;;;;;;;;;;;
D58;Ruuansulatuselimet, Terapeuttinen neuvonta;Ruuansulatuselimet, Terapeuttinen neuvonta;Ruoansulatuselimet, Terapeuttinen neuvonta / kuuntelu;D;1;01.01.2000;31.12.2030;23.07.2014;Lehtonen, Santeri;1;;1.2.246.537.6.31.2007.1599;04.02.2008;;;;;;;;;3 Medicinering och vårdåtgerder;3 Lääkitys ja hoitotoimenpiteet;;;T;Matsmältningsorganen, Terapeutisk rådgivning / lyssnande;;;;;;;;;;;
D59;Ruuansulatuselimet, Muu hoitotoimenpide;Ruuansulatuselimet, Muu hoitotoimenpide;Ruoansulatuselimet, Muu hoitotoimenpide / muualla luokittelematon pikkukirurgia;D;1;01.01.2000;31.12.2030;23.07.2014;Lehtonen, Santeri;1;;1.2.246.537.6.31.2007.1600;04.02.2008;;;;;;;;;3 Medicinering och vårdåtgerder;3 Lääkitys ja hoitotoimenpiteet;;;T;Matsmältningsorganen, Annan terapeutisk åtgärd / mindre kirurgiskt ingrepp UNS;;;;;;;;;;;
D60;Ruoansulatuselimet, Tulosten kuuleminen;Ruoansulatuselimet, Tulosten kuuleminen;Ruoansulatuselimet, Tutkimustulosten kuuleminen;D;1;01.01.2000;31.12.2030;23.07.2014;Lehtonen, Santeri;1;;1.2.246.537.6.31.2007.1601;04.02.2008;;;;;;;;;4 Resultat;4 Tulokset;;;T;Matsmältningsorganen, Resultat av test / åtgärder;;;;;;;;;;;
D61;Ruuansulatuselimet, Tutk.tulos toiselta;Ruuansulatuselimet, Tutk.tulos toiselta;Ruoansulatuselimet, Tutkimustulos/testitulos/potilaskertomus/kirje toiselta hoidonantajalta;D;1;01.01.2000;31.12.2030;23.07.2014;Lehtonen, Santeri;1;;1.2.246.537.6.31.2007.1602;04.02.2008;;;;;;;;;4 Resultat;4 Tulokset;;;T;Matsmältningsorganen, Resultat av test / åtgärd / sjukjournal föreskriven av annan vårdgivare;;;;;;;;;;;
D62;Ruoansulatuselimet, Hallinnollinen toimenpide;Ruoansulatuselimet, Hallinnollinen toimenpide;Ruoansulatuselimet, Hallinnollinen toimenpide;D;1;01.01.2000;31.12.2030;23.07.2014;Lehtonen, Santeri;1;;1.2.246.537.6.31.2007.1603;04.02.2008;;;;;;;;;5 Administrativa åtgärder;5 Hallinnolliset syyt;;;T;Matsmältningsorganen, Administrativa åtgärder;;;;;;;;;;;
D63;Ruoansulatuselimet, Muu seuranta;Ruoansulatuselimet, Muu seuranta;Ruoansulatuselimet, Muu seurantakäynti;D;1;01.01.2000;31.12.2030;23.07.2014;Lehtonen, Santeri;1;;1.2.246.537.6.31.2007.1604;04.02.2008;;;;;;;;;6 Remisser och andra orsaker för kontakt;6 Lähetteet ja muut syyt;;;T;Matsmältningsorganen, Uppföljningsbesök, ospecificerat;;;;;;;;;;;
D64;Ruuansulatuselimet, Hoidonantaja käynnistänyt;Ruuansulatuselimet, Hoidonantaja käynnistänyt;Ruoansulatuselimet, Hoidonantajan käynnistämä tapahtuma;D;1;01.01.2000;31.12.2030;23.07.2014;Lehtonen, Santeri;1;;1.2.246.537.6.31.2007.1605;04.02.2008;;;;;;;;;6 Remisser och andra orsaker för kontakt;6 Lähetteet ja muut syyt;;;T;Matsmältningsorganen, Besök / problem initierat av vårdgivaren;;;;;;;;;;;
D65;Ruuansulatuselimet, Muu henkilö käynnistänyt;Ruuansulatuselimet, Muu henkilö käynnistänyt;Ruoansulatuselimet, Muun henkilön käynnistämä tapahtuma;D;1;01.01.2000;31.12.2030;23.07.2014;Lehtonen, Santeri;1;;1.2.246.537.6.31.2007.1606;04.02.2008;;;;;;;;;6 Remisser och andra orsaker för kontakt;6 Lähetteet ja muut syyt;;;T;Matsmältningsorganen, Besök / problem initierat av annan än patienten eller vårdgivaren;;;;;;;;;;;
D66;Ruuansulatuselimet, Lähete pth;Ruuansulatuselimet, Lähete pth;Ruoansulatuselimet, Lähete muulle perusterveydenhuollon ammattihenkilölle;D;1;01.01.2000;31.12.2030;23.07.2014;Lehtonen, Santeri;1;;1.2.246.537.6.31.2007.1607;04.02.2008;;;;;;;;;6 Remisser och andra orsaker för kontakt;6 Lähetteet ja muut syyt;;;T;Matsmältningsorganen, Remiss till annan vårdgivare / skötare / terapeut / socialarbetare;;;;;;;;;;;
D67;Ruuansulatuselimet, Lähete esh/sairaala;Ruuansulatuselimet, Lähete esh/sairaala;Ruoansulatuselimet, Lähete erikoislääkärille/sairaalaan;D;1;01.01.2000;31.12.2030;23.07.2014;Lehtonen, Santeri;1;;1.2.246.537.6.31.2007.1608;04.02.2008;;;;;;;;;6 Remisser och andra orsaker för kontakt;6 Lähetteet ja muut syyt;;;T;Matsmältningsorganen, Remiss till läkare / specialist / poliklinik / sjukhus / specialsjukvård;;;;;;;;;;;
D68;Ruoansulatuselimet, Muu lähete;Ruoansulatuselimet, Muu lähete;Ruoansulatuselimet, Muu lähete;D;1;01.01.2000;31.12.2030;23.07.2014;Lehtonen, Santeri;1;;1.2.246.537.6.31.2007.1609;04.02.2008;;;;;;;;;6 Remisser och andra orsaker för kontakt;6 Lähetteet ja muut syyt;;;T;Matsmältningsorganen, Annan remiss UNS;;;;;;;;;;;
D69;Ruuansulatuselimet, Muualla luokittelematon;Ruuansulatuselimet, Muualla luokittelematon;Ruoansulatuselimet, Muu käynnin syy;D;1;01.01.2000;31.12.2030;23.07.2014;Lehtonen, Santeri;1;;1.2.246.537.6.31.2007.1610;04.02.2008;;;;;;;;;6 Remisser och andra orsaker för kontakt;6 Lähetteet ja muut syyt;;;T;Matsmältningsorganen, Annan orsak för kontakt UNS;;;;;;;;;;;
D70;Ruoansulatuskanavan infektio;Ruoansulatuskanavan infektio;Ruoansulatuskanavan infektio;D;1;01.01.2000;31.12.2030;05.05.2020;Lehtonen, Santeri;1;;1.2.246.537.6.31.2007.1611;04.02.2008;Infektiot;;;kontakt med / bärare av smittosam / parasit-sjukdom A99./gastroenterit./infektion antagen D73;Maha-suolitulehdus, tarttuvaksi oletettu D73;;A00.0,A00.1,A00.9,A01.0,A01.1,A01.2,A01.3,A01.4,A02.0,A02.1,A02.2,A02.8,A02.9,A03.0,A03.1,A03.2,A03.3,A03.8,A03.9,A04.0,A04.1,A04.2,A04.3,A04.4,A04.5,A04.6,A04.7,A04.8,A04.9,A05.0,A05.1,A05.2,A05.3,A05.4,A05.8,A05.9,A06.0,A06.1,A06.2,A06.3,A06.4,A06.5,A06.6,A06.7,A06.8,A06.9,A07.0,A07.1,A07.2,A07.3,A07.8,A07.9,A08.0,A08.1,A08.2,A08.3,A08.4,A08.5;gatrointestinal infektion ter.// dysenteri framkallad av specifika organismer inkluderande campylobacter./giardia./salmonella./shigella./paratyfus./kolera;7 Sjukdomar/diagnoser;7 Taudit ja sairaudet;oireinen potilas, jolla osoitettu taudinaiheuttajabakteeri, -virus tai -alkueläin eristämällä/vasta-aineilla ulosteesta tai ruoasta;en patient som har symtom och som har smitta som påvisats antingen genom isolering eller serologisk evidens av patogen bakterie, virus eller urdjur antingen från avföring eller från födoämnen som intagits.;T;Gastrointestinal infektion;infektioripuli/punatauti./jonka aiheuttaa tietty organismi mukaan lukien giardia./kampylobakteeri./kolera./lavantauti./salmonella./shigella;kontakti tulehduksellista/loiseläintautia sairastavan tartunnankantajan/parasiitin kanssa A99./ tarttuvaksi oletettu maha-suolitulehdus D73;Infektioner;;Gastroenterit, förmodad infektion D73;gastroenteritis presumed infection D73;a symptomatic patient with isolation or serological evidence of pathogenic bacteria, virus, or protozoan from either the stool or from food ingested;contact with/carrier of infective/parasitic disease A99, gastroenteritis presumed infection D73;gastrointestinal infection/dysentery with specified organisms including campylobacter, giardia, salmonella, shigella, typhoid, cholera;Gastrointestinal infection;
