concept_id_1,concept_id_2,relationship_id,valid_start_date,valid_end_date,invalid_reason,tmp_mapping_type
44501224,44501224,Maps to,20150918,20991231,NA,OMOP
44499437,44499437,Maps to,20150918,20991231,NA,OMOP
44502804,44502804,Maps to,20150918,20991231,NA,OMOP
44501736,44501736,Maps to,20150918,20991231,NA,OMOP
44502911,44502911,Maps to,20150918,20991231,NA,OMOP
44499929,44499929,Maps to,20150918,20991231,NA,OMOP
44503556,44503556,Maps to,20150918,20991231,NA,OMOP
44500479,44500479,Maps to,20150918,20991231,NA,OMOP
44499729,44499729,Maps to,20150918,20991231,NA,OMOP
44500736,44500736,Maps to,20150918,20991231,NA,OMOP
44501537,44501537,Maps to,20150918,20991231,NA,OMOP
44501527,44501527,Maps to,20150918,20991231,NA,OMOP
44499873,44499873,Maps to,20150918,20991231,NA,OMOP
44500553,44500553,Maps to,20150918,20991231,NA,OMOP
44503197,44503197,Maps to,20150918,20991231,NA,OMOP
44500836,44500836,Maps to,20150918,20991231,NA,OMOP
44499645,44499645,Maps to,20150918,20991231,NA,OMOP
44499756,44499756,Maps to,20150918,20991231,NA,OMOP
44501962,44501962,Maps to,20150918,20991231,NA,OMOP
44502509,44502509,Maps to,20150918,20991231,NA,OMOP
44502367,44502367,Maps to,20150918,20991231,NA,OMOP
44500443,44500443,Maps to,20150918,20991231,NA,OMOP
44502902,44502902,Maps to,20150918,20991231,NA,OMOP
44501343,44501343,Maps to,20150918,20991231,NA,OMOP
44501583,44501583,Maps to,20150918,20991231,NA,OMOP
44500602,44500602,Maps to,20150918,20991231,NA,OMOP
44499680,44499680,Maps to,20150918,20991231,NA,OMOP
44502018,44502018,Maps to,20150918,20991231,NA,OMOP
44499410,44499410,Maps to,20150918,20991231,NA,OMOP
44499673,44499673,Maps to,20150918,20991231,NA,OMOP
44502684,44502684,Maps to,20150918,20991231,NA,OMOP
44501011,44501011,Maps to,20150918,20991231,NA,OMOP
44501175,44501175,Maps to,20150918,20991231,NA,OMOP
44499869,44499869,Maps to,20150918,20991231,NA,OMOP
44500128,44500128,Maps to,20150918,20991231,NA,OMOP
44501290,44501290,Maps to,20150918,20991231,NA,OMOP
44504786,199754,Maps to,20150918,20991231,NA,OMOP
44505087,4115296,Maps to,20150918,20991231,NA,OMOP
44503495,37016118,Maps to,20150918,20991231,NA,OMOP
44504750,37016125,Maps to,20150918,20991231,NA,OMOP
44501063,44501063,Maps to,20150918,20991231,NA,OMOP
44501611,44501611,Maps to,20150918,20991231,NA,OMOP
44502599,44502599,Maps to,20150918,20991231,NA,OMOP
44502228,44502228,Maps to,20150918,20991231,NA,OMOP
44501504,44501504,Maps to,20150918,20991231,NA,OMOP
44503090,44503090,Maps to,20150918,20991231,NA,OMOP
44501179,44501179,Maps to,20150918,20991231,NA,OMOP
44501719,44501719,Maps to,20150918,20991231,NA,OMOP
44503165,44503165,Maps to,20150918,20991231,NA,OMOP
44501454,44501454,Maps to,20150918,20991231,NA,OMOP
44502842,44502842,Maps to,20150918,20991231,NA,OMOP
44501721,44501721,Maps to,20150918,20991231,NA,OMOP
44500350,44500350,Maps to,20150918,20991231,NA,OMOP
44502308,44502308,Maps to,20150918,20991231,NA,OMOP
44501483,44501483,Maps to,20150918,20991231,NA,OMOP
44501949,44501949,Maps to,20150918,20991231,NA,OMOP
44503545,44503545,Maps to,20150918,20991231,NA,OMOP
44499815,44499815,Maps to,20150918,20991231,NA,OMOP
44500506,44500506,Maps to,20150918,20991231,NA,OMOP
44503025,44503025,Maps to,20150918,20991231,NA,OMOP
44503547,44503547,Maps to,20150918,20991231,NA,OMOP
44500999,44500999,Maps to,20150918,20991231,NA,OMOP
44500097,44500097,Maps to,20150918,20991231,NA,OMOP
44500414,44500414,Maps to,20150918,20991231,NA,OMOP
44501587,44501587,Maps to,20150918,20991231,NA,OMOP
44501034,44501034,Maps to,20150918,20991231,NA,OMOP
44499548,44499548,Maps to,20150918,20991231,NA,OMOP
44498999,44498999,Maps to,20150918,20991231,NA,OMOP
44502003,44502003,Maps to,20150918,20991231,NA,OMOP
44500588,44500588,Maps to,20150918,20991231,NA,OMOP
44503567,44503567,Maps to,20150918,20991231,NA,OMOP
44500419,44500419,Maps to,20150918,20991231,NA,OMOP
44502575,44502575,Maps to,20150918,20991231,NA,OMOP
44502692,44502692,Maps to,20150918,20991231,NA,OMOP
44499689,44499689,Maps to,20150918,20991231,NA,OMOP
44500307,44500307,Maps to,20150918,20991231,NA,OMOP
44500673,44500673,Maps to,20150918,20991231,NA,OMOP
44500720,44500720,Maps to,20150918,20991231,NA,OMOP
44500907,44500907,Maps to,20150918,20991231,NA,OMOP
44500667,44500667,Maps to,20150918,20991231,NA,OMOP
